Sample	meth_chg	meth_chh	meth_cpg	percent_chg_meth	percent_chh_meth	percent_cpg_meth	total_c	unmeth_chg	unmeth_chh	unmeth_cpg
EG_15_S_1603_BL_ADL_U__SRR17643214__R1__890e6061321190e4d06001490ed84a97_val_1	370.0	641.0	406.0	0.3	0.3	0.3	515730.0	138747.0	240793.0	134773.0
EG_15_S_1603_BL_ADL_U__SRR17643225__R1__a3b221ad7b1daf08e344f4206f171e3a_val_1	102.0	145.0	61.0	0.4	0.3	0.2	98664.0	26206.0	46210.0	25940.0
EG_15_S_1605_BL_ADL_U__SRR17643203__R1__8f98d91dea712a0ee6823e5b1bf672e8_val_1	738.0	1256.0	718.0	0.3	0.3	0.3	899883.0	240440.0	421895.0	234836.0
EG_15_S_1608_BL_ADL_U__SRR17643086__R1__221acfabdb9c2d6eac2d9640fbfe2089_val_1	357.0	530.0	347.0	0.3	0.3	0.3	398262.0	107794.0	184318.0	104916.0
EG_15_S_1608_BL_ADL_U__SRR17643098__R1__68e7c8337a94a62a86470db26daf0f22_val_1	58.0	121.0	65.0	0.3	0.3	0.3	79591.0	21352.0	37138.0	20857.0
EG_15_S_1609_BL_ADL_U__SRR17643075__R1__30f9a10009580faa78e87644c5e2c33e_val_1	83.0	123.0	68.0	0.3	0.3	0.3	91511.0	24494.0	42883.0	23860.0
EG_15_S_1609_BL_ADL_U__SRR17643186__R1__e0eaad7ce04b69c0e2d02d8a14d2392c_val_1	307.0	565.0	295.0	0.3	0.3	0.3	415021.0	111856.0	193522.0	108476.0
EG_15_S_1610_BL_ADL_U__SRR17643164__R1__67f96fcb7b39e3fce8ff1f1d73501756_val_1	554.0	939.0	530.0	0.3	0.3	0.3	692789.0	185821.0	323562.0	181383.0
EG_15_S_1610_BL_ADL_U__SRR17643175__R1__32bae611a8b9073819c32d28c36cb1f5_val_1	130.0	241.0	137.0	0.3	0.3	0.3	167930.0	45126.0	78640.0	43656.0
EG_15_S_1611_BL_ADL_U__SRR17643025__R1__6541511f0b44d5574a27fe54ddc85ceb_val_1	339.0	658.0	370.0	0.3	0.3	0.3	471496.0	125482.0	222392.0	122255.0
EG_15_S_1611_BL_ADL_U__SRR17643030__R1__b0b915f6a9fcc79e26288f21380e6142_val_1	83.0	146.0	89.0	0.3	0.3	0.3	111859.0	29753.0	52508.0	29280.0
EG_15_S_1612_BL_ADL_U__SRR17643023__R1__5a0e636be124b6000747341b9c481dcd_val_1	513.0	891.0	513.0	0.3	0.3	0.3	619357.0	166063.0	289282.0	162095.0
EG_15_S_1612_BL_ADL_U__SRR17643024__R1__bf9326dfe9811282774513c64e7d0899_val_1	151.0	238.0	124.0	0.3	0.3	0.3	171007.0	45413.0	80735.0	44346.0
FI_18_R_18FI002_BL_ADL_M__SRR17643016__R1__8ceb7d2dddb00fbf82e0e73a8ef485ec_val_1	468.0	799.0	449.0	0.3	0.3	0.3	624930.0	168766.0	289503.0	164945.0
FI_18_R_18FI020_BL_ADL_F__SRR17643015__R1__5f9e56d99128b818b096e88f96237234_val_1	491.0	824.0	536.0	0.3	0.3	0.3	670524.0	190463.0	290906.0	187304.0
FI_18_R_18FI082_BL_ADL_M__SRR17643014__R1__f7cae2daa17f2abeb35a884093518118_val_1	414.0	754.0	467.0	0.3	0.3	0.3	595568.0	160818.0	277761.0	155354.0
FI_19_R_19FI037_BL_ADL_M__SRR17643061__R1__206464b003f521019877ca1103f4640e_val_1	475.0	789.0	474.0	0.3	0.3	0.3	618344.0	167559.0	285597.0	163450.0
FI_19_R_19FI052_BL_ADL_F__SRR17643060__R1__f019dbb227c82fd35d4f3747ce20e428_val_1	488.0	776.0	477.0	0.3	0.3	0.3	654791.0	185296.0	285090.0	182664.0
FI_19_R_19FI067_BL_ADL_M__SRR17643059__R1__159f90595c58c8d4e052e5a37b00eb77_val_1	1058.0	1631.0	1093.0	0.3	0.3	0.3	1409674.0	400430.0	609543.0	395919.0
FI_19_R_19FI092_BL_ADL_M__SRR17643057__R1__96076ffa9c95e658ab83bdec0b1aa06f_val_1	282.0	480.0	319.0	0.2	0.3	0.3	421084.0	120194.0	181306.0	118503.0
FI_19_R_19FI106_BL_ADL_M__SRR17643056__R1__5bc8b3cd4f7fe631ebfd21cdfae53f56_val_1	400.0	661.0	358.0	0.3	0.3	0.3	449893.0	121451.0	209588.0	117435.0
IL_15_TV_X242014_BL_ADL_F__SRR17643168__R1__818def9d5d145c163d3fc153d04bf16a_val_1	797.0	1406.0	812.0	0.3	0.3	0.3	997614.0	269442.0	463809.0	261348.0
IL_15_TV_X242015_BL_ADL_F__SRR17643166__R1__2c62db82fefb65803e0dd0113343619a_val_1	390.0	601.0	356.0	0.3	0.3	0.3	457569.0	121784.0	215424.0	119014.0
IL_15_TV_X242015_BL_ADL_F__SRR17643167__R1__00a17e54da499fa20a8a94c08ff01ccc_val_1	71.0	101.0	73.0	0.3	0.2	0.3	90925.0	24280.0	42512.0	23888.0
IL_15_TV_X242018_BL_ADL_M__SRR17643165__R1__48b3779e0fb0c8d4abe59187264d13a7_val_1	699.0	1174.0	685.0	0.3	0.3	0.3	884559.0	238185.0	412438.0	231378.0
IL_15_TV_X242019_BL_ADL_F__SRR17643039__R1__e1be66c829d6fabd1631e7df45b6fff5_val_1	540.0	901.0	525.0	0.3	0.3	0.3	708084.0	189790.0	332662.0	183666.0
IL_15_TV_X242019_BL_ADL_F__SRR17643041__R1__e276d67405e77f46da71f6c879372802_val_1	146.0	219.0	139.0	0.3	0.3	0.3	183342.0	49087.0	85839.0	47912.0
IL_15_TV_X242047_BL_ADL_M__SRR17643037__R1__6102478b11d4aeb870746a152c6ff50f_val_1	820.0	1378.0	789.0	0.3	0.3	0.3	1058713.0	282653.0	498981.0	274092.0
IL_15_TV_X242047_BL_ADL_M__SRR17643038__R1__ef70a6dca61149fd0365207c34f92b20_val_1	218.0	327.0	238.0	0.3	0.3	0.4	254491.0	67948.0	119331.0	66429.0
IL_15_TV_X242048_BL_ADL_F__SRR17643035__R1__cc87eb1ade506de31c131d8a6b6f7f94_val_1	142.0	236.0	130.0	0.3	0.3	0.3	179277.0	48052.0	83896.0	46821.0
IL_15_TV_X242048_BL_ADL_F__SRR17643036__R1__dafb29d22104bf35ad69436c6663acf5_val_1	627.0	1209.0	655.0	0.3	0.3	0.3	821929.0	219983.0	387091.0	212364.0
IL_15_TV_X242072_BL_ADL_M__SRR17643033__R1__1dbe8867019bc99328854d5fb0296790_val_1	496.0	863.0	544.0	0.3	0.3	0.3	625750.0	167848.0	293440.0	162559.0
IL_15_TV_X242072_BL_ADL_M__SRR17643034__R1__d7f55ea1a690cf9bf823e8883ac0cf40_val_1	98.0	227.0	116.0	0.2	0.3	0.3	151258.0	40179.0	71572.0	39066.0
IL_15_TV_X242077_BL_ADL_M__SRR17643031__R1__0c17322a0bea980bb20366ca92b0c0a4_val_1	613.0	1066.0	655.0	0.3	0.3	0.3	844277.0	225735.0	397058.0	219150.0
IL_15_TV_X242077_BL_ADL_M__SRR17643032__R1__5866792e5b93a77dcf84fc225922b7c7_val_1	142.0	248.0	141.0	0.3	0.3	0.3	191376.0	51405.0	89832.0	49608.0
RU_13_RT_VN96011_BL_ADL_F__SRR17643222__R1__10baf97304f33b1b504feaa5a5675044_val_1	368.0	638.0	390.0	0.3	0.3	0.3	535487.0	143544.0	250866.0	139681.0
RU_13_RT_VN96022_BL_ADL_M__SRR17643221__R1__ad92ff284dc52bc0cad8c50e691c27fb_val_1	754.0	1242.0	718.0	0.3	0.3	0.3	920882.0	248260.0	429417.0	240491.0
RU_13_RT_VN96023_BL_ADL_M__SRR17643220__R1__bfb6317a126f8da393c76b210d01838e_val_1	2171.0	3849.0	2187.0	0.3	0.3	0.3	2802005.0	752679.0	1308512.0	732607.0
RU_13_RT_VN96026_BL_ADL_M__SRR17643218__R1__e27b90a47d9556b37b0f06da1d9fdf06_val_1	117.0	156.0	95.0	0.4	0.3	0.3	122383.0	32356.0	57944.0	31715.0
RU_13_RT_VN96026_BL_ADL_M__SRR17643219__R1__e9b74ae1c40e87e5dc98c5e2ae4b8735_val_1	664.0	1057.0	615.0	0.3	0.3	0.3	843508.0	225641.0	396722.0	218809.0
RU_13_RT_VN96034_BL_ADL_M__SRR17643217__R1__2e0dcf5b153e4200ebebf865ed1576ff_val_1	1273.0	2089.0	1198.0	0.3	0.3	0.3	1620986.0	435875.0	756559.0	423992.0
RU_13_RT_VN96035_BL_ADL_F__SRR17643215__R1__e43fb682324ec39ad005903118540dc1_val_1	65.0	127.0	64.0	0.2	0.3	0.2	100242.0	27179.0	46983.0	25824.0
RU_13_RT_VN96035_BL_ADL_F__SRR17643216__R1__7eb03ef2de59f51a28db5dce0e6aa75d_val_1	396.0	653.0	409.0	0.2	0.2	0.3	610408.0	162557.0	287970.0	158423.0
RU_13_RT_VN96037_BL_ADL_M__SRR17643212__R1__2e544e2430011b80db11c2ddd73dced3_val_1	56.0	121.0	46.0	0.3	0.3	0.2	77419.0	20664.0	36544.0	19988.0
RU_13_RT_VN96037_BL_ADL_M__SRR17643213__R1__3a9baefd0627e5bbdcbfd4e7a393f182_val_1	357.0	656.0	322.0	0.3	0.3	0.2	504941.0	134994.0	237536.0	131076.0
RU_13_RT_VN96053_BL_ADL_F__SRR17643210__R1__982415218d09499db1f15000d74ebd64_val_1	87.0	156.0	82.0	0.3	0.3	0.3	114369.0	30377.0	54333.0	29334.0
RU_13_RT_VN96053_BL_ADL_F__SRR17643211__R1__55e85e996824566786aac3263d077f26_val_1	598.0	1058.0	562.0	0.3	0.3	0.2	891993.0	238278.0	421879.0	229618.0
RU_13_RT_VN96054_BL_ADL_F__SRR17643209__R1__a2d6746af03096218630b8f706e10a46_val_1	520.0	858.0	479.0	0.3	0.3	0.3	562850.0	151525.0	262185.0	147283.0
RU_13_RT_VN96055_BL_ADL_F__SRR17643208__R1__38ddf0b3c58ca5ebcdf406820234a48b_val_1	1020.0	1822.0	1076.0	0.3	0.3	0.3	1251140.0	336132.0	585339.0	325751.0
RU_13_RT_VN96056_BL_ADL_M__SRR17643207__R1__e64d30f188bbaa6ed94ed073adb9996b_val_1	373.0	632.0	398.0	0.3	0.3	0.3	519068.0	140147.0	241351.0	136167.0
RU_13_RT_VN96076_BL_ADL_F__SRR17643205__R1__d315ff6339b2bfd6f156974efae11948_val_1	71.0	132.0	63.0	0.3	0.3	0.3	93309.0	24653.0	44056.0	24334.0
RU_13_RT_VN96076_BL_ADL_F__SRR17643206__R1__0be116acce09590781dcee0531b772aa_val_1	456.0	746.0	437.0	0.3	0.3	0.3	563977.0	150949.0	264610.0	146779.0
RU_13_RT_VN96078_BL_ADL_F__SRR17643202__R1__f4cee02242983f5121a4b04dbe63c48c_val_1	61.0	110.0	50.0	0.2	0.2	0.2	109808.0	28796.0	52703.0	28088.0
RU_13_RT_VN96078_BL_ADL_F__SRR17643204__R1__5b6cc0a6fc569eb9a2d0138073682293_val_1	361.0	627.0	365.0	0.2	0.2	0.2	569105.0	151339.0	269363.0	147050.0
RU_13_RT_VN96091_BL_ADL_M__SRR17643200__R1__47fe636183023ef41a0d672a15254da6_val_1	105.0	179.0	97.0	0.3	0.3	0.3	120069.0	32262.0	56388.0	31038.0
RU_13_RT_VN96091_BL_ADL_M__SRR17643201__R1__d19771f42d12acfbc9eb26cbe0bcadc7_val_1	548.0	1035.0	566.0	0.3	0.3	0.3	795251.0	212479.0	375582.0	205041.0
RU_13_RT_VN96136_BL_ADL_M__SRR17643088__R1__2c206c6edb9b407a5490c45c938c1596_val_1	508.0	825.0	553.0	0.2	0.2	0.3	777681.0	212903.0	354953.0	207939.0
RU_13_RT_VN96137_BL_ADL_F__SRR17643085__R1__438c50bb2a9167fbf14eda3b320d16c8_val_1	66.0	102.0	65.0	0.3	0.2	0.3	95519.0	25753.0	44892.0	24641.0
RU_13_RT_VN96137_BL_ADL_F__SRR17643087__R1__5749ca6140f33ff8d530ec7e25f2a9fe_val_1	370.0	666.0	316.0	0.3	0.3	0.2	512592.0	137199.0	241112.0	132929.0
RU_13_RT_VN96138_BL_ADL_M__SRR17643084__R1__f6eba889de27472848b1c777a49a13f9_val_1	477.0	983.0	508.0	0.3	0.4	0.4	504422.0	136166.0	234294.0	131994.0
RU_13_RT_VN96141_BL_ADL_M__SRR17643082__R1__e03dbd8a2517ace74d01f18e296c30b9_val_1	201.0	293.0	157.0	0.3	0.2	0.2	248612.0	66174.0	117447.0	64340.0
RU_13_RT_VN96141_BL_ADL_M__SRR17643083__R1__6b2aca545aeb9f55d403ae24aeaa20cf_val_1	1169.0	2007.0	1152.0	0.3	0.3	0.3	1593397.0	425396.0	750889.0	412784.0
RU_13_RT_VN96144_BL_ADL_M__SRR17643081__R1__1438494c90c979ff36d426d55571dcd2_val_1	715.0	1173.0	685.0	0.3	0.3	0.3	890938.0	238822.0	417316.0	232227.0
RU_13_RT_VN96145_BL_ADL_F__SRR17643079__R1__56d15b689c91c3ed4162ce2276a484f6_val_1	86.0	129.0	64.0	0.3	0.2	0.2	114887.0	30649.0	54213.0	29746.0
RU_13_RT_VN96145_BL_ADL_F__SRR17643080__R1__77df01f3475c8c4bbe15ef21464c5983_val_1	379.0	584.0	389.0	0.3	0.2	0.3	540306.0	143746.0	255137.0	140071.0
RU_13_RT_VN96151_BL_ADL_M__SRR17643077__R1__5b0cb968afee364297047af6e10955c0_val_1	61.0	99.0	60.0	0.3	0.3	0.3	82996.0	22423.0	38403.0	21950.0
RU_13_RT_VN96151_BL_ADL_M__SRR17643078__R1__7e217d48a5868066b5dbbaa73762c0fd_val_1	324.0	597.0	315.0	0.3	0.3	0.3	481506.0	129247.0	226389.0	124634.0
RU_13_RT_VN96152_BL_ADL_M__SRR17643074__R1__581db4caabc57bf7748c09793c806bdf_val_1	34.0	102.0	64.0	0.2	0.3	0.3	71678.0	19353.0	33672.0	18453.0
RU_13_RT_VN96152_BL_ADL_M__SRR17643076__R1__81b3f3e338e23aeab46c7ab4618cbd8a_val_1	348.0	597.0	292.0	0.3	0.3	0.2	473825.0	126095.0	223461.0	123032.0
RU_13_RT_VN96153_BL_ADL_F__SRR17643073__R1__41e6ddbfc7d8f5e8cdc735bcf96e254b_val_1	408.0	713.0	412.0	0.3	0.3	0.3	559588.0	149050.0	263792.0	145213.0
RU_13_RT_VN96154_BL_ADL_M__SRR17643072__R1__0937ef0b53fd37c438901a908f039d8f_val_1	630.0	1070.0	576.0	0.3	0.3	0.3	806439.0	215957.0	377754.0	210452.0
RU_13_RT_VN96158_BL_ADL_M__SRR17643070__R1__1c11d3bb6597effb8f4c088786ea4f77_val_1	58.0	81.0	73.0	0.2	0.2	0.3	88690.0	24118.0	41024.0	23336.0
RU_13_RT_VN96158_BL_ADL_M__SRR17643071__R1__793342708ec788fde5102c21404151d3_val_1	413.0	644.0	397.0	0.3	0.2	0.3	581069.0	154878.0	274035.0	150702.0
RU_13_RT_VN96159_BL_ADL_M__SRR17643191__R1__8cd55e460a79c16630b3215634494d94_val_1	945.0	1525.0	916.0	0.3	0.3	0.3	1205031.0	323545.0	564188.0	313912.0
RU_13_RT_VN96161_BL_ADL_M__SRR17643189__R1__8b7043b2dc496da2d82a884ccd1b33ec_val_1	371.0	640.0	338.0	0.3	0.3	0.2	526107.0	140126.0	248664.0	135968.0
RU_13_RT_VN96161_BL_ADL_M__SRR17643190__R1__6fb43a342be416f2253c775c5335e3c6_val_1	72.0	107.0	78.0	0.2	0.2	0.3	113044.0	30215.0	53041.0	29531.0
RU_13_RT_VN96163_BL_ADL_M__SRR17643187__R1__e811b38a5ca945baf0760d0c00ad8347_val_1	111.0	198.0	95.0	0.3	0.3	0.2	151096.0	40149.0	71206.0	39337.0
RU_13_RT_VN96163_BL_ADL_M__SRR17643188__R1__3f605f44691593bb9db351a56963a957_val_1	595.0	1170.0	613.0	0.2	0.3	0.3	908788.0	243400.0	427055.0	235955.0
RU_13_RT_VN96165_BL_ADL_F__SRR17643185__R1__6d798419a196b0100a53cc0746e4e00f_val_1	590.0	1048.0	631.0	0.3	0.3	0.3	783627.0	210579.0	366662.0	204117.0
RU_13_RT_VN96166_BL_ADL_M__SRR17643184__R1__d11f00dbb79b789181bac6d0f9773bee_val_1	525.0	943.0	517.0	0.3	0.3	0.3	751933.0	202424.0	351186.0	196338.0
RU_13_RT_VN96171_BL_ADL_F__SRR17643182__R1__fd97aaa8221371ce315ee601aafb8cee_val_1	81.0	147.0	84.0	0.3	0.3	0.3	114465.0	30896.0	53817.0	29440.0
RU_13_RT_VN96171_BL_ADL_F__SRR17643183__R1__74947217ff527485376f8407152db93f_val_1	450.0	743.0	376.0	0.3	0.2	0.2	628773.0	167422.0	297013.0	162769.0
RU_13_RT_VN96180_BL_ADL_M__SRR17643181__R1__551c520a382eecd18341b812550a119e_val_1	609.0	986.0	592.0	0.3	0.3	0.3	739614.0	197430.0	347047.0	192950.0
RU_13_RT_VN96182_BL_ADL_M__SRR17643179__R1__5ab7bcf0bdeaa3babd5090e771b59c06_val_1	94.0	126.0	60.0	0.3	0.2	0.2	126173.0	33651.0	59558.0	32684.0
RU_13_RT_VN96182_BL_ADL_M__SRR17643180__R1__799ac7dad174606d9258b6c156c9c65f_val_1	414.0	779.0	406.0	0.2	0.3	0.2	634054.0	169945.0	297810.0	164700.0
RU_13_RT_VN96190_BL_ADL_F__SRR17643178__R1__4cfc8bf2019ef2cc8e1f0f3ee62dab77_val_1	580.0	948.0	586.0	0.3	0.3	0.3	811661.0	221843.0	373181.0	214523.0
RU_13_RT_VN96194_BL_ADL_M__SRR17643176__R1__d64e03c8e6efc33c29c7388df3d9ab9f_val_1	76.0	118.0	56.0	0.3	0.3	0.2	95259.0	25292.0	45293.0	24424.0
RU_13_RT_VN96194_BL_ADL_M__SRR17643177__R1__f7c870ffb2f3043b3370cee34f728082_val_1	337.0	656.0	316.0	0.2	0.3	0.2	524862.0	139613.0	248682.0	135258.0
RU_13_RT_VN96198_BL_ADL_M__SRR17643173__R1__af2c1d810fdb3769e80ba5b3a938194d_val_1	435.0	759.0	400.0	0.3	0.3	0.3	526948.0	140380.0	249027.0	135947.0
RU_13_RT_VN96198_BL_ADL_M__SRR17643174__R1__eb56442e069dfb023f67655d86468503_val_1	87.0	117.0	77.0	0.3	0.3	0.3	94037.0	25527.0	43779.0	24450.0
RU_13_RT_VN96200_BL_ADL_M__SRR17643171__R1__23fbf71c2491d3735cb5384cde9cfaff_val_1	63.0	98.0	59.0	0.3	0.3	0.3	79095.0	21126.0	37338.0	20411.0
RU_13_RT_VN96200_BL_ADL_M__SRR17643172__R1__f6c5008fdcc59665ef87dde17b743075_val_1	341.0	551.0	329.0	0.3	0.3	0.3	424438.0	113500.0	199428.0	110289.0
RU_13_R_VN96102_BL_ADL_M__SRR17643198__R1__abe4ff5079d8a1f6a58b2eea2dc7494f_val_1	57.0	125.0	52.0	0.3	0.3	0.2	85164.0	22494.0	40418.0	22018.0
RU_13_R_VN96102_BL_ADL_M__SRR17643199__R1__a8d776c15146ea9675d8b00a77bd0171_val_1	422.0	650.0	392.0	0.3	0.3	0.3	528946.0	141012.0	250010.0	136460.0
RU_13_R_VN96106_BL_ADL_M__SRR17643197__R1__8979fa0934ae99b221bed40f1d32725f_val_1	493.0	946.0	547.0	0.3	0.3	0.3	714917.0	191220.0	334907.0	186804.0
RU_13_R_VN96110_BL_ADL_M__SRR17643195__R1__004d270c26b5949d4ebc3c56e5dcbe03_val_1	86.0	193.0	79.0	0.3	0.3	0.2	123626.0	33271.0	57874.0	32123.0
RU_13_R_VN96110_BL_ADL_M__SRR17643196__R1__ca608663807ebeb734e4978b62291a4d_val_1	731.0	1250.0	808.0	0.3	0.3	0.3	1047301.0	279532.0	493263.0	271717.0
RU_13_R_VN96113_BL_ADL_F__SRR17643194__R1__3753c9cea8b3f6f54a1826090b415014_val_1	906.0	1637.0	873.0	0.3	0.3	0.3	1163136.0	310523.0	546081.0	303116.0
RU_13_R_VN96116_BL_ADL_M__SRR17643096__R1__2ee23133496f45842e5cd9c927c06d4a_val_1	72.0	111.0	75.0	0.2	0.2	0.3	113844.0	30766.0	53326.0	29494.0
RU_13_R_VN96116_BL_ADL_M__SRR17643193__R1__74339f33358263944d5fed441f7a02d5_val_1	470.0	840.0	520.0	0.2	0.3	0.3	701458.0	188158.0	329792.0	181678.0
RU_13_R_VN96117_BL_ADL_F__SRR17643094__R1__576c0008e86fbf8494c4628f24f87889_val_1	88.0	155.0	88.0	0.3	0.3	0.4	94368.0	25217.0	44406.0	24414.0
RU_13_R_VN96117_BL_ADL_F__SRR17643095__R1__9675b7ab7bb77c4d7157ec82718eb85d_val_1	429.0	766.0	424.0	0.3	0.3	0.3	566104.0	150907.0	267454.0	146124.0
RU_13_R_VN96118_BL_ADL_F__SRR17643092__R1__dac23f5a074976155104f220567059af_val_1	118.0	179.0	112.0	0.3	0.2	0.3	154652.0	41522.0	72285.0	40436.0
RU_13_R_VN96118_BL_ADL_F__SRR17643093__R1__4bebe8f37d9d7296f6d837d176e69705_val_1	827.0	1369.0	766.0	0.3	0.3	0.3	1045836.0	279274.0	493401.0	270199.0
RU_13_R_VN96122_BL_ADL_F__SRR17643091__R1__a7746ed7407290ba77d789ab4553779e_val_1	569.0	997.0	514.0	0.3	0.3	0.3	704698.0	189378.0	329817.0	183423.0
RU_13_R_VN96123_BL_ADL_M__SRR17643090__R1__90a2a5d1e60680c4eaf23a92d4e85ed2_val_1	226.0	418.0	278.0	0.3	0.3	0.3	335048.0	90083.0	156140.0	87903.0
RU_13_R_VN96124_BL_ADL_F__SRR17643089__R1__e35d40950417797f7d247d39e61d66cc_val_1	524.0	977.0	558.0	0.3	0.3	0.3	695727.0	185798.0	327377.0	180493.0
RU_13_R_VN96298_BL_ADL_F__SRR17643170__R1__a8acda577c38c89dfae3554ca5c119f9_val_1	562.0	1083.0	549.0	0.3	0.3	0.3	789121.0	212490.0	368236.0	206201.0
RU_13_R_VN96300_BL_ADL_F__SRR17643169__R1__034fe3d7e171d95eb1654c54c797ad67_val_1	431.0	711.0	423.0	0.3	0.3	0.3	581470.0	156516.0	271237.0	152152.0
RU_13_T_NB019_BL_ADL_M__SRR17643130__R1__01db0c6c654c31dd32f1ab2a15a7c9c1_val_1	2020.0	3513.0	2019.0	0.3	0.3	0.3	2383375.0	639553.0	1114695.0	621575.0
RU_13_T_NB027_BL_ADL_M__SRR17643127__R1__afe0b948c99895b7ac6657632df90510_val_1	61.0	85.0	57.0	0.3	0.2	0.3	85158.0	22874.0	40025.0	22056.0
RU_13_T_NB027_BL_ADL_M__SRR17643128__R1__904ae72148c913cd5677dae9e2e4470f_val_1	351.0	668.0	368.0	0.3	0.3	0.3	508436.0	135352.0	239917.0	131780.0
RU_13_T_NB028_BL_ADL_F__SRR17643126__R1__eb4363382342ac614a6753fd10c7dcd3_val_1	455.0	771.0	428.0	0.3	0.3	0.3	614802.0	163647.0	290066.0	159435.0
RU_13_T_NB028_BL_ADL_F__SRR17643246__R1__1e0d06451c09497a67db0f7ea8a1b2f2_val_1	110.0	177.0	129.0	0.3	0.3	0.4	139222.0	36773.0	66107.0	35926.0
RU_13_T_NB029_BL_ADL_F__SRR17643245__R1__75d2297b437a4d60886f4d0342e9c409_val_1	835.0	1396.0	872.0	0.3	0.3	0.3	1055370.0	282746.0	494463.0	275058.0
RU_13_T_NB031_BL_ADL_F__SRR17643243__R1__79076aba851a6eceb1f9454947833b12_val_1	214.0	338.0	230.0	0.2	0.2	0.2	371116.0	100330.0	172184.0	97820.0
RU_13_T_NB033_BL_ADL_F__SRR17643242__R1__0d2a5ca543904311d9b6d48fae8f0a2a_val_1	504.0	886.0	541.0	0.3	0.3	0.3	677387.0	181811.0	316619.0	177026.0
RU_13_T_NB038_BL_ADL_M__SRR17643240__R1__90a2c58ac0fa4079b665afcfaabe0b8f_val_1	94.0	147.0	65.0	0.3	0.3	0.2	117560.0	31509.0	54939.0	30806.0
RU_13_T_NB038_BL_ADL_M__SRR17643241__R1__7266583cbfae69b4111103901d3f9c26_val_1	472.0	798.0	419.0	0.2	0.2	0.2	705047.0	188809.0	331817.0	182732.0
RU_13_T_NB040_BL_ADL_F__SRR17643238__R1__2cefc512649bc30181175dc241e355d1_val_1	64.0	130.0	75.0	0.3	0.3	0.3	89478.0	23500.0	42537.0	23172.0
RU_13_T_NB040_BL_ADL_F__SRR17643239__R1__f5417ab283b742066d750233f5720237_val_1	366.0	640.0	333.0	0.3	0.3	0.2	539207.0	143696.0	254342.0	139830.0
RU_13_T_NB041_BL_ADL_F__SRR17643237__R1__be8284cc10e66aba4649525e32dc9c21_val_1	1036.0	1652.0	1014.0	0.3	0.3	0.3	1262354.0	344803.0	576627.0	337222.0
RU_17_T_NB022_BL_ADL_M__SRR17643129__R1__11ef679279025821f84ff68eb24b3ace_val_1	703.0	1138.0	670.0	0.3	0.3	0.3	807937.0	218270.0	376983.0	210173.0
RU_17_T_NB030_BL_ADL_F__SRR17643244__R1__805d12dd4fff1206bd1639e1c8994323_val_1	460.0	753.0	457.0	0.3	0.3	0.3	589172.0	159076.0	274172.0	154254.0
US_02_E_2171-28178_BL_ADL_U__SRR17643142__R1__c66ff67e02415fdd239180721ceb123a_val_1	516.0	896.0	500.0	0.3	0.3	0.3	674167.0	181047.0	315359.0	175849.0
US_02_E_2171-28178_BL_ADL_U__SRR17643143__R1__aa880e36c9117e89f7161e74f8e23765_val_1	129.0	177.0	123.0	0.3	0.3	0.3	143705.0	38475.0	67526.0	37275.0
US_02_E_2171-28179_BL_ADL_U__SRR17643141__R1__5b595b04d7da0c61bdda941ed5bf959f_val_1	581.0	948.0	537.0	0.3	0.3	0.3	783429.0	212552.0	362137.0	206674.0
US_02_E_2171-28186_BL_ADL_U__SRR17777317__R1__1942e7a3f7487ab64ebbc8eae857c9d0_val_1	629.0	1099.0	661.0	0.3	0.3	0.3	820106.0	220526.0	383383.0	213808.0
US_02_E_2171-28186_BL_ADL_U__SRR17777318__R1__56c123526ce3dbe5a0aaaf48ca41e305_val_1	255.0	504.0	314.0	0.3	0.3	0.3	362148.0	96811.0	170435.0	93829.0
US_02_E_2171-28186_BL_ADL_U__SRR17777319__R1__595fff3263be7ecd95ef49cd54e5cfb9_val_1	110.0	204.0	106.0	0.3	0.3	0.3	148228.0	40082.0	69010.0	38716.0
US_02_E_2171-28193_BL_ADL_U__SRR17643140__R1__dcba160de94897f720bfb2cd2ed03775_val_1	382.0	633.0	331.0	0.3	0.3	0.3	471134.0	127023.0	219600.0	123165.0
US_02_E_3121-88807_BL_ADL_U__SRR17643138__R1__0690c7033ed000e60b111ab42f1092e1_val_1	309.0	561.0	285.0	0.3	0.3	0.3	379206.0	101800.0	177750.0	98501.0
US_02_E_3121-88807_BL_ADL_U__SRR17643139__R1__aa8b574ceab6098eef9efd566cd22748_val_1	49.0	91.0	59.0	0.2	0.3	0.3	73047.0	19720.0	34147.0	18981.0
US_02_E_3121-88831_BL_ADL_U__SRR17643135__R1__46c10d3d4d683417c5e28fbc7b4386e1_val_1	132.0	199.0	143.0	0.2	0.2	0.3	204428.0	55165.0	95764.0	53025.0
US_02_E_3121-88831_BL_ADL_U__SRR17643137__R1__37bc2d49bd4dcdbb74b5786cc24de1f9_val_1	788.0	1254.0	716.0	0.3	0.2	0.2	1119082.0	301249.0	523270.0	291805.0
US_02_E_3121-88841_BL_ADL_U__SRR17643133__R1__7fa9205d3cccc004abf8fffbf20f6bbe_val_1	447.0	711.0	394.0	0.3	0.3	0.3	534517.0	143151.0	250908.0	138906.0
US_02_E_3121-88841_BL_ADL_U__SRR17643134__R1__94bf11aa2e0f2e24f5a4041680f04760_val_1	63.0	138.0	77.0	0.2	0.3	0.3	98045.0	26248.0	46232.0	25287.0
