Sample	meth_chg	meth_chh	meth_cpg	percent_chg_meth	percent_chh_meth	percent_cpg_meth	total_c	unmeth_chg	unmeth_chh	unmeth_cpg
RU_13_RT_VN96053_BL_ADL_F__SRR17643211__R1__55e85e996824566786aac3263d077f26_val_1	1128353.0	1584059.0	44502700.0	0.7	0.5	38.1	621236592.0	171085021.0	330551423.0	72385036.0
RU_13_RT_VN96054_BL_ADL_F__SRR17643209__R1__a2d6746af03096218630b8f706e10a46_val_1	1085006.0	1462241.0	39048147.0	0.7	0.5	38.9	516916421.0	143592522.0	270438272.0	61290233.0
RU_13_RT_VN96055_BL_ADL_F__SRR17643208__R1__38ddf0b3c58ca5ebcdf406820234a48b_val_1	1082903.0	1497470.0	41785881.0	0.7	0.5	37.5	562032747.0	156524749.0	291492418.0	69649326.0
RU_13_RT_VN96056_BL_ADL_M__SRR17643207__R1__e64d30f188bbaa6ed94ed073adb9996b_val_1	1195512.0	1615012.0	43996423.0	0.7	0.5	37.0	615210548.0	171722290.0	321688879.0	74992432.0
RU_13_RT_VN96076_BL_ADL_F__SRR17643206__R1__0be116acce09590781dcee0531b772aa_val_1	898596.0	1254814.0	34389007.0	0.7	0.5	37.7	480926554.0	133174422.0	254362539.0	56847176.0
RU_13_RT_VN96078_BL_ADL_F__SRR17643204__R1__5b6cc0a6fc569eb9a2d0138073682293_val_1	924906.0	1296229.0	36967518.0	0.6	0.5	37.8	518615767.0	143264674.0	275285174.0	60877266.0
RU_13_RT_VN96091_BL_ADL_M__SRR17643201__R1__d19771f42d12acfbc9eb26cbe0bcadc7_val_1	1347172.0	1843815.0	52946310.0	0.7	0.5	38.5	713563620.0	197389632.0	375623082.0	84413609.0
RU_13_RT_VN96136_BL_ADL_M__SRR17643088__R1__2c206c6edb9b407a5490c45c938c1596_val_1	1393991.0	1821058.0	52919504.0	0.7	0.5	37.5	730035775.0	204980156.0	380813572.0	88107494.0
RU_13_RT_VN96137_BL_ADL_F__SRR17643087__R1__5749ca6140f33ff8d530ec7e25f2a9fe_val_1	925734.0	1304950.0	36810582.0	0.6	0.5	37.3	525085583.0	144980416.0	279276838.0	61787063.0
RU_13_RT_VN96138_BL_ADL_M__SRR17643084__R1__f6eba889de27472848b1c777a49a13f9_val_1	1141282.0	1550732.0	42653076.0	0.6	0.5	34.9	627905154.0	174953607.0	327963927.0	79642530.0
RU_13_RT_VN96141_BL_ADL_M__SRR17643083__R1__6b2aca545aeb9f55d403ae24aeaa20cf_val_1	1012093.0	1382877.0	37528245.0	0.7	0.5	36.2	534800678.0	147977482.0	280735710.0	66164271.0
RU_13_RT_VN96144_BL_ADL_M__SRR17643081__R1__1438494c90c979ff36d426d55571dcd2_val_1	1261804.0	1757691.0	47396773.0	0.7	0.5	37.8	651205709.0	181087927.0	341727558.0	77973956.0
RU_13_RT_VN96145_BL_ADL_F__SRR17643080__R1__77df01f3475c8c4bbe15ef21464c5983_val_1	915630.0	1275196.0	35999119.0	0.7	0.5	38.1	500884198.0	138316581.0	265914784.0	58462888.0
RU_13_RT_VN96151_BL_ADL_M__SRR17643078__R1__7e217d48a5868066b5dbbaa73762c0fd_val_1	836376.0	1151876.0	31924849.0	0.6	0.5	36.3	463655890.0	128591209.0	245026278.0	56125302.0
RU_13_RT_VN96152_BL_ADL_M__SRR17643076__R1__81b3f3e338e23aeab46c7ab4618cbd8a_val_1	935073.0	1291696.0	35333657.0	0.7	0.5	36.1	515422360.0	142372144.0	272862719.0	62627071.0
RU_13_RT_VN96153_BL_ADL_F__SRR17643073__R1__41e6ddbfc7d8f5e8cdc735bcf96e254b_val_1	1022924.0	1411928.0	38113203.0	0.7	0.5	36.9	543474822.0	150956163.0	286722538.0	65248066.0
RU_13_RT_VN96154_BL_ADL_M__SRR17643072__R1__0937ef0b53fd37c438901a908f039d8f_val_1	1117346.0	1525158.0	41863735.0	0.7	0.5	37.6	587441459.0	163013542.0	310405332.0	69516346.0
RU_13_RT_VN96158_BL_ADL_M__SRR17643071__R1__793342708ec788fde5102c21404151d3_val_1	980595.0	1366135.0	38356255.0	0.7	0.5	37.9	539809928.0	149000408.0	287196903.0	62909632.0
RU_13_RT_VN96159_BL_ADL_M__SRR17643191__R1__8cd55e460a79c16630b3215634494d94_val_1	1746796.0	2440835.0	66088628.0	0.7	0.5	37.4	927999845.0	258049059.0	488837985.0	110836542.0
RU_13_RT_VN96161_BL_ADL_M__SRR17643190__R1__6fb43a342be416f2253c775c5335e3c6_val_1	145845.0	204152.0	5662859.0	0.6	0.5	35.4	82201038.0	22765538.0	43098319.0	10324325.0
RU_13_RT_VN96163_BL_ADL_M__SRR17643188__R1__3f605f44691593bb9db351a56963a957_val_1	849851.0	1190186.0	32452218.0	0.6	0.5	35.5	476568638.0	131737736.0	251437899.0	58900748.0
RU_13_RT_VN96165_BL_ADL_F__SRR17643185__R1__6d798419a196b0100a53cc0746e4e00f_val_1	1093301.0	1466245.0	41511576.0	0.7	0.5	38.5	556101455.0	154209864.0	291545996.0	66274473.0
RU_13_RT_VN96166_BL_ADL_M__SRR17643184__R1__d11f00dbb79b789181bac6d0f9773bee_val_1	1071815.0	1405296.0	40805584.0	0.7	0.5	38.2	527993719.0	146761687.0	272061251.0	65888086.0
RU_13_RT_VN96171_BL_ADL_F__SRR17643183__R1__74947217ff527485376f8407152db93f_val_1	947855.0	1334566.0	38037083.0	0.6	0.5	36.9	539133359.0	148839578.0	284939951.0	65034326.0
RU_13_RT_VN96180_BL_ADL_M__SRR17643181__R1__551c520a382eecd18341b812550a119e_val_1	1066033.0	1453020.0	39042539.0	0.7	0.5	36.2	554003387.0	153784128.0	289829700.0	68827967.0
RU_13_RT_VN96182_BL_ADL_M__SRR17643180__R1__799ac7dad174606d9258b6c156c9c65f_val_1	1050739.0	1435245.0	40863700.0	0.6	0.5	36.3	593281428.0	164127493.0	314156487.0	71647764.0
RU_13_RT_VN96190_BL_ADL_F__SRR17643178__R1__4cfc8bf2019ef2cc8e1f0f3ee62dab77_val_1	1175176.0	1552593.0	46676147.0	0.7	0.5	39.4	611483527.0	170395705.0	319947525.0	71736381.0
RU_13_RT_VN96194_BL_ADL_M__SRR17643177__R1__f7c870ffb2f3043b3370cee34f728082_val_1	834631.0	1156255.0	32701193.0	0.7	0.5	37.7	449572866.0	124587632.0	236302785.0	53990370.0
RU_13_RT_VN96198_BL_ADL_M__SRR17643174__R1__eb56442e069dfb023f67655d86468503_val_1	174330.0	244931.0	6388554.0	0.7	0.5	35.6	95103894.0	26275822.0	50468972.0	11551285.0
RU_13_RT_VN96200_BL_ADL_M__SRR17643172__R1__f6c5008fdcc59665ef87dde17b743075_val_1	805022.0	1127099.0	30851558.0	0.7	0.5	37.8	425400592.0	118033077.0	223807406.0	50776430.0
RU_13_R_VN96102_BL_ADL_M__SRR17643199__R1__a8d776c15146ea9675d8b00a77bd0171_val_1	1076292.0	1510090.0	39461517.0	0.7	0.5	35.6	579938486.0	160228102.0	306283274.0	71379211.0
RU_13_R_VN96106_BL_ADL_M__SRR17643197__R1__8979fa0934ae99b221bed40f1d32725f_val_1	1024131.0	1414809.0	37907239.0	0.7	0.5	36.5	547811660.0	151841110.0	289587521.0	66036850.0
RU_13_R_VN96110_BL_ADL_M__SRR17643196__R1__ca608663807ebeb734e4978b62291a4d_val_1	1399054.0	1936470.0	53906901.0	0.7	0.5	36.3	768708446.0	212484263.0	404257932.0	94723826.0
RU_13_R_VN96113_BL_ADL_F__SRR17643194__R1__3753c9cea8b3f6f54a1826090b415014_val_1	1169094.0	1584921.0	44890909.0	0.7	0.5	39.3	586526296.0	163067340.0	306622781.0	69191251.0
RU_13_R_VN96116_BL_ADL_M__SRR17643193__R1__74339f33358263944d5fed441f7a02d5_val_1	1072871.0	1452600.0	41527142.0	0.7	0.5	37.7	564709093.0	156827338.0	295125575.0	68703567.0
RU_13_R_VN96117_BL_ADL_F__SRR17643095__R1__9675b7ab7bb77c4d7157ec82718eb85d_val_1	808880.0	1122442.0	30615746.0	0.7	0.5	36.6	433754330.0	119646634.0	228453234.0	53107394.0
RU_13_R_VN96118_BL_ADL_F__SRR17643093__R1__4bebe8f37d9d7296f6d837d176e69705_val_1	1162125.0	1590745.0	43577261.0	0.7	0.5	37.7	596756853.0	165005174.0	313261017.0	72160531.0
RU_13_R_VN96122_BL_ADL_F__SRR17643091__R1__a7746ed7407290ba77d789ab4553779e_val_1	1093833.0	1487322.0	41131076.0	0.7	0.5	38.6	558094316.0	154369769.0	294576309.0	65436007.0
RU_13_R_VN96123_BL_ADL_M__SRR17643090__R1__90a2a5d1e60680c4eaf23a92d4e85ed2_val_1	990778.0	1324064.0	36001086.0	0.7	0.5	36.3	508250721.0	141801798.0	264953255.0	63179740.0
RU_13_R_VN96124_BL_ADL_F__SRR17643089__R1__e35d40950417797f7d247d39e61d66cc_val_1	995339.0	1512724.0	35372239.0	0.7	0.6	38.7	481930723.0	133408352.0	254620495.0	56021574.0
RU_13_R_VN96298_BL_ADL_F__SRR17643170__R1__a8acda577c38c89dfae3554ca5c119f9_val_1	1003780.0	1359257.0	38094767.0	0.7	0.5	37.2	521013002.0	145074170.0	271099827.0	64381201.0
RU_13_R_VN96300_BL_ADL_F__SRR17643169__R1__034fe3d7e171d95eb1654c54c797ad67_val_1	1338300.0	1816633.0	49266815.0	0.7	0.5	36.8	696413998.0	193598432.0	365871580.0	84522238.0
RU_13_T_NB019_BL_ADL_M__SRR17643130__R1__01db0c6c654c31dd32f1ab2a15a7c9c1_val_1	1196534.0	1629371.0	42151187.0	0.7	0.5	35.8	590688413.0	164158371.0	305958626.0	75594324.0
RU_13_T_NB027_BL_ADL_M__SRR17643128__R1__904ae72148c913cd5677dae9e2e4470f_val_1	942517.0	1284397.0	35597722.0	0.7	0.5	37.6	486430841.0	134544819.0	255026943.0	59034443.0
RU_13_T_NB028_BL_ADL_F__SRR17643246__R1__1e0d06451c09497a67db0f7ea8a1b2f2_val_1	215244.0	293331.0	7988137.0	0.7	0.5	38.0	109640992.0	30370234.0	57727931.0	13046115.0
RU_13_T_NB029_BL_ADL_F__SRR17643245__R1__75d2297b437a4d60886f4d0342e9c409_val_1	965397.0	1376191.0	31969044.0	0.8	0.6	37.5	459122264.0	127628743.0	243895323.0	53287566.0
RU_13_T_NB031_BL_ADL_F__SRR17643243__R1__79076aba851a6eceb1f9454947833b12_val_1	1380810.0	1786659.0	57317307.0	0.6	0.4	37.7	798885657.0	222752359.0	420960482.0	94688040.0
RU_13_T_NB033_BL_ADL_F__SRR17643242__R1__0d2a5ca543904311d9b6d48fae8f0a2a_val_1	868866.0	1204728.0	32343276.0	0.7	0.5	37.0	453086416.0	125962878.0	237549182.0	55157486.0
RU_13_T_NB038_BL_ADL_M__SRR17643241__R1__7266583cbfae69b4111103901d3f9c26_val_1	1143451.0	1558645.0	45002107.0	0.7	0.5	38.6	600478604.0	166115901.0	315025882.0	71632618.0
RU_13_T_NB040_BL_ADL_F__SRR17643239__R1__f5417ab283b742066d750233f5720237_val_1	943154.0	1302738.0	37196710.0	0.7	0.5	38.3	497306179.0	137300652.0	260644417.0	59918508.0
RU_13_T_NB041_BL_ADL_F__SRR17643237__R1__be8284cc10e66aba4649525e32dc9c21_val_1	1588308.0	2127404.0	60749961.0	0.7	0.5	36.4	805019932.0	225622296.0	408826823.0	106105140.0
RU_17_T_NB022_BL_ADL_M__SRR17643129__R1__11ef679279025821f84ff68eb24b3ace_val_1	1161844.0	1601492.0	39881738.0	0.7	0.5	35.2	594136280.0	164814135.0	313179756.0	73497315.0
RU_17_T_NB030_BL_ADL_F__SRR17643244__R1__805d12dd4fff1206bd1639e1c8994323_val_1	1395479.0	1881181.0	52856241.0	0.7	0.5	38.8	700357192.0	194771697.0	366032658.0	83419936.0
US_02_E_2171-28178_BL_ADL_U__SRR17643143__R1__aa880e36c9117e89f7161e74f8e23765_val_1	188368.0	251959.0	7107798.0	0.7	0.5	39.5	92384812.0	25666777.0	48291421.0	10878489.0
US_02_E_2171-28179_BL_ADL_U__SRR17643141__R1__5b595b04d7da0c61bdda941ed5bf959f_val_1	1374790.0	1836856.0	52453376.0	0.7	0.5	37.4	710139151.0	198876337.0	367805180.0	87792612.0
US_02_E_2171-28186_BL_ADL_U__SRR17777319__R1__595fff3263be7ecd95ef49cd54e5cfb9_val_1	139292.0	185022.0	5027354.0	0.7	0.5	38.3	66864669.0	18526059.0	34884786.0	8102156.0
US_02_E_2171-28193_BL_ADL_U__SRR17643140__R1__dcba160de94897f720bfb2cd2ed03775_val_1	991565.0	1329249.0	38145790.0	0.7	0.5	38.0	507718250.0	140894230.0	264066974.0	62290442.0
US_02_E_3121-88807_BL_ADL_U__SRR17643139__R1__aa8b574ceab6098eef9efd566cd22748_val_1	115571.0	157636.0	4123059.0	0.7	0.5	36.6	57403573.0	15939145.0	29929256.0	7138906.0
US_02_E_3121-88831_BL_ADL_U__SRR17643137__R1__37bc2d49bd4dcdbb74b5786cc24de1f9_val_1	781920.0	1074959.0	28745057.0	0.7	0.5	36.4	416053215.0	115893369.0	219232837.0	50325073.0
US_02_E_3121-88841_BL_ADL_U__SRR17643134__R1__94bf11aa2e0f2e24f5a4041680f04760_val_1	163081.0	219349.0	5811198.0	0.7	0.5	38.1	79338929.0	21984022.0	41727920.0	9433359.0
