Sample	aligned_reads	ambig_reads	discarded_reads	meth_chg	meth_chh	meth_cpg	no_alignments	percent_aligned	percent_chg_meth	percent_chh_meth	percent_cpg_meth	strand_ctob	strand_ctot	strand_directional	strand_ob	strand_ot	total_c	total_reads	unmeth_chg	unmeth_chh	unmeth_cpg
CN_16_RG_2033_BL_ADL_M__SRR17643120__R1__f5908ae7ad441619d5818b8704570971_val_1	11528530.0	1930779.0	288.0	1462774.0	2139181.0	58143960.0	2781611.0	70.98446393430913	0.6	0.5	37.7	0.0	0.0	directional	5779641.0	5748601.0	819248226.0	16240920.0	225214883.0	436284163.0	96003265.0
CN_16_RG_2044_BL_ADL_F__SRR17643118__R1__9d60dd8a723ce0fc501c7ccfed55bb99_val_1	2383348.0	430052.0	67.0	363745.0	522766.0	11986581.0	622050.0	69.37513280647369	0.8	0.6	37.3	0.0	0.0	directional	1195991.0	1187290.0	166515058.0	3435450.0	46215787.0	87298772.0	20127407.0
CN_16_RG_2050_BL_ADL_M__SRR17777322__R1__e468dd52640a659d9f4c1ce39666c7cc_val_1	1121584.0	205408.0	18.0	152565.0	218260.0	5779659.0	316537.0	68.24242225114374	0.7	0.5	38.8	0.0	0.0	directional	565668.0	555898.0	77721641.0	1643529.0	21490292.0	40974732.0	9106133.0
CN_16_RG_2054_BL_ADL_F__SRR17643116__R1__493531dcfdd77195c1286a4c2c426c7b_val_1	2427993.0	431707.0	77.0	331427.0	471842.0	13061337.0	672084.0	68.74692789819537	0.7	0.5	40.1	0.0	0.0	directional	1217137.0	1210779.0	169722988.0	3531784.0	47209233.0	89126210.0	19522939.0
CN_16_RG_2058_BL_ADL_F__SRR17643114__R1__c2dc561a0c87f26d5b53620b0460ca7f_val_1	2533841.0	470334.0	48.0	336728.0	485338.0	12786272.0	679729.0	68.78140689876827	0.7	0.5	37.7	0.0	0.0	directional	1272242.0	1261551.0	176254394.0	3683904.0	49141816.0	92401884.0	21102356.0
CN_16_RG_2059_BL_ADL_M__SRR17643112__R1__c77da0ecdef2a14add742e2a2dd03a39_val_1	2596414.0	452760.0	60.0	338098.0	483290.0	12979821.0	694386.0	69.35681543771169	0.7	0.5	37.3	0.0	0.0	directional	1304876.0	1291478.0	180417475.0	3743560.0	50113462.0	94668924.0	21833880.0
CN_16_RG_2063_BL_ADL_F__SRR17643109__R1__17c45d609f814a7eb1b2a053ee8397ff_val_1	2057570.0	361000.0	47.0	275224.0	396427.0	10601244.0	534817.0	69.66814711380526	0.7	0.5	38.4	0.0	0.0	directional	1031452.0	1026071.0	144939648.0	2953387.0	40203752.0	76486148.0	16976853.0
CN_16_RG_2066_BL_ADL_M__SRR17643107__R1__eb787feee7a53f56ad5cfc5ec2bfd413_val_1	18037224.0	3107158.0	507.0	2430146.0	3560814.0	93477775.0	4275719.0	70.95653947244348	0.7	0.5	38.6	0.0	0.0	directional	9060333.0	8976384.0	1289562762.0	25420101.0	357761868.0	683897842.0	148434317.0
CN_16_RG_2068_BL_ADL_F__SRR17643106__R1__73449abaa1ad16a82e2aba4caac1eafc_val_1	2542058.0	467533.0	66.0	354452.0	517462.0	12596990.0	658314.0	69.30544820544698	0.7	0.5	37.2	0.0	0.0	directional	1276916.0	1265076.0	178356614.0	3667905.0	49302867.0	94293091.0	21291752.0
CN_16_RG_2069_BL_ADL_M__SRR17643104__R1__0f4bf439679adeab09b193197e7c8310_val_1	13836508.0	2401004.0	428.0	1943511.0	2744768.0	70496771.0	3563435.0	69.87801139006129	0.7	0.5	37.2	0.0	0.0	directional	6965801.0	6870279.0	980690960.0	19800947.0	272972755.0	513700927.0	118832228.0
CN_16_RG_2070_BL_ADL_F__SRR17643103__R1__38d2c886c50c07566937d334428ec61f_val_1	2500444.0	463096.0	56.0	344616.0	489625.0	12991732.0	655390.0	69.0934613269668	0.7	0.5	38.7	0.0	0.0	directional	1257261.0	1243127.0	175121134.0	3618930.0	48561707.0	92186539.0	20546915.0
CN_16_RG_2072_BL_ADL_M__SRR17643101__R1__131ecfc11dae172e30354139d73fc55e_val_1	2596140.0	441337.0	86.0	350337.0	499906.0	12889819.0	693427.0	69.5847440727502	0.7	0.5	36.6	0.0	0.0	directional	1302845.0	1293209.0	181287089.0	3730904.0	50530765.0	94673332.0	22342930.0
CN_16_RG_2074_BL_ADL_M__SRR17643163__R1__c7d82dcdc159b4bf3d3db18ca58dd41d_val_1	16177181.0	2662527.0	517.0	2154527.0	3076218.0	81405716.0	3907859.0	71.1160934266069	0.7	0.5	37.3	0.0	0.0	directional	8125443.0	8051221.0	1145419118.0	22747567.0	318155342.0	603519648.0	137107667.0
CN_17_RG_1705_BL_ADL_M__SRR17643020__R1__c4c3220798e15344d6fe5cad0bb0b29e_val_1	1959507.0	344828.0	100.0	255360.0	362074.0	9721794.0	547754.0	68.70427255250449	0.7	0.5	36.8	0.0	0.0	directional	982256.0	977151.0	136661877.0	2852089.0	38009283.0	71638716.0	16674650.0
CN_17_RG_2077_BL_ADL_M__SRR17643162__R1__ec4b689cbe3964172767da5940443c34_val_1	2588024.0	455278.0	77.0	356675.0	505055.0	13337902.0	651902.0	70.0373781799327	0.7	0.5	37.8	0.0	0.0	directional	1297164.0	1290783.0	180789657.0	3695204.0	50298437.0	94339918.0	21951670.0
CN_17_RG_2079_BL_ADL_F__SRR17643160__R1__8709fd6d07af18d59c4849d38f090ec9_val_1	14715798.0	2729146.0	430.0	1865092.0	2541570.0	75918543.0	4159822.0	68.11366529033455	0.7	0.5	37.9	0.0	0.0	directional	7389805.0	7325563.0	1023512032.0	21604766.0	284656754.0	533893691.0	124636382.0
CN_17_RG_2081_BL_ADL_F__SRR17643159__R1__8cdbffccf62924da751171aa968299c0_val_1	14192936.0	2582286.0	400.0	1815769.0	2694095.0	72053590.0	3708243.0	69.28972222229002	0.6	0.5	38.3	0.0	0.0	directional	7138339.0	7054197.0	1013233586.0	20483465.0	278496609.0	542215715.0	115957808.0
CN_17_RG_2082_BL_ADL_F__SRR17643157__R1__32cec8f00e76b1931b6c2b15dd533ba9_val_1	17664575.0	3289232.0	367.0	2352115.0	3392145.0	95178283.0	4775866.0	68.65448698084892	0.7	0.5	39.1	0.0	0.0	directional	8879788.0	8784420.0	1240380205.0	25729673.0	344879865.0	646519540.0	148058257.0
CN_17_RG_2086_BL_ADL_F__SRR17643156__R1__fbbdba2e20a5e336f7be9473daced88a_val_1	2033875.0	401527.0	73.0	272100.0	378662.0	10783227.0	620737.0	66.55047430761493	0.7	0.5	39.4	0.0	0.0	directional	1018349.0	1015453.0	141574812.0	3056139.0	39351746.0	74234966.0	16554111.0
CN_17_RG_2087_BL_ADL_M__SRR17643272__R1__6ccaa1e00e6095a9ba2f8eed78c0b38a_val_1	18810570.0	3519511.0	574.0	2495315.0	3515631.0	96601765.0	4659561.0	69.69551504240033	0.7	0.5	36.8	0.0	0.0	directional	9457536.0	9352460.0	1323912387.0	26989642.0	367153711.0	688094524.0	166051441.0
CN_17_RG_2091_BL_ADL_F__SRR17643271__R1__f3e2650773095cc4bfc151c931869ab4_val_1	2372201.0	443301.0	49.0	322797.0	453611.0	12304887.0	634930.0	68.75084047446812	0.7	0.5	38.6	0.0	0.0	directional	1192177.0	1179975.0	165700082.0	3450432.0	45999684.0	87009631.0	19609472.0
CN_17_RG_2093_BL_ADL_M__SRR17643269__R1__37ba84630d1f4efd2b9d2560ed0665fb_val_1	2249445.0	407049.0	79.0	301740.0	430488.0	11204295.0	605619.0	68.95668543670928	0.7	0.5	37.2	0.0	0.0	directional	1130480.0	1118886.0	157826931.0	3262113.0	43766088.0	83200819.0	18923501.0
CN_17_RG_2094_BL_ADL_F__SRR17643267__R1__fbef794847220ed54548ad391a8f172e_val_1	2290304.0	426444.0	69.0	313879.0	447639.0	12078110.0	641810.0	68.1930757188055	0.7	0.5	39.1	0.0	0.0	directional	1148635.0	1141600.0	160722009.0	3358558.0	44542840.0	84544830.0	18794711.0
CN_17_RG_2099_BL_ADL_M__SRR17643265__R1__2a8e6ac49b7aef13efedce9ddb76c033_val_1	16171539.0	2789238.0	393.0	2078673.0	2962515.0	81759447.0	4468670.0	69.0222820880066	0.7	0.5	37.0	0.0	0.0	directional	8123316.0	8047830.0	1127696513.0	23429447.0	312525892.0	588964711.0	139405275.0
CN_17_RG_2102_BL_ADL_F__SRR17643254__R1__b84c31d21811d7ddd65599285b329bb4_val_1	16223184.0	2793715.0	503.0	2084288.0	2938997.0	83958409.0	4163838.0	69.98562642766709	0.7	0.5	37.4	0.0	0.0	directional	8158877.0	8063804.0	1136208003.0	23180737.0	317446038.0	589070984.0	140709287.0
CN_17_RG_2105_BL_ADL_F__SRR17643253__R1__165e5010cdb731c05d2d214fe924f3a9_val_1	2527639.0	473641.0	64.0	326431.0	472238.0	13121664.0	750781.0	67.36668193827339	0.7	0.5	38.8	0.0	0.0	directional	1266346.0	1261229.0	174566125.0	3752061.0	48479502.0	91486737.0	20679553.0
CN_17_RG_2107_BL_ADL_F__SRR17643250__R1__3227d3a1cc4b8b747e2dc77ef1125665_val_1	2392293.0	420157.0	91.0	322839.0	458577.0	12218016.0	659822.0	68.89705069188128	0.7	0.5	37.9	0.0	0.0	directional	1201780.0	1190422.0	165804938.0	3472272.0	46119113.0	86643263.0	20043130.0
CN_17_RG_2111_BL_ADL_F__SRR17643248__R1__f0c3d70c2264678413504f47f83fea86_val_1	17182793.0	3050955.0	501.0	2321261.0	3365049.0	90017351.0	4016581.0	70.8559170475584	0.7	0.5	38.3	0.0	0.0	directional	8649165.0	8533127.0	1223105128.0	24250329.0	339520082.0	642958434.0	144922951.0
CN_17_RG_2113_BL_ADL_M__SRR17643155__R1__3efbeac594866d18d29ae820c9513dca_val_1	17252022.0	3144638.0	581.0	2265102.0	3194246.0	87535852.0	4092685.0	70.44705360637454	0.7	0.5	36.3	0.0	0.0	directional	8663871.0	8587570.0	1213887522.0	24489345.0	338867966.0	628535813.0	153488543.0
CN_17_RG_2114_BL_ADL_M__SRR17643153__R1__31f3ed127c6e58ce6e1d8cfdf7efeba4_val_1	1985517.0	359081.0	49.0	267692.0	380026.0	9600791.0	555535.0	68.46296359511787	0.7	0.5	35.4	0.0	0.0	directional	1000491.0	984977.0	138498154.0	2900133.0	38414956.0	72308437.0	17526252.0
CN_17_RG_2115_BL_ADL_F__SRR17643151__R1__517fb4f51c035b9bc0e0beb14c964ddc_val_1	2148910.0	388827.0	56.0	284114.0	389181.0	11222721.0	563961.0	69.28172891106742	0.7	0.5	38.8	0.0	0.0	directional	1076555.0	1072299.0	148492548.0	3101698.0	41493882.0	77369629.0	17733021.0
CN_17_RG_2116_BL_ADL_M__SRR17643149__R1__4e04f7ea01f8f2db298d513bf750e67e_val_1	15209632.0	2607344.0	507.0	1977663.0	2810504.0	76113496.0	4508665.0	68.12629478365257	0.7	0.5	37.0	0.0	0.0	directional	7605179.0	7603946.0	1053541663.0	22325641.0	293339390.0	549567675.0	129732935.0
CN_17_RG_2121_BL_ADL_F__SRR17643148__R1__6da42680924b3e24f144eeb6436f1847_val_1	19122982.0	3460541.0	553.0	2395705.0	3387820.0	97404303.0	5556911.0	67.95553330840598	0.6	0.5	38.0	0.0	0.0	directional	9591739.0	9530690.0	1330441072.0	28140434.0	369840722.0	698430752.0	158981770.0
CN_17_RG_2122_BL_ADL_F__SRR17643146__R1__d086543f481b14e37a21c18d268043d1_val_1	2805180.0	513536.0	60.0	376653.0	543700.0	14601903.0	774199.0	68.53746046521856	0.7	0.5	38.5	0.0	0.0	directional	1410019.0	1395101.0	197563156.0	4092915.0	54903845.0	103796318.0	23340737.0
CN_17_RG_2123_BL_ADL_M__SRR17643144__R1__9ddcfc422bce5ca5643ee433b134a58b_val_1	18204711.0	3156844.0	428.0	2507651.0	3556082.0	96404523.0	4778057.0	69.64415156583044	0.7	0.5	38.4	0.0	0.0	directional	9175216.0	9029067.0	1274396628.0	26139612.0	354098814.0	663394020.0	154435538.0
DE_06_R_U085067_BL_ADL_F__SRR17643235__R1__05710342cf7e8b7d57e35046a899c7c4_val_1	18347231.0	3146583.0	456.0	2528403.0	3570226.0	87773974.0	5763467.0	67.31130298726421	0.7	0.5	36.1	0.0	0.0	directional	9177728.0	9169047.0	1291714010.0	27257281.0	360984747.0	681694562.0	155162098.0
DE_06_R_U149791_BL_ADL_M__SRR17643234__R1__44c08baad7f4ad8d3cb6b7e6a01c8e05_val_1	18094863.0	3058568.0	476.0	2402497.0	3290864.0	84779093.0	5420231.0	68.09322328251184	0.7	0.5	34.4	0.0	0.0	directional	9055238.0	9039149.0	1258464302.0	26573662.0	353050567.0	653285103.0	161656178.0
DE_06_R_U168348_BL_CHK_U__SRR17643231__R1__2f999eab6cd68b59d28d513c5aead658_val_1	18176555.0	2869167.0	349.0	2278193.0	3238782.0	86828070.0	4474392.0	71.22442713226124	0.6	0.5	36.3	0.0	0.0	directional	9100986.0	9075220.0	1293519897.0	25520114.0	361489161.0	687398552.0	152287139.0
DE_07_R_U149791_BL_ADL_M__SRR17643233__R1__940be4085e6b0d9c7f984db0a5dd2bb8_val_1	15624963.0	2460335.0	369.0	1760699.0	2732175.0	65201409.0	4867786.0	68.07347979905445	0.6	0.5	34.7	0.0	0.0	directional	7822531.0	7802063.0	1038742643.0	22953084.0	285005586.0	561193406.0	122849368.0
DE_07_R_U150702_BL_ADL_M__SRR17643232__R1__6dd25ba4ebba2668ad4f279698d46c9d_val_1	18544962.0	3101850.0	526.0	2532114.0	3583048.0	86691837.0	6050336.0	66.95621513088639	0.7	0.5	35.2	0.0	0.0	directional	9262631.0	9281805.0	1300762073.0	27697148.0	362082101.0	686535171.0	159337802.0
DE_07_R_U170608_BL_YRL_M__SRR17643230__R1__0c0141d8d5e918972aa448cee61b4ef9_val_1	15686562.0	2791666.0	303.0	1836915.0	2598963.0	70498378.0	4888889.0	67.13092590754778	0.6	0.5	34.7	0.0	0.0	directional	7875922.0	7810337.0	1019681060.0	23367117.0	284291411.0	527926318.0	132529075.0
DE_07_R_ZD007779_BL_CHK_F__SRR17643027__R1__f11b8c27f0d28aa161cc9c80d764b434_val_1	17141435.0	3136158.0	412.0	2157817.0	3112118.0	81769175.0	6632079.0	63.69990314263214	0.6	0.5	36.8	0.0	0.0	directional	8581551.0	8559472.0	1199814354.0	26909672.0	334690072.0	637531197.0	140553975.0
DE_08_R_90037526_BL_CHK_U__SRR17643132__R1__55975549d33d42d135a1a18acee3dfcc_val_1	17264103.0	2880096.0	436.0	2175706.0	3234411.0	83281315.0	4774943.0	69.28048726557279	0.6	0.5	37.5	0.0	0.0	directional	8653975.0	8609692.0	1224021896.0	24919142.0	338734172.0	657602823.0	138993469.0
DE_08_R_90039469_BL_CHK_U__SRR17643131__R1__37c1019ab29bc6cad3d8f25bb8dbbefe_val_1	16307112.0	2752918.0	331.0	2115040.0	3093976.0	79239876.0	4580057.0	68.98076136521833	0.7	0.5	38.0	0.0	0.0	directional	8168104.0	8138677.0	1149358659.0	23640087.0	318043370.0	617358259.0	129508138.0
DE_08_R_U170608_BL_ADL_M__SRR17643229__R1__6bf267b2c367aeafeec6ce33515606cf_val_1	18125639.0	3063424.0	382.0	2515777.0	3508312.0	90872703.0	5774115.0	67.2236744496513	0.7	0.5	36.7	0.0	0.0	directional	9091012.0	9034245.0	1279102628.0	26963178.0	358883641.0	666439754.0	156882441.0
DE_08_R_U184095_BL_ADL_F__SRR17643228__R1__936930d54f4e0563f5763e60bf2d15fb_val_1	17029272.0	3391942.0	539.0	2267524.0	3278856.0	86703655.0	4529469.0	68.25172681645628	0.7	0.5	37.7	0.0	0.0	directional	8576142.0	8452591.0	1188244310.0	24950683.0	331069483.0	621777359.0	143147433.0
DE_08_R_U240585_BL_YRL_F__SRR17643227__R1__439b8a36e4067f0457eb4f5814facd68_val_1	2850691.0	512161.0	65.0	375390.0	548751.0	13862366.0	702536.0	70.12100690020239	0.7	0.5	36.6	0.0	0.0	directional	1432522.0	1418104.0	201478795.0	4065388.0	55844595.0	106808879.0	24038814.0
DE_08_R_ZD007779_BL_YRL_F__SRR17643026__R1__dd023d2c4bb33c293e2039b21aee8d36_val_1	19349009.0	3225969.0	511.0	2410717.0	3575610.0	89616628.0	6633612.0	66.24424184803169	0.6	0.5	35.8	0.0	0.0	directional	9676131.0	9672367.0	1382610341.0	29208590.0	384043852.0	742095468.0	160868066.0
DE_09_R_U240585_BL_ADL_F__SRR17643224__R1__56b3f7ff1354199502017413cf7ec4e6_val_1	17110468.0	3007043.0	367.0	2243890.0	3230630.0	82402464.0	4954884.0	68.24425029998132	0.7	0.5	37.2	0.0	0.0	directional	8589045.0	8521056.0	1206232240.0	25072395.0	335418090.0	643815022.0	139122144.0
DE_09_R_U241924_BL_ADL_F__SRR17643223__R1__34a7531b2ff36347512da4b5647f69db_val_1	17265051.0	3178080.0	549.0	2285486.0	3170649.0	83545129.0	5883105.0	65.58116017800646	0.7	0.5	35.9	0.0	0.0	directional	8637606.0	8626896.0	1193205014.0	26326236.0	335298779.0	619581929.0	149323042.0
