Sample	Unique Reads	Duplicate Reads
DE_07_R_ZD007779_BL_CHK_F__SRR17643027__R1__f11b8c27f0d28aa161cc9c80d764b434	7164028.0	19797845.0
DE_07_R_ZD007779_BL_CHK_F__SRR17643027__R2__ad0d5a74af4cb090fd1253c1c6595a49	5684989.0	21276884.0
DE_08_R_90037526_BL_CHK_U__SRR17643132__R1__55975549d33d42d135a1a18acee3dfcc	6695575.0	18277147.0
DE_08_R_90037526_BL_CHK_U__SRR17643132__R2__54a42f90cadadda50fab6b5c465d3a21	5827325.0	19145397.0
DE_08_R_90039469_BL_CHK_U__SRR17643131__R1__37c1019ab29bc6cad3d8f25bb8dbbefe	6596013.0	17096042.0
DE_08_R_90039469_BL_CHK_U__SRR17643131__R2__cbf8bb14c093e1b07ac827be8c6f84bf	5752051.0	17940004.0
DE_08_R_U170608_BL_ADL_M__SRR17643229__R1__6bf267b2c367aeafeec6ce33515606cf	6665797.0	20353630.0
DE_08_R_U170608_BL_ADL_M__SRR17643229__R2__5a329ed5dba17afb146bf5fd3fe7c55b	5790661.0	21228766.0
DE_08_R_U184095_BL_ADL_F__SRR17643228__R1__936930d54f4e0563f5763e60bf2d15fb	7053233.0	17963139.0
DE_08_R_U184095_BL_ADL_F__SRR17643228__R2__51c6cee9f87b6d8c8d65e6c5b032526e	5929198.0	19087174.0
DE_08_R_U240585_BL_YRL_F__SRR17643226__R1__d6a707af3ffcb31969287144922d8ca4	5946960.0	12616774.0
DE_08_R_U240585_BL_YRL_F__SRR17643226__R2__ae0ba94f2606de359204c6dd4878d219	4664904.0	13898830.0
DE_08_R_U240585_BL_YRL_F__SRR17643227__R1__439b8a36e4067f0457eb4f5814facd68	1809755.0	2263888.0
DE_08_R_U240585_BL_YRL_F__SRR17643227__R2__a777a288af43d834719716f046587dcd	1578305.0	2495338.0
DE_08_R_ZD007739_BL_YRL_M__SRR17643029__R1__87b4f5db97265fddc209f33b5597b539	167153999.0	323369667.0
DE_08_R_ZD007739_BL_YRL_M__SRR17643029__R2__b6edd31c238c904aa73a9767e0c0853a	145956132.0	344567534.0
DE_08_R_ZD007739_BL_YRL_M__SRR17777314__R1__ec0829e7eb76f8e01109ee90df9933ce	10265802.0	11316342.0
DE_08_R_ZD007739_BL_YRL_M__SRR17777314__R2__3868a3225369b9a45108868e83766061	6462533.0	15119611.0
DE_08_R_ZD007739_BL_YRL_M__SRR17777315__R1__4aeb8415b8ed765e1def6b9960b4e31d	1746244.0	1823063.0
DE_08_R_ZD007739_BL_YRL_M__SRR17777315__R2__f24fe1928a19c6430921c208d04a62d8	1555121.0	2014186.0
DE_08_R_ZD007739_BL_YRL_M__SRR17777316__R1__d8e26079d2384d1f0432756348475162	1632972.0	1617401.0
DE_08_R_ZD007739_BL_YRL_M__SRR17777316__R2__c55537739c710bef531a7e7399f57c21	1489536.0	1760837.0
DE_08_R_ZD007779_BL_YRL_F__SRR17643026__R1__dd023d2c4bb33c293e2039b21aee8d36	7896819.0	21366960.0
DE_08_R_ZD007779_BL_YRL_F__SRR17643026__R2__e3a74ed146facd87ae0d139a9bb0b01a	6327131.0	22936648.0
DE_09_R_U240585_BL_ADL_F__SRR17643224__R1__56b3f7ff1354199502017413cf7ec4e6	6563900.0	18566005.0
DE_09_R_U240585_BL_ADL_F__SRR17643224__R2__220025749dfe96014d76cefea3c5a4b9	5742373.0	19387532.0
DE_09_R_U241924_BL_ADL_F__SRR17643223__R1__34a7531b2ff36347512da4b5647f69db	6810968.0	19566600.0
DE_09_R_U241924_BL_ADL_F__SRR17643223__R2__ce1f1a68a890bc17ca4c791a96249580	5663530.0	20714038.0
DE_09_R_ZD007739_BL_ADL_M__SRR17643028__R1__d7286b2ea07222521de2e5264ad61c42	6991606.0	21045037.0
DE_09_R_ZD007739_BL_ADL_M__SRR17643028__R2__66439abc2f4663e739f23c816690d205	5961881.0	22074762.0
DE_19_R_19DE043_BL_ADL_M__SRR17643067__R1__1b37b6550c557cceaa9b9198f7ec7d3c	8525963.0	20489249.0
DE_19_R_19DE043_BL_ADL_M__SRR17643067__R2__cb79d3e1b308741142d6f752419dfdc4	5758808.0	23256404.0
DE_19_R_19DE044_BL_ADL_F__SRR17643066__R1__ad79a43c687e15ed02a5637394240fa3	8405705.0	19670923.0
DE_19_R_19DE044_BL_ADL_F__SRR17643066__R2__9c5108a2923922bd007f39c371130932	5859220.0	22217408.0
DE_19_R_19DE054_BL_ADL_M__SRR17643065__R1__7c1f8d71e72bc6616de60697819d555d	7397930.0	23460624.0
DE_19_R_19DE054_BL_ADL_M__SRR17643065__R2__dd7143c7cc2adc0ed9f3b3fadb9b8087	6405931.0	24452623.0
DE_19_R_19DE057_BL_ADL_F__SRR17643064__R1__8d55184eac4dd1eb376af8106b199884	6636689.0	19213108.0
DE_19_R_19DE057_BL_ADL_F__SRR17643064__R2__95674fd75844c68d21000cd665bcdfad	5736560.0	20113237.0
DE_19_R_19DE108_BL_ADL_M__SRR17643063__R1__e79f88f8d42ea42721e1b8eb873df071	7886020.0	18511751.0
DE_19_R_19DE108_BL_ADL_M__SRR17643063__R2__392bc251ecbb0b631bacfc36a452694b	5446013.0	20951758.0
DE_19_R_19DE110_BL_ADL_F__SRR17643062__R1__c4eb351aa1b150227f670c33a744575b	8299761.0	19664106.0
DE_19_R_19DE110_BL_ADL_F__SRR17643062__R2__d4c7744d21cada91afd41ef82b1bb243	5551840.0	22412027.0
DE_20_R_20DE008_BL_ADL_F__SRR17643259__R1__07cc622bdc794b70f452c5fbee9a1c16	6995407.0	21000531.0
DE_20_R_20DE008_BL_ADL_F__SRR17643259__R2__ee35f907e540af00dcee34b1f717d84f	5800516.0	22195422.0
DE_20_R_20DE071_BL_ADL_M__SRR17643258__R1__0bd8241392428447f4cdfb842353ce5c	7050135.0	21365057.0
DE_20_R_20DE071_BL_ADL_M__SRR17643258__R2__8cdac1c34c69fb3aa1652659871b353b	5931013.0	22484179.0
DE_20_R_20DE078_BL_ADL_M__SRR17643257__R1__a0d88e9fdcf96063dbc4096f783f8918	6665067.0	19889752.0
DE_20_R_20DE078_BL_ADL_M__SRR17643257__R2__dcb70333885983559618d02f438d8c55	5508720.0	21046099.0
DE_20_R_20DE139_BL_ADL_F__SRR17643256__R1__9ee71c866a868115e51f179a63560eef	6030307.0	16363080.0
DE_20_R_20DE139_BL_ADL_F__SRR17643256__R2__f5de5f4433496c965a9a348f84c83a70	5259669.0	17133718.0
DE_20_R_20DE145_BL_ADL_M__SRR17643255__R1__b1bad1738e1f532f23075c9066ee956d	7832063.0	21184013.0
DE_20_R_20DE145_BL_ADL_M__SRR17643255__R2__4a89456f29981317500676873ee0ae3e	5748433.0	23267643.0
EG_15_S_1602_BL_ADL_U__SRR17643236__R1__67b97a71436ca90c29a81b529e19df8c	4625387.0	9085069.0
EG_15_S_1602_BL_ADL_U__SRR17643236__R2__7fe74f22c87dfabced4e0237f9f4134a	3691002.0	10019454.0
EG_15_S_1602_BL_ADL_U__SRR17643247__R1__5e06e72bfec4e1523a130d0abdeee8be	1649765.0	1958579.0
EG_15_S_1602_BL_ADL_U__SRR17643247__R2__1bc84380ef4a56fb1f9d0964d19f4fbc	1448702.0	2159642.0
EG_15_S_1603_BL_ADL_U__SRR17643214__R1__890e6061321190e4d06001490ed84a97	4933246.0	10363002.0
EG_15_S_1603_BL_ADL_U__SRR17643214__R2__e018b7ba70de51bf3c67568bdcee5ebd	3812236.0	11484012.0
EG_15_S_1603_BL_ADL_U__SRR17643225__R1__a3b221ad7b1daf08e344f4206f171e3a	1351810.0	1481341.0
EG_15_S_1603_BL_ADL_U__SRR17643225__R2__4961d903a6e5709686ae178532ba5db2	1191897.0	1641254.0
EG_15_S_1605_BL_ADL_U__SRR17643203__R1__8f98d91dea712a0ee6823e5b1bf672e8	7661959.0	20553089.0
EG_15_S_1605_BL_ADL_U__SRR17643203__R2__59f33fc37f0bf4e5b4ec32c2668da7e6	6202425.0	22012623.0
EG_15_S_1608_BL_ADL_U__SRR17643086__R1__221acfabdb9c2d6eac2d9640fbfe2089	4876637.0	10042452.0
EG_15_S_1608_BL_ADL_U__SRR17643086__R2__19fd576244395a35dcb5918a7d8694aa	3809883.0	11109206.0
EG_15_S_1608_BL_ADL_U__SRR17643098__R1__68e7c8337a94a62a86470db26daf0f22	1402029.0	1550854.0
EG_15_S_1608_BL_ADL_U__SRR17643098__R2__6fffb59a28ab0d559c40667ae8c45050	1241237.0	1711646.0
EG_15_S_1609_BL_ADL_U__SRR17643075__R1__30f9a10009580faa78e87644c5e2c33e	1436416.0	1593823.0
EG_15_S_1609_BL_ADL_U__SRR17643075__R2__fa2e354ed67f7ded467e1934822a48e9	1271369.0	1758870.0
EG_15_S_1609_BL_ADL_U__SRR17643186__R1__e0eaad7ce04b69c0e2d02d8a14d2392c	4568504.0	9021871.0
EG_15_S_1609_BL_ADL_U__SRR17643186__R2__2b6f350c7e470dbd713bf585a38c7c32	3575919.0	10014456.0
EG_15_S_1610_BL_ADL_U__SRR17643164__R1__67f96fcb7b39e3fce8ff1f1d73501756	4606308.0	9401219.0
EG_15_S_1610_BL_ADL_U__SRR17643164__R2__4211c82f54392376ae6dfe0312e9b4d7	3708020.0	10299507.0
EG_15_S_1610_BL_ADL_U__SRR17643175__R1__32bae611a8b9073819c32d28c36cb1f5	1590823.0	1874061.0
EG_15_S_1610_BL_ADL_U__SRR17643175__R2__2344e2cf49c676fb6e0a74616bec7aaf	1389619.0	2075265.0
EG_15_S_1611_BL_ADL_U__SRR17643025__R1__6541511f0b44d5574a27fe54ddc85ceb	4317042.0	8363164.0
EG_15_S_1611_BL_ADL_U__SRR17643025__R2__fe4f18895a521948d75c6981c4b3579c	3460011.0	9220195.0
EG_15_S_1611_BL_ADL_U__SRR17643030__R1__b0b915f6a9fcc79e26288f21380e6142	1433436.0	1588156.0
EG_15_S_1611_BL_ADL_U__SRR17643030__R2__7011ff1a8b81672a138c05dca6d50793	1278685.0	1742907.0
EG_15_S_1612_BL_ADL_U__SRR17643023__R1__5a0e636be124b6000747341b9c481dcd	3792008.0	6697169.0
EG_15_S_1612_BL_ADL_U__SRR17643023__R2__ae26004c7ba7fe8831bba2436915658f	3072525.0	7416652.0
EG_15_S_1612_BL_ADL_U__SRR17643024__R1__bf9326dfe9811282774513c64e7d0899	1412505.0	1521235.0
EG_15_S_1612_BL_ADL_U__SRR17643024__R2__58e1f2f2c704d0d066f6b77599696cfe	1249337.0	1684403.0
FI_18_R_18FI002_BL_ADL_M__SRR17643016__R1__8ceb7d2dddb00fbf82e0e73a8ef485ec	5880010.0	16161420.0
FI_18_R_18FI002_BL_ADL_M__SRR17643016__R2__ef8355263ad0998fc00b1ee87d7b6a94	5091804.0	16949626.0
FI_18_R_18FI020_BL_ADL_F__SRR17643015__R1__5f9e56d99128b818b096e88f96237234	7089115.0	21871758.0
FI_18_R_18FI020_BL_ADL_F__SRR17643015__R2__3e55da25b09e6082e664816e7125a04f	5901826.0	23059047.0
FI_18_R_18FI082_BL_ADL_M__SRR17643014__R1__f7cae2daa17f2abeb35a884093518118	6293902.0	18550961.0
FI_18_R_18FI082_BL_ADL_M__SRR17643014__R2__25e4b45b91445b622ab7fa7fedd48121	5408495.0	19436368.0
FI_19_R_19FI037_BL_ADL_M__SRR17643061__R1__206464b003f521019877ca1103f4640e	7363490.0	23139860.0
FI_19_R_19FI037_BL_ADL_M__SRR17643061__R2__5b2f158a3487c49f4f6613a13c71b00c	6284964.0	24218386.0
FI_19_R_19FI052_BL_ADL_F__SRR17643060__R1__f019dbb227c82fd35d4f3747ce20e428	7053552.0	21682498.0
FI_19_R_19FI052_BL_ADL_F__SRR17643060__R2__261799d72819e7e6a1db70dda7f354f0	6018445.0	22717605.0
FI_19_R_19FI067_BL_ADL_M__SRR17643059__R1__159f90595c58c8d4e052e5a37b00eb77	8236249.0	22720622.0
FI_19_R_19FI067_BL_ADL_M__SRR17643059__R2__bca933cc2343c2dbd2d4748540fc6aa4	6130302.0	24826569.0
FI_19_R_19FI092_BL_ADL_M__SRR17643057__R1__96076ffa9c95e658ab83bdec0b1aa06f	8053989.0	18753972.0
FI_19_R_19FI092_BL_ADL_M__SRR17643057__R2__29b76c63ad523a8f0bd75b4ed370d7fd	5471100.0	21336861.0
FI_19_R_19FI106_BL_ADL_M__SRR17643056__R1__5bc8b3cd4f7fe631ebfd21cdfae53f56	6467213.0	18594877.0
FI_19_R_19FI106_BL_ADL_M__SRR17643056__R2__17481309fc1a6ad9c0e2abea0c4ddf7e	5644323.0	19417767.0
IL_15_TV_X242014_BL_ADL_F__SRR17643168__R1__818def9d5d145c163d3fc153d04bf16a	9549666.0	28722642.0
IL_15_TV_X242014_BL_ADL_F__SRR17643168__R2__06f90316343887828b326fa87131c62a	7273573.0	30998735.0
IL_15_TV_X242015_BL_ADL_F__SRR17643166__R1__2c62db82fefb65803e0dd0113343619a	4289084.0	8086598.0
IL_15_TV_X242015_BL_ADL_F__SRR17643166__R2__313c13f22740be5053122ef74b737bf0	3417866.0	8957816.0
IL_15_TV_X242015_BL_ADL_F__SRR17643167__R1__00a17e54da499fa20a8a94c08ff01ccc	1275658.0	1286451.0
IL_15_TV_X242015_BL_ADL_F__SRR17643167__R2__c741bfa7dc2aa23c0016d67703a1e0b8	1141827.0	1420282.0
IL_15_TV_X242018_BL_ADL_M__SRR17643165__R1__48b3779e0fb0c8d4abe59187264d13a7	7193863.0	20948770.0
IL_15_TV_X242018_BL_ADL_M__SRR17643165__R2__1f8e68cafb63acaccf8fae58f9ba098f	6216326.0	21926307.0
IL_15_TV_X242019_BL_ADL_F__SRR17643039__R1__e1be66c829d6fabd1631e7df45b6fff5	4488419.0	8958221.0
IL_15_TV_X242019_BL_ADL_F__SRR17643039__R2__b9d3296dd8c83a8570914397e409906e	3545364.0	9901276.0
IL_15_TV_X242019_BL_ADL_F__SRR17643041__R1__e276d67405e77f46da71f6c879372802	1642292.0	2004208.0
IL_15_TV_X242019_BL_ADL_F__SRR17643041__R2__ce02f592abd3e6cfb145615bfe828fe1	1429833.0	2216667.0
IL_15_TV_X242047_BL_ADL_M__SRR17643037__R1__6102478b11d4aeb870746a152c6ff50f	5151735.0	10766818.0
IL_15_TV_X242047_BL_ADL_M__SRR17643037__R2__8e8313c8a2cd47d1a958f1bcd0163cfa	4085741.0	11832812.0
IL_15_TV_X242047_BL_ADL_M__SRR17643038__R1__ef70a6dca61149fd0365207c34f92b20	1700872.0	2056067.0
IL_15_TV_X242047_BL_ADL_M__SRR17643038__R2__b8b945432dcf7ac9eb8637ab20d76e50	1489334.0	2267605.0
IL_15_TV_X242048_BL_ADL_F__SRR17643035__R1__cc87eb1ade506de31c131d8a6b6f7f94	1341292.0	1369629.0
IL_15_TV_X242048_BL_ADL_F__SRR17643035__R2__501671823293ae7ecbebc32acd323887	1161186.0	1549735.0
IL_15_TV_X242048_BL_ADL_F__SRR17643036__R1__dafb29d22104bf35ad69436c6663acf5	4170289.0	7914741.0
IL_15_TV_X242048_BL_ADL_F__SRR17643036__R2__3a37b5edf840e25f981618cb692cef1d	3278442.0	8806588.0
IL_15_TV_X242072_BL_ADL_M__SRR17643033__R1__1dbe8867019bc99328854d5fb0296790	5266296.0	10901546.0
IL_15_TV_X242072_BL_ADL_M__SRR17643033__R2__c22953623b2a0f207a41acdbc8d879dd	4130971.0	12036871.0
IL_15_TV_X242072_BL_ADL_M__SRR17643034__R1__d7f55ea1a690cf9bf823e8883ac0cf40	1709979.0	2092858.0
IL_15_TV_X242072_BL_ADL_M__SRR17643034__R2__626754d6359cc9dcb07f5384227ebd0e	1502717.0	2300120.0
IL_15_TV_X242077_BL_ADL_M__SRR17643031__R1__0c17322a0bea980bb20366ca92b0c0a4	5168015.0	10723509.0
IL_15_TV_X242077_BL_ADL_M__SRR17643031__R2__942913ddc8935b2fe8a2930e3dea9ecc	4068740.0	11822784.0
IL_15_TV_X242077_BL_ADL_M__SRR17643032__R1__5866792e5b93a77dcf84fc225922b7c7	1648650.0	1950867.0
IL_15_TV_X242077_BL_ADL_M__SRR17643032__R2__de075875466fe374cf78412030959935	1452092.0	2147425.0
RU_13_RT_VN96011_BL_ADL_F__SRR17643222__R1__10baf97304f33b1b504feaa5a5675044	5599405.0	14970712.0
RU_13_RT_VN96011_BL_ADL_F__SRR17643222__R2__08d90317e176d734ceebe674969fbb9d	4820944.0	15749173.0
RU_13_RT_VN96022_BL_ADL_M__SRR17643221__R1__ad92ff284dc52bc0cad8c50e691c27fb	6794176.0	17951424.0
RU_13_RT_VN96022_BL_ADL_M__SRR17643221__R2__3bbe34a09dbb412158d35802c886dd66	5672036.0	19073564.0
RU_13_RT_VN96023_BL_ADL_M__SRR17643220__R1__bfb6317a126f8da393c76b210d01838e	8026575.0	21879205.0
RU_13_RT_VN96023_BL_ADL_M__SRR17643220__R2__e6d2e16efbf4792bc1dd203fe8e8c10b	6477443.0	23428337.0
RU_13_RT_VN96026_BL_ADL_M__SRR17643218__R1__e27b90a47d9556b37b0f06da1d9fdf06	1502712.0	1619704.0
RU_13_RT_VN96026_BL_ADL_M__SRR17643218__R2__d92fe8473bc259b5064fc8f68994a224	1284822.0	1837594.0
RU_13_RT_VN96026_BL_ADL_M__SRR17643219__R1__e9b74ae1c40e87e5dc98c5e2ae4b8735	5853563.0	15708761.0
RU_13_RT_VN96026_BL_ADL_M__SRR17643219__R2__614c6ef57b82117d5f97fda14b1ac193	5076104.0	16486220.0
RU_13_RT_VN96034_BL_ADL_M__SRR17643217__R1__2e0dcf5b153e4200ebebf865ed1576ff	6596479.0	17290654.0
RU_13_RT_VN96034_BL_ADL_M__SRR17643217__R2__3fed0ff746039fe797068f52ececcb9a	5465917.0	18421216.0
RU_13_RT_VN96035_BL_ADL_F__SRR17643215__R1__e43fb682324ec39ad005903118540dc1	1723011.0	1974601.0
RU_13_RT_VN96035_BL_ADL_F__SRR17643215__R2__93f0b75f8dbe069cf0cab1cf975a59fd	1417587.0	2280025.0
RU_13_RT_VN96035_BL_ADL_F__SRR17643216__R1__7eb03ef2de59f51a28db5dce0e6aa75d	5717495.0	16282797.0
RU_13_RT_VN96035_BL_ADL_F__SRR17643216__R2__a630cf3012a98d2230897e9c1371e3e1	4969274.0	17031018.0
RU_13_RT_VN96037_BL_ADL_M__SRR17643212__R1__2e544e2430011b80db11c2ddd73dced3	1373302.0	1378481.0
RU_13_RT_VN96037_BL_ADL_M__SRR17643212__R2__aafeadba9c280f9f22d90159240fd142	1176931.0	1574852.0
RU_13_RT_VN96037_BL_ADL_M__SRR17643213__R1__3a9baefd0627e5bbdcbfd4e7a393f182	4938593.0	12669737.0
RU_13_RT_VN96037_BL_ADL_M__SRR17643213__R2__a61aecce7c342f0c052db6cd24e6b680	4298203.0	13310127.0
RU_13_RT_VN96053_BL_ADL_F__SRR17643210__R1__982415218d09499db1f15000d74ebd64	1528600.0	1645355.0
RU_13_RT_VN96053_BL_ADL_F__SRR17643210__R2__270d57f954abe9677bec974835e4ebfe	1312626.0	1861329.0
RU_13_RT_VN96053_BL_ADL_F__SRR17643211__R1__55e85e996824566786aac3263d077f26	6266807.0	18261759.0
RU_13_RT_VN96053_BL_ADL_F__SRR17643211__R2__bd78f02ea0d10f94abebb0fb64ceaa4a	5583532.0	18945034.0
RU_13_RT_VN96054_BL_ADL_F__SRR17643209__R1__a2d6746af03096218630b8f706e10a46	5694509.0	15391393.0
RU_13_RT_VN96054_BL_ADL_F__SRR17643209__R2__f463e422de2cb1a652f98f7582d6ebc2	4943118.0	16142784.0
RU_13_RT_VN96055_BL_ADL_F__SRR17643208__R1__38ddf0b3c58ca5ebcdf406820234a48b	6262594.0	15645667.0
RU_13_RT_VN96055_BL_ADL_F__SRR17643208__R2__e4b7ccb9349e105da7e80f40c18f8930	5167366.0	16740895.0
RU_13_RT_VN96056_BL_ADL_M__SRR17643207__R1__e64d30f188bbaa6ed94ed073adb9996b	6372772.0	17977109.0
RU_13_RT_VN96056_BL_ADL_M__SRR17643207__R2__e2577d60b7db19871304094ae1e61c7d	5478297.0	18871584.0
RU_13_RT_VN96076_BL_ADL_F__SRR17643205__R1__d315ff6339b2bfd6f156974efae11948	1515825.0	1622013.0
RU_13_RT_VN96076_BL_ADL_F__SRR17643205__R2__1d126fc9f05190ac67514a789cd2fddc	1302672.0	1835166.0
RU_13_RT_VN96076_BL_ADL_F__SRR17643206__R1__0be116acce09590781dcee0531b772aa	5145329.0	13253961.0
RU_13_RT_VN96076_BL_ADL_F__SRR17643206__R2__378a629f6e8bda22e9f447a8ae30fda7	4485016.0	13914274.0
RU_13_RT_VN96078_BL_ADL_F__SRR17643202__R1__f4cee02242983f5121a4b04dbe63c48c	1871919.0	2150350.0
RU_13_RT_VN96078_BL_ADL_F__SRR17643202__R2__dce93bcfbb2628d48d4819d30ee22a4c	1533800.0	2488469.0
RU_13_RT_VN96078_BL_ADL_F__SRR17643204__R1__5b6cc0a6fc569eb9a2d0138073682293	5546038.0	14696662.0
RU_13_RT_VN96078_BL_ADL_F__SRR17643204__R2__d65612569c73b4e59dd91bc9ef0923b1	4787643.0	15455057.0
RU_13_RT_VN96091_BL_ADL_M__SRR17643200__R1__47fe636183023ef41a0d672a15254da6	1850174.0	2399957.0
RU_13_RT_VN96091_BL_ADL_M__SRR17643200__R2__c7ebcb693d23de6a1684a622b8817b33	1526283.0	2723848.0
RU_13_RT_VN96091_BL_ADL_M__SRR17643201__R1__d19771f42d12acfbc9eb26cbe0bcadc7	6837190.0	21250653.0
RU_13_RT_VN96091_BL_ADL_M__SRR17643201__R2__2419f6d36007014e7475e28a31b4767b	5893442.0	22194401.0
RU_13_RT_VN96136_BL_ADL_M__SRR17643088__R1__2c206c6edb9b407a5490c45c938c1596	6976843.0	21975459.0
RU_13_RT_VN96136_BL_ADL_M__SRR17643088__R2__0d1bbbf5486c5512e63821316a68a87d	5849931.0	23102371.0
RU_13_RT_VN96137_BL_ADL_F__SRR17643085__R1__438c50bb2a9167fbf14eda3b320d16c8	1736445.0	1928544.0
RU_13_RT_VN96137_BL_ADL_F__SRR17643085__R2__41c1c785caadf650faaa7becaf138f6f	1469294.0	2195695.0
RU_13_RT_VN96137_BL_ADL_F__SRR17643087__R1__5749ca6140f33ff8d530ec7e25f2a9fe	5287716.0	14170412.0
RU_13_RT_VN96137_BL_ADL_F__SRR17643087__R2__4e0443fc3f0b13c30da1ccd7a4877f7d	4658998.0	14799130.0
RU_13_RT_VN96138_BL_ADL_M__SRR17643084__R1__f6eba889de27472848b1c777a49a13f9	6372267.0	18368706.0
RU_13_RT_VN96138_BL_ADL_M__SRR17643084__R2__4dbdb7448e46006ba69ed2d7acff64e3	5344276.0	19396697.0
RU_13_RT_VN96141_BL_ADL_M__SRR17643082__R1__e03dbd8a2517ace74d01f18e296c30b9	1623775.0	1782879.0
RU_13_RT_VN96141_BL_ADL_M__SRR17643082__R2__bc0e518a12efd19662e3267373832f74	1391226.0	2015428.0
RU_13_RT_VN96141_BL_ADL_M__SRR17643083__R1__6b2aca545aeb9f55d403ae24aeaa20cf	5709979.0	15407327.0
RU_13_RT_VN96141_BL_ADL_M__SRR17643083__R2__ea4ffd0845091309b5ea9eecd75aa29d	5135096.0	15982210.0
RU_13_RT_VN96144_BL_ADL_M__SRR17643081__R1__1438494c90c979ff36d426d55571dcd2	6811737.0	18575928.0
RU_13_RT_VN96144_BL_ADL_M__SRR17643081__R2__3aed3c766b1807ec457867a45e4cb576	5602820.0	19784845.0
RU_13_RT_VN96145_BL_ADL_F__SRR17643079__R1__56d15b689c91c3ed4162ce2276a484f6	1907767.0	2295944.0
RU_13_RT_VN96145_BL_ADL_F__SRR17643079__R2__957f88f288d28a5cb06d5a58b0f6c9c5	1559527.0	2644184.0
RU_13_RT_VN96145_BL_ADL_F__SRR17643080__R1__77df01f3475c8c4bbe15ef21464c5983	5375594.0	14118903.0
RU_13_RT_VN96145_BL_ADL_F__SRR17643080__R2__64ed7aeec1e223ef2db3d6aa17687b42	4638074.0	14856423.0
RU_13_RT_VN96151_BL_ADL_M__SRR17643077__R1__5b0cb968afee364297047af6e10955c0	1558536.0	1640276.0
RU_13_RT_VN96151_BL_ADL_M__SRR17643077__R2__e5b4bbf1d3de0d7c109cc673956e63ed	1333808.0	1865004.0
RU_13_RT_VN96151_BL_ADL_M__SRR17643078__R1__7e217d48a5868066b5dbbaa73762c0fd	4949936.0	12605487.0
RU_13_RT_VN96151_BL_ADL_M__SRR17643078__R2__ce19a40c241f35ffe1531ad27fe7443d	4355503.0	13199920.0
RU_13_RT_VN96152_BL_ADL_M__SRR17643074__R1__581db4caabc57bf7748c09793c806bdf	1543430.0	1596605.0
RU_13_RT_VN96152_BL_ADL_M__SRR17643074__R2__866404fbb8afac7adfd7f851d019b93b	1317861.0	1822174.0
RU_13_RT_VN96152_BL_ADL_M__SRR17643076__R1__81b3f3e338e23aeab46c7ab4618cbd8a	5276134.0	14281688.0
RU_13_RT_VN96152_BL_ADL_M__SRR17643076__R2__838500c40d0e1de7151739bb6732bb7e	4729145.0	14828677.0
RU_13_RT_VN96153_BL_ADL_F__SRR17643073__R1__41e6ddbfc7d8f5e8cdc735bcf96e254b	5839287.0	15109898.0
RU_13_RT_VN96153_BL_ADL_F__SRR17643073__R2__4763b37b7b73e529d095fb0dbae7c2c9	5000342.0	15948843.0
RU_13_RT_VN96154_BL_ADL_M__SRR17643072__R1__0937ef0b53fd37c438901a908f039d8f	6237016.0	15160075.0
RU_13_RT_VN96154_BL_ADL_M__SRR17643072__R2__40694f01993c6eedd71d21feac93b0f0	4916628.0	16480463.0
RU_13_RT_VN96158_BL_ADL_M__SRR17643070__R1__1c11d3bb6597effb8f4c088786ea4f77	1626437.0	1808280.0
RU_13_RT_VN96158_BL_ADL_M__SRR17643070__R2__be80729d592c6348f81b64311c3c248c	1382151.0	2052566.0
RU_13_RT_VN96158_BL_ADL_M__SRR17643071__R1__793342708ec788fde5102c21404151d3	5477325.0	15277742.0
RU_13_RT_VN96158_BL_ADL_M__SRR17643071__R2__4a6b23282b512132d3a36acd25877f27	4893579.0	15861488.0
RU_13_RT_VN96159_BL_ADL_M__SRR17643191__R1__8cd55e460a79c16630b3215634494d94	9543114.0	25524326.0
RU_13_RT_VN96159_BL_ADL_M__SRR17643191__R2__b04318f825a01122cc874ddb3bc9fd82	7118788.0	27948652.0
RU_13_RT_VN96161_BL_ADL_M__SRR17643189__R1__8b7043b2dc496da2d82a884ccd1b33ec	4093393.0	10025750.0
RU_13_RT_VN96161_BL_ADL_M__SRR17643189__R2__ab16702de0f2ff63cc788ac2ba15f44f	3588516.0	10530627.0
RU_13_RT_VN96161_BL_ADL_M__SRR17643190__R1__6fb43a342be416f2253c775c5335e3c6	1495994.0	1680702.0
RU_13_RT_VN96161_BL_ADL_M__SRR17643190__R2__23104ba7346f6b0ed0c5895d8aaeb158	1294949.0	1881747.0
RU_13_RT_VN96163_BL_ADL_M__SRR17643187__R1__e811b38a5ca945baf0760d0c00ad8347	1571242.0	1663311.0
RU_13_RT_VN96163_BL_ADL_M__SRR17643187__R2__8fccd738f94571c63a9ef10d837b516b	1339313.0	1895240.0
RU_13_RT_VN96163_BL_ADL_M__SRR17643188__R1__3f605f44691593bb9db351a56963a957	5115960.0	13470975.0
RU_13_RT_VN96163_BL_ADL_M__SRR17643188__R2__45de96e144ee5d7b3d4b5c9a5e25cb52	4606673.0	13980262.0
RU_13_RT_VN96165_BL_ADL_F__SRR17643185__R1__6d798419a196b0100a53cc0746e4e00f	6035988.0	15538140.0
RU_13_RT_VN96165_BL_ADL_F__SRR17643185__R2__72ba6677ca309338ab7e662738aa8e19	5049573.0	16524555.0
