Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138
CH_18_R_18CH024_BL_ADL_M__SRR17643018__R1__d26a809a141ff3606bbb012b518a4454 - illumina_universal_adapter	0.004985578328875661	0.0051895826108181685	0.005747910119292399	0.00592686124380337	0.006127286503255658	0.006216762065511143	0.00630265860527641	0.006370660032590579	0.006417187324963432	0.00649055728601293	0.006580032848268415	0.006637297208111926	0.006671297921769011	0.0067142461916516434	0.006852038557525092	0.00717772960413506	0.007830901208600104	0.008895660399440383	0.010092843422418781	0.01185014346511652	0.016025073199957482	0.01810090624428475	0.02171571895940637	0.026626137815987425	0.033598073626934864	0.04288026845531895	0.056468027339436996	0.07391039344552136	0.09514652339123833	0.11945166512231847	0.15303900168178267	0.21676349712013956	0.2659374766245094	0.33198475765901864	0.40505408081933847	0.5023909659745911	0.6339737278275083	0.7742517248204136	0.946647869640548	1.158916114512972	1.3916402624282451	1.8017121327788712	2.3064634640857617	2.7715234359761194	3.3587175503452142	4.028553083524722	4.657176172729352	5.41330909619303	6.255955940801536	7.359869637684817	8.454481455116015	9.622606394496323	11.022294088993824	12.316824734194947	13.726184736972268	15.464218901605156	17.058809423852537	18.61186717961217	20.257095501562425	21.735049259876043	23.72453480760428	25.354033325710013	26.918449109342358	28.534123653079625	30.047243096870897	31.626640668647298	33.12911609955266	34.44527298815093	35.75336633907874	37.02510040052841	38.36962820040665	39.572344392154925	40.73963184027252	41.95897080197662
CH_18_R_18CH024_BL_ADL_M__SRR17643018__R2__17ad972594331183f0fdcc22c7b1e5ed - illumina_universal_adapter	0.004996315396346319	0.005203898700779046	0.005762226209253277	0.005941177333764248	0.006141602593216535	0.006234657177962241	0.006320553717727507	0.006388555145041676	0.006435082437414528	0.006512031420954246	0.0066015069832097316	0.006660560854298352	0.006692772056710327	0.0067428783715733995	0.006880670737446847	0.007222467385262802	0.0079221662821007	0.009022715697843173	0.010268215524439534	0.012072042859510124	0.016246972594351088	0.018448071425836033	0.022368890563871414	0.027832268395191366	0.035546851372859345	0.04594749072943699	0.06078969699637696	0.0805673752773295	0.10504788911043039	0.13361564662736183	0.173808069192526	0.2559305297418558	0.31487703015576984	0.3955607236640314	0.48503986494200735	0.6035412995931725	0.7661255542563704	0.9432406402298592	1.1621175501304732	1.427639860146117	1.7209962280681976	2.233884467006602	2.8660472094540594	3.453429222503891	4.178702024545652	5.04966788460802	5.846369027998335	6.812807102498551	7.883058303350072	9.270051205074768	10.652389588050932	12.15007986588687	13.951763366485817	15.688421396971217	17.521059863088073	19.994720941826927	22.091217472501476	24.14883508186477	26.34486601750357	28.392435521225572	31.620284324704667	33.79563208937249	35.86708798919422	38.041741423498934	40.243527427302	42.324236889772195	44.32327663803807	46.09923591448856	47.90755313327314	49.70598867096221	51.73390397267917	53.451657606371235	55.108689544494226	56.80280731366088
CH_18_R_18CH081_BL_ADL_M__SRR17643017__R1__4a1dc631af59269ba7ecf92fe45ea120 - illumina_universal_adapter	0.0009762488098891216	0.0009844525814007947	0.0009967582386683047	0.001004962010179978	0.001037777096226671	0.001050082753494181	0.0010952034968083843	0.0011034072683200574	0.0011239166970992407	0.0011362223543667507	0.0011751902690471988	0.0013413166421585828	0.0013638770138156846	0.0014336090716649073	0.0015361562155608234	0.0016489580738463312	0.002276546594489338	0.007184452901347884	0.007596692419809467	0.008310420541325043	0.010642342593518175	0.011436057487272566	0.012672776042657315	0.0147196170348198	0.01815699729821091	0.02340125823704806	0.03127072605962067	0.043164143808669016	0.05979934149146453	0.08056308718750962	0.10995104768520127	0.16438102072227562	0.21270328586890924	0.2815534382806273	0.3601865882200158	0.4662839142376085	0.6180803494609773	0.7914670603601923	0.993486984778025	1.2536531907277202	1.540912352094716	2.0296499889597746	2.6252663610789124	3.169358946218986	3.862548925755088	4.635401628555295	5.389970175598858	6.3337238465302415	7.356069648543455	8.631725354465484	9.870868124331931	11.187950825445032	12.709537142801123	14.15700853737788	15.66424440741718	17.406555248237716	19.04116492571013	20.571387763525138	22.209344579774314	23.68752679300502	25.579978958146448	27.160006892808823	28.661926718908557	30.157595271116396	31.600039804699374	33.05672608562662	34.42262532911993	35.652255825918594	36.9152449086266	38.13481758155195	39.361496771549284	40.458328717002736	41.52947875573889	42.64178506520624
CH_18_R_18CH081_BL_ADL_M__SRR17643017__R2__26b4b61ae8dbc573a322e0a52defbcc0 - illumina_universal_adapter	0.0009885544671566315	0.0009967582386683047	0.0010090638959358146	0.001017267667447488	0.001050082753494181	0.001062388410761691	0.0011034072683200574	0.0011116110398317308	0.001132120468610914	0.001144426125878424	0.0011833940405588722	0.0012305657267509935	0.001253126098408095	0.0013126034418677263	0.0014130996428857242	0.0015279524440491503	0.002227323965419298	0.007165994415446618	0.007504399990303142	0.00814224322533574	0.010351108704853774	0.011169434913143185	0.012473834583499238	0.014674496291505598	0.01825544255635099	0.02392629961379515	0.03252385215802876	0.04581601294981741	0.06433807808029778	0.08743989865716977	0.12011141870240863	0.18379524600465047	0.23824572847050401	0.31688092935277046	0.4063779237164923	0.5273240761702137	0.7035000693833975	0.9107457962541661	1.1461960895820675	1.4467884305984104	1.7813628441589824	2.3505220531529742	3.044423709867714	3.684810114068931	4.487836288489071	5.427367068034821	6.323009720935996	7.472243256920261	8.700680104963975	10.187078395363622	11.633647375074096	13.180702301088177	14.974067262968738	16.73211088660579	18.540314420208087	20.714348736830434	22.675614137411777	24.522689191379264	26.537453436931106	28.39259074735169	30.964590020005307	32.909150490846	34.73914939441194	36.57983986320047	38.48627740782642	40.255631981435194	41.94899501953133	43.47323730791433	45.09232339874379	46.67719360954092	48.35008208488681	49.778588410671446	51.1864007228179	52.60375402123243
CH_19_R_19CH005_BL_ADL_M__SRR17643013__R1__089f55eeb1d28767c339c9405a50484e - illumina_universal_adapter	0.004640398732154165	0.004738055889797467	0.004808773141883996	0.004899695323138106	0.004980515039808425	0.005037762339116568	0.005142154473149064	0.005212871725235593	0.005280221489127526	0.005450279642954655	0.005640542725949366	0.0058728994113765335	0.005997496474576609	0.006228169415906478	0.0069151370076041925	0.00808870664342112	0.009858321689681652	0.012540526036677872	0.015916432951761	0.020526524290163797	0.029809005498569425	0.03496294618039958	0.04332778685577762	0.05441524173648704	0.0690739178475662	0.08796552661925333	0.11050412510568862	0.13978275121360906	0.17456385303150043	0.21171229905019323	0.2599448324614008	0.3641652245959721	0.429246985188844	0.5123094489967647	0.5957406527619935	0.7085329860959106	0.8582818186214285	1.0085492443289141	1.1854871765376052	1.3977635298603934	1.6194469614547873	2.00053213048451	2.4666867862861332	2.905069766946918	3.4432802513924226	4.075298854474806	4.636665871490454	5.3002041640742625	6.041923746327923	7.007207502332659	7.977764744850134	9.039973229815848	10.314543939053312	11.460306541103359	12.677503670225384	14.154273524363306	15.551683467963265	16.906730410075202	18.47160217410426	19.76988000023168	21.493634908514103	22.944635059242874	24.352048126524885	25.802883270332117	27.17180594754989	28.642803926922273	30.032823917679192	31.23175242334553	32.457575373478015	33.64972007417634	34.9595029237206	36.101207702496154	37.21038086156781	38.39608355734987
CH_19_R_19CH005_BL_ADL_M__SRR17643013__R2__1cd29a2cf680022859101c3a937cbe74 - illumina_universal_adapter	0.0046505011967379545	0.004748158354381257	0.004818875606467787	0.0049131652759164925	0.004993984992586811	0.0050512322918949545	0.005152256937732853	0.005219606701624786	0.005286956465516719	0.00545533087524655	0.005645593958241261	0.005874583155473832	0.005989077754090117	0.0062180669513226886	0.006920188239896088	0.00812911650175628	0.009966081311908745	0.012717319166894198	0.016263284235804455	0.02105521993671547	0.030437042046861696	0.03589910789849744	0.044972804838838074	0.05720015447341846	0.07311490368108217	0.09434354925981936	0.11926464564393177	0.15284860540864403	0.19316249033025765	0.2368859570489004	0.29445485147962713	0.42993395278054175	0.5086068957268056	0.6102730480657754	0.7130605739735458	0.8507184401363644	1.0358225312169522	1.2255114574744836	1.4521686691322966	1.7183686109151606	1.9972084196364435	2.4778887357654593	3.062856793792938	3.6131009973018338	4.277521571792626	5.105394972016846	5.813746113750248	6.655670358466424	7.596703148237773	8.815597491409875	10.051270344511554	11.422745577780827	13.059093962484296	14.599324131649391	16.17234016587708	18.214346280966243	20.034961935933943	21.81524855228315	23.90993565268858	25.71350003118294	28.442896357738242	30.35897525179046	32.211869964847466	34.14210072803748	36.11172100063969	38.03375866505225	39.86489435313987	41.464915958944125	43.142184376444234	44.81037404577171	46.75653302812216	48.37692120252734	49.92286263167047	51.551928823153126
CH_19_R_19CH008_BL_ADL_F__SRR17643012__R1__0337ff931531a685c552893ce7dd505e - illumina_universal_adapter	0.001618899398754115	0.0016481063466697822	0.0016564511889314013	0.0016647960311930205	0.0017065202425011162	0.0017106926636319257	0.0017398996115475928	0.0017607617172016405	0.0018275204552945937	0.0018817619299951183	0.0019401758258264523	0.0021300209872782876	0.0021675727774555743	0.002219728041590694	0.0022906592008144567	0.0024408663615236013	0.0028414187900813207	0.0035674200668421863	0.0040555933391469064	0.004979784619621228	0.007543737404503712	0.008467928684978032	0.009955396818111646	0.012137573069525055	0.015554785975658094	0.020073518060324865	0.02695384050502985	0.03771242839082234	0.05118934864333727	0.06694232462270883	0.08981762347237232	0.12874005399112942	0.16439339255389723	0.21505701613475253	0.271499442981779	0.34729564524406575	0.4522049159465763	0.5702740028956603	0.7103985079422036	0.8889635288668956	1.0824491277553627	1.4414901384826573	1.8740888475355595	2.2774597465671405	2.8004414421556394	3.3494486145475637	3.9038528136721897	4.601725713379703	5.374852400602498	6.388982304761985	7.366154988755325	8.453748711764977	9.762280478493256	10.976434165453188	12.284680121334006	13.903114295132037	15.374159778694784	16.757044089974087	18.262459892601882	19.61467482235917	21.501395674868256	23.018127083602803	24.437847614835462	25.899496806011626	27.33016577029153	28.828711681527437	30.216886622800615	31.48363785053553	32.74843221276009	33.96932435984629	35.23197201139905	36.37116815274399	37.49302162565872	38.6793849016769
CH_19_R_19CH008_BL_ADL_F__SRR17643012__R2__ef7d648a5264afbdd048e1610e0da13e - illumina_universal_adapter	0.001598037293100067	0.0016272442410157342	0.001639761504408163	0.0016481063466697822	0.0016814857157162588	0.0016814857157162588	0.0017106926636319257	0.0017315547692859736	0.0017941410862481171	0.0018421239292524274	0.001894279193387547	0.0019422620363918571	0.0019839862476999526	0.0020298828801388583	0.002100814039362621	0.0022718833057258133	0.002757970367465129	0.003496488907618424	0.003951282810876667	0.004808715353258035	0.007310081821178375	0.008284342155222411	0.009886551869453288	0.012287780230234198	0.015903183140080695	0.02085167460122085	0.028372463689505106	0.040245088017223755	0.05506552787385936	0.07257717935986716	0.09807275867967905	0.14347704542514883	0.18339459838360406	0.24095314788312217	0.3051854849813701	0.391429429755204	0.5136417308871819	0.6543295127863846	0.8173251442614606	1.0226583329508614	1.2484635059185796	1.6673474667145105	2.170159678556676	2.639847039041345	3.242365512435901	3.913342985534216	4.56975662267544	5.41194313824483	6.33840004339318	7.514480387534475	8.6549678932194	9.924612695008534	11.443117382723674	12.915708748315385	14.480193516892047	16.533955163162528	18.291018029031704	19.95346498712808	21.809255681794475	23.51962915520989	26.173497615461322	28.010297535350837	29.74463113710993	31.54582152885855	33.42473995385302	35.22186014878854	36.915982041899454	38.469689446695234	40.085031856435336	41.68123954286954	43.426233680617855	44.91374562417334	46.38211449958067	47.886222248183955
CH_19_R_19CH091_BL_ADL_M__SRR17643068__R1__ba4871885bba09ec9a877673464579c2 - illumina_universal_adapter	0.0006900982604605457	0.0007091617483185717	0.0007244125386049927	0.0007396633288914136	0.0007434760264630188	0.0007472887240346241	0.0007587268167494397	0.0007777903046074659	0.0008006664900370972	0.0008197299778951233	0.0008521379072537678	0.001042772785834029	0.001071368017621068	0.0010980569006223046	0.0011781235496260145	0.0013096616158463947	0.001584175841001971	0.0023619661456094365	0.0026727009976952624	0.003250324679793454	0.004967944935801608	0.005686638428049192	0.007064928600184482	0.009451677280009351	0.013287251037044208	0.019572482983835418	0.028574261950395356	0.04170328603821795	0.05948761386097052	0.08089209802796224	0.11007639158981444	0.16061179155265587	0.2081199096436428	0.273347539698665	0.3470736726407952	0.4448483955158254	0.5807367496654072	0.7323124479733587	0.9136977222449056	1.1383018298393837	1.3879038890620912	1.823746692913785	2.3493327722059227	2.8264213383872416	3.4252054920078425	4.09178131480037	4.748934055544675	5.5637132456430685	6.454630099897633	7.574520413163734	8.693735878959663	9.89167401786531	11.277587678795022	12.617569772079609	14.017397872796895	15.829075471547764	17.39704353517284	18.88002085088048	20.458769316889267	21.920002818346045	23.935124053168984	25.491814157377252	26.949482786604577	28.435515979415854	29.892078926347416	31.345340077181962	32.71599532243011	33.948678574305795	35.21344758259532	36.429051855699	37.66388546900507	38.77620567124276	39.86025662733577	40.97444314503475
