Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
CN_17_RG_1705_BL_ADL_M__SRR17643020__R1__c4c3220798e15344d6fe5cad0bb0b29e	CN_17_RG_1705_BL_ADL_M__SRR17643020__R1__c4c3220798e15344d6fe5cad0bb0b29e.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2858389.0	0.0	150.0	36.0	49.239827565209254	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_1705_BL_ADL_M__SRR17643020__R2__6a96d1baa7a817c4ba99cb2e1d7afdfe	CN_17_RG_1705_BL_ADL_M__SRR17643020__R2__6a96d1baa7a817c4ba99cb2e1d7afdfe.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2858389.0	0.0	150.0	38.0	43.194652500743906	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2077_BL_ADL_M__SRR17643161__R1__ac44305fd431da10568b18f10f42411a	CN_17_RG_2077_BL_ADL_M__SRR17643161__R1__ac44305fd431da10568b18f10f42411a.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24449694.0	0.0	150.0	37.0	25.29139706554897	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2077_BL_ADL_M__SRR17643161__R2__d6558bdabeae2450db8ec7eb9bbeb84c	CN_17_RG_2077_BL_ADL_M__SRR17643161__R2__d6558bdabeae2450db8ec7eb9bbeb84c.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24449694.0	0.0	150.0	38.0	22.47161815158498	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2077_BL_ADL_M__SRR17643162__R1__ec4b689cbe3964172767da5940443c34	CN_17_RG_2077_BL_ADL_M__SRR17643162__R1__ec4b689cbe3964172767da5940443c34.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3704105.0	0.0	150.0	37.0	45.085528603086885	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2077_BL_ADL_M__SRR17643162__R2__7dd3d73234d1a85a8dd91310e7b985c5	CN_17_RG_2077_BL_ADL_M__SRR17643162__R2__7dd3d73234d1a85a8dd91310e7b985c5.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3704105.0	0.0	150.0	38.0	39.35296801145679	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2079_BL_ADL_F__SRR17643160__R1__8709fd6d07af18d59c4849d38f090ec9	CN_17_RG_2079_BL_ADL_F__SRR17643160__R1__8709fd6d07af18d59c4849d38f090ec9.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21657549.0	0.0	150.0	36.0	25.95322208255963	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2079_BL_ADL_F__SRR17643160__R2__31876e889a28386d4ec5f6082f54fa4c	CN_17_RG_2079_BL_ADL_F__SRR17643160__R2__31876e889a28386d4ec5f6082f54fa4c.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21657549.0	0.0	150.0	38.0	22.305695415194702	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2081_BL_ADL_F__SRR17643158__R1__be1f50da4fe841267816476a49666641	CN_17_RG_2081_BL_ADL_F__SRR17643158__R1__be1f50da4fe841267816476a49666641.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2666563.0	0.0	150.0	35.0	50.30839199411196	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	fail
CN_17_RG_2081_BL_ADL_F__SRR17643158__R2__b7f527a62c4967a6856d9317c80e25b3	CN_17_RG_2081_BL_ADL_F__SRR17643158__R2__b7f527a62c4967a6856d9317c80e25b3.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2666563.0	0.0	150.0	37.0	43.71226670301291	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2081_BL_ADL_F__SRR17643159__R1__8cdbffccf62924da751171aa968299c0	CN_17_RG_2081_BL_ADL_F__SRR17643159__R1__8cdbffccf62924da751171aa968299c0.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20539186.0	0.0	150.0	36.0	26.243991050318666	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2081_BL_ADL_F__SRR17643159__R2__6dd52688ee84c368902ca431f0dae4d2	CN_17_RG_2081_BL_ADL_F__SRR17643159__R2__6dd52688ee84c368902ca431f0dae4d2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20539186.0	0.0	150.0	37.0	23.458971521916904	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2082_BL_ADL_F__SRR17643157__R1__32cec8f00e76b1931b6c2b15dd533ba9	CN_17_RG_2082_BL_ADL_F__SRR17643157__R1__32cec8f00e76b1931b6c2b15dd533ba9.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25789368.0	0.0	150.0	37.0	26.686287607141608	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2082_BL_ADL_F__SRR17643157__R2__88efd2820eeb1385017740592f7c5728	CN_17_RG_2082_BL_ADL_F__SRR17643157__R2__88efd2820eeb1385017740592f7c5728.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25789368.0	0.0	150.0	38.0	21.74260372327584	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2086_BL_ADL_F__SRR17643154__R1__dfc65a86a855da304bcaec1056be33e8	CN_17_RG_2086_BL_ADL_F__SRR17643154__R1__dfc65a86a855da304bcaec1056be33e8.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17959630.0	0.0	150.0	37.0	27.111719907639447	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2086_BL_ADL_F__SRR17643154__R2__844d2d55f5dc380fa8428ca22b92b97d	CN_17_RG_2086_BL_ADL_F__SRR17643154__R2__844d2d55f5dc380fa8428ca22b92b97d.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17959630.0	0.0	150.0	38.0	23.6455003663317	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2086_BL_ADL_F__SRR17643156__R1__fbbdba2e20a5e336f7be9473daced88a	CN_17_RG_2086_BL_ADL_F__SRR17643156__R1__fbbdba2e20a5e336f7be9473daced88a.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3063582.0	0.0	150.0	37.0	47.062824715692926	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2086_BL_ADL_F__SRR17643156__R2__48b96a2ede754e26a5c724b2e1d6a0ed	CN_17_RG_2086_BL_ADL_F__SRR17643156__R2__48b96a2ede754e26a5c724b2e1d6a0ed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3063582.0	0.0	150.0	38.0	41.046778032845694	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2087_BL_ADL_M__SRR17643272__R1__6ccaa1e00e6095a9ba2f8eed78c0b38a	CN_17_RG_2087_BL_ADL_M__SRR17643272__R1__6ccaa1e00e6095a9ba2f8eed78c0b38a.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27058370.0	0.0	150.0	37.0	26.34013498666596	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2087_BL_ADL_M__SRR17643272__R2__e37ddf4f5dd46998d77e6e1fc26ad8b8	CN_17_RG_2087_BL_ADL_M__SRR17643272__R2__e37ddf4f5dd46998d77e6e1fc26ad8b8.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27058370.0	0.0	150.0	38.0	21.38353890471057	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2091_BL_ADL_F__SRR17643270__R1__b9b08ea7246ad8003055c4c087036ce4	CN_17_RG_2091_BL_ADL_F__SRR17643270__R1__b9b08ea7246ad8003055c4c087036ce4.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15880435.0	0.0	150.0	37.0	28.11512117806259	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2091_BL_ADL_F__SRR17643270__R2__b7ae647d44ca9189cc828489c6a79124	CN_17_RG_2091_BL_ADL_F__SRR17643270__R2__b7ae647d44ca9189cc828489c6a79124.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15880435.0	0.0	150.0	37.0	24.945902661324023	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2091_BL_ADL_F__SRR17643271__R1__f3e2650773095cc4bfc151c931869ab4	CN_17_RG_2091_BL_ADL_F__SRR17643271__R1__f3e2650773095cc4bfc151c931869ab4.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3458157.0	0.0	150.0	36.0	46.23809794850062	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2091_BL_ADL_F__SRR17643271__R2__9825e25dc073b725edc7c525c0bd479b	CN_17_RG_2091_BL_ADL_F__SRR17643271__R2__9825e25dc073b725edc7c525c0bd479b.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3458157.0	0.0	150.0	37.0	40.21063887157538	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2093_BL_ADL_M__SRR17643268__R1__8ad2e44478fa23bd99accd64c76810dc	CN_17_RG_2093_BL_ADL_M__SRR17643268__R1__8ad2e44478fa23bd99accd64c76810dc.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18646082.0	0.0	150.0	36.0	26.75229844588125	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2093_BL_ADL_M__SRR17643268__R2__e8e15a253aed5785f8603a0882752e15	CN_17_RG_2093_BL_ADL_M__SRR17643268__R2__e8e15a253aed5785f8603a0882752e15.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18646082.0	0.0	150.0	37.0	23.91187230976112	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2093_BL_ADL_M__SRR17643269__R1__37ba84630d1f4efd2b9d2560ed0665fb	CN_17_RG_2093_BL_ADL_M__SRR17643269__R1__37ba84630d1f4efd2b9d2560ed0665fb.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3269284.0	0.0	150.0	36.0	46.857891157176304	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2093_BL_ADL_M__SRR17643269__R2__7109509289d1fa8912534281c0a92429	CN_17_RG_2093_BL_ADL_M__SRR17643269__R2__7109509289d1fa8912534281c0a92429.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3269284.0	0.0	150.0	37.0	40.54671900183295	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2094_BL_ADL_F__SRR17643266__R1__a24d6f2bf320202084322be5f794b5ab	CN_17_RG_2094_BL_ADL_F__SRR17643266__R1__a24d6f2bf320202084322be5f794b5ab.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19662696.0	0.0	150.0	37.0	26.96145275387244	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2094_BL_ADL_F__SRR17643266__R2__c0c793576f6e7207e3035db91e0e832f	CN_17_RG_2094_BL_ADL_F__SRR17643266__R2__c0c793576f6e7207e3035db91e0e832f.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19662696.0	0.0	150.0	37.0	24.17479099471691	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2094_BL_ADL_F__SRR17643267__R1__fbef794847220ed54548ad391a8f172e	CN_17_RG_2094_BL_ADL_F__SRR17643267__R1__fbef794847220ed54548ad391a8f172e.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3367598.0	0.0	150.0	36.0	46.78394103247625	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2094_BL_ADL_F__SRR17643267__R2__1da1690960c674fae71eed98c8b8ce18	CN_17_RG_2094_BL_ADL_F__SRR17643267__R2__1da1690960c674fae71eed98c8b8ce18.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3367598.0	0.0	150.0	37.0	40.93478949061039	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2099_BL_ADL_M__SRR17643264__R1__d07d7fbb0def2ff67772ea5277fae56c	CN_17_RG_2099_BL_ADL_M__SRR17643264__R1__d07d7fbb0def2ff67772ea5277fae56c.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3702856.0	0.0	150.0	36.0	44.96556368595333	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2099_BL_ADL_M__SRR17643264__R2__96f38b9aa616d993b2eda2cabc866387	CN_17_RG_2099_BL_ADL_M__SRR17643264__R2__96f38b9aa616d993b2eda2cabc866387.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3702856.0	0.0	150.0	38.0	37.11134186792761	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2099_BL_ADL_M__SRR17643265__R1__2a8e6ac49b7aef13efedce9ddb76c033	CN_17_RG_2099_BL_ADL_M__SRR17643265__R1__2a8e6ac49b7aef13efedce9ddb76c033.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23481775.0	0.0	150.0	37.0	24.71347357364097	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2099_BL_ADL_M__SRR17643265__R2__a54571ddb817143da4bed366b759fcb0	CN_17_RG_2099_BL_ADL_M__SRR17643265__R2__a54571ddb817143da4bed366b759fcb0.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23481775.0	0.0	150.0	38.0	21.266902832306112	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2102_BL_ADL_F__SRR17643254__R1__b84c31d21811d7ddd65599285b329bb4	CN_17_RG_2102_BL_ADL_F__SRR17643254__R1__b84c31d21811d7ddd65599285b329bb4.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23233713.0	0.0	150.0	37.0	27.200926504248145	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2102_BL_ADL_F__SRR17643254__R2__d0df538262c018ab672c3a4fcc624eaa	CN_17_RG_2102_BL_ADL_F__SRR17643254__R2__d0df538262c018ab672c3a4fcc624eaa.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23233713.0	0.0	150.0	38.0	21.80736648334065	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2105_BL_ADL_F__SRR17643252__R1__8fb6ac9cbbff3219091f38c53fb10f3f	CN_17_RG_2105_BL_ADL_F__SRR17643252__R1__8fb6ac9cbbff3219091f38c53fb10f3f.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17364290.0	0.0	150.0	37.0	27.93099230854512	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2105_BL_ADL_F__SRR17643252__R2__d3ebfeaee081aa1fb0d0cd1846b3569c	CN_17_RG_2105_BL_ADL_F__SRR17643252__R2__d3ebfeaee081aa1fb0d0cd1846b3569c.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17364290.0	0.0	150.0	38.0	24.749230825466135	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2105_BL_ADL_F__SRR17643253__R1__165e5010cdb731c05d2d214fe924f3a9	CN_17_RG_2105_BL_ADL_F__SRR17643253__R1__165e5010cdb731c05d2d214fe924f3a9.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3760869.0	0.0	150.0	37.0	45.754385206897275	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2105_BL_ADL_F__SRR17643253__R2__5a90234fd1fa1dbef6b8a7635c0095d7	CN_17_RG_2105_BL_ADL_F__SRR17643253__R2__5a90234fd1fa1dbef6b8a7635c0095d7.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3760869.0	0.0	150.0	38.0	39.49496588275609	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2107_BL_ADL_F__SRR17643249__R1__ffde05bfb0e4a29efeb937fbb18884e0	CN_17_RG_2107_BL_ADL_F__SRR17643249__R1__ffde05bfb0e4a29efeb937fbb18884e0.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17736142.0	0.0	150.0	36.0	32.129004022476934	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2107_BL_ADL_F__SRR17643249__R2__b630f7d8c3b8c5b4ae5a8626a2cbb225	CN_17_RG_2107_BL_ADL_F__SRR17643249__R2__b630f7d8c3b8c5b4ae5a8626a2cbb225.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17736142.0	0.0	150.0	38.0	24.950892355984042	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2107_BL_ADL_F__SRR17643250__R1__3227d3a1cc4b8b747e2dc77ef1125665	CN_17_RG_2107_BL_ADL_F__SRR17643250__R1__3227d3a1cc4b8b747e2dc77ef1125665.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3480720.0	0.0	150.0	37.0	46.739575986772365	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2107_BL_ADL_F__SRR17643250__R2__c1e7c0f923d7a0e97417c7b9277839c7	CN_17_RG_2107_BL_ADL_F__SRR17643250__R2__c1e7c0f923d7a0e97417c7b9277839c7.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3480720.0	0.0	150.0	38.0	40.823742845211214	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2111_BL_ADL_F__SRR17643248__R1__f0c3d70c2264678413504f47f83fea86	CN_17_RG_2111_BL_ADL_F__SRR17643248__R1__f0c3d70c2264678413504f47f83fea86.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24307146.0	0.0	150.0	37.0	28.30942672164886	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2111_BL_ADL_F__SRR17643248__R2__fc41b224b78bfacf2c10773640fee63b	CN_17_RG_2111_BL_ADL_F__SRR17643248__R2__fc41b224b78bfacf2c10773640fee63b.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24307146.0	0.0	150.0	37.0	23.560570602695826	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2113_BL_ADL_M__SRR17643155__R1__3efbeac594866d18d29ae820c9513dca	CN_17_RG_2113_BL_ADL_M__SRR17643155__R1__3efbeac594866d18d29ae820c9513dca.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24553923.0	0.0	150.0	37.0	27.364574303096095	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2113_BL_ADL_M__SRR17643155__R2__15e56a40065da004de7a906e2386680c	CN_17_RG_2113_BL_ADL_M__SRR17643155__R2__15e56a40065da004de7a906e2386680c.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24553923.0	0.0	150.0	38.0	22.236244432824282	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2114_BL_ADL_M__SRR17643152__R1__e77b72e76daacc69d0226cfb8e31d7d7	CN_17_RG_2114_BL_ADL_M__SRR17643152__R1__e77b72e76daacc69d0226cfb8e31d7d7.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16805237.0	0.0	150.0	37.0	28.215856307013876	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2114_BL_ADL_M__SRR17643152__R2__9dfac52f96e27cefc65a639d562e0acd	CN_17_RG_2114_BL_ADL_M__SRR17643152__R2__9dfac52f96e27cefc65a639d562e0acd.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16805237.0	0.0	150.0	38.0	25.224146980049607	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2114_BL_ADL_M__SRR17643153__R1__31f3ed127c6e58ce6e1d8cfdf7efeba4	CN_17_RG_2114_BL_ADL_M__SRR17643153__R1__31f3ed127c6e58ce6e1d8cfdf7efeba4.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2906534.0	0.0	150.0	37.0	48.23371223580578	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2114_BL_ADL_M__SRR17643153__R2__7c694352745ea9713dc9cb3300812fa2	CN_17_RG_2114_BL_ADL_M__SRR17643153__R2__7c694352745ea9713dc9cb3300812fa2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2906534.0	0.0	150.0	38.0	42.5048955915165	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2115_BL_ADL_F__SRR17643150__R1__42fb3431054458d6d156a285802e077c	CN_17_RG_2115_BL_ADL_F__SRR17643150__R1__42fb3431054458d6d156a285802e077c.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12016430.0	0.0	150.0	36.0	34.45161993734294	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2115_BL_ADL_F__SRR17643150__R2__2d34c3d0b3217ec39953a3a0a904cbbd	CN_17_RG_2115_BL_ADL_F__SRR17643150__R2__2d34c3d0b3217ec39953a3a0a904cbbd.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12016430.0	0.0	150.0	38.0	26.89264190248427	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2115_BL_ADL_F__SRR17643151__R1__517fb4f51c035b9bc0e0beb14c964ddc	CN_17_RG_2115_BL_ADL_F__SRR17643151__R1__517fb4f51c035b9bc0e0beb14c964ddc.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3107863.0	0.0	150.0	37.0	47.689788558473936	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2115_BL_ADL_F__SRR17643151__R2__8027df563474a733ae007c3bcb94876f	CN_17_RG_2115_BL_ADL_F__SRR17643151__R2__8027df563474a733ae007c3bcb94876f.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3107863.0	0.0	150.0	38.0	41.63381054570712	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2116_BL_ADL_M__SRR17643149__R1__4e04f7ea01f8f2db298d513bf750e67e	CN_17_RG_2116_BL_ADL_M__SRR17643149__R1__4e04f7ea01f8f2db298d513bf750e67e.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22388973.0	0.0	150.0	36.0	26.933484102493033	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2116_BL_ADL_M__SRR17643149__R2__d43d8a299cf009813228a2f565297a7c	CN_17_RG_2116_BL_ADL_M__SRR17643149__R2__d43d8a299cf009813228a2f565297a7c.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22388973.0	0.0	150.0	38.0	23.295334190735495	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2121_BL_ADL_F__SRR17643148__R1__6da42680924b3e24f144eeb6436f1847	CN_17_RG_2121_BL_ADL_F__SRR17643148__R1__6da42680924b3e24f144eeb6436f1847.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28211933.0	0.0	150.0	36.0	24.546097804952126	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2121_BL_ADL_F__SRR17643148__R2__e155952dc0df472ca650158dce04fe20	CN_17_RG_2121_BL_ADL_F__SRR17643148__R2__e155952dc0df472ca650158dce04fe20.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28211933.0	0.0	150.0	37.0	21.117597599241282	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2122_BL_ADL_F__SRR17643145__R1__4a8db3d47317d17d9b0c2d80853cb47a	CN_17_RG_2122_BL_ADL_F__SRR17643145__R1__4a8db3d47317d17d9b0c2d80853cb47a.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23234497.0	0.0	150.0	36.0	25.183834388387726	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2122_BL_ADL_F__SRR17643145__R2__345c6a374d16b108f224af7f57d8ae4b	CN_17_RG_2122_BL_ADL_F__SRR17643145__R2__345c6a374d16b108f224af7f57d8ae4b.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23234497.0	0.0	150.0	37.0	22.261289708176168	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2122_BL_ADL_F__SRR17643146__R1__d086543f481b14e37a21c18d268043d1	CN_17_RG_2122_BL_ADL_F__SRR17643146__R1__d086543f481b14e37a21c18d268043d1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4103383.0	0.0	150.0	36.0	43.689766617308564	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2122_BL_ADL_F__SRR17643146__R2__56680118ac074cb28a78496d665186e0	CN_17_RG_2122_BL_ADL_F__SRR17643146__R2__56680118ac074cb28a78496d665186e0.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4103383.0	0.0	150.0	37.0	37.57772219582491	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2123_BL_ADL_M__SRR17643144__R1__9ddcfc422bce5ca5643ee433b134a58b	CN_17_RG_2123_BL_ADL_M__SRR17643144__R1__9ddcfc422bce5ca5643ee433b134a58b.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26299303.0	0.0	150.0	37.0	28.030808894028997	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_2123_BL_ADL_M__SRR17643144__R2__f86d0cd2e13426740e72af9e6dc4915a	CN_17_RG_2123_BL_ADL_M__SRR17643144__R2__f86d0cd2e13426740e72af9e6dc4915a.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26299303.0	0.0	150.0	38.0	23.27631169985501	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_06_R_U085067_BL_ADL_F__SRR17643235__R1__05710342cf7e8b7d57e35046a899c7c4	DE_06_R_U085067_BL_ADL_F__SRR17643235__R1__05710342cf7e8b7d57e35046a899c7c4.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27314186.0	0.0	150.0	35.0	25.823950943792127	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_06_R_U085067_BL_ADL_F__SRR17643235__R2__703366d07da6c4f08d6b616d5fea8d0d	DE_06_R_U085067_BL_ADL_F__SRR17643235__R2__703366d07da6c4f08d6b616d5fea8d0d.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27314186.0	0.0	150.0	37.0	22.095915484021837	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
