Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
CN_16_RG_2023_BL_ADL_M__SRR17643044__R1__699d3c295b0eb76921ba61523ead2f14	CN_16_RG_2023_BL_ADL_M__SRR17643044__R1__699d3c295b0eb76921ba61523ead2f14.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21635361.0	0.0	150.0	37.0	25.295582823906155	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2023_BL_ADL_M__SRR17643044__R2__8523f23d50253e57f0521da4a0cf05bd	CN_16_RG_2023_BL_ADL_M__SRR17643044__R2__8523f23d50253e57f0521da4a0cf05bd.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21635361.0	0.0	150.0	37.0	22.717992936341975	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2023_BL_ADL_M__SRR17643045__R1__f01d3e3480bc91c04c7318057be4b926	CN_16_RG_2023_BL_ADL_M__SRR17643045__R1__f01d3e3480bc91c04c7318057be4b926.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3696586.0	0.0	150.0	36.0	44.502695275608204	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2023_BL_ADL_M__SRR17643045__R2__6da278535e94968e168024ce6cc4f81a	CN_16_RG_2023_BL_ADL_M__SRR17643045__R2__6da278535e94968e168024ce6cc4f81a.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3696586.0	0.0	150.0	37.0	38.511913353649355	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2027_BL_ADL_M__SRR17643042__R1__446eb7935d68ad7a2bec215c1af40c15	CN_16_RG_2027_BL_ADL_M__SRR17643042__R1__446eb7935d68ad7a2bec215c1af40c15.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2904401.0	0.0	150.0	36.0	47.69824187904146	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2027_BL_ADL_M__SRR17643042__R2__01046709dd866dc87a8b371a80eda810	CN_16_RG_2027_BL_ADL_M__SRR17643042__R2__01046709dd866dc87a8b371a80eda810.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2904401.0	0.0	150.0	38.0	41.13152874519623	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2027_BL_ADL_M__SRR17643043__R1__c299cfe386524cbcfa621402e2dbd9a2	CN_16_RG_2027_BL_ADL_M__SRR17643043__R1__c299cfe386524cbcfa621402e2dbd9a2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20778226.0	0.0	150.0	37.0	25.47598611857797	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2027_BL_ADL_M__SRR17643043__R2__ca5e537a7b7d24d0a01bdbbb0270b9fd	CN_16_RG_2027_BL_ADL_M__SRR17643043__R2__ca5e537a7b7d24d0a01bdbbb0270b9fd.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20778226.0	0.0	150.0	38.0	22.89378064979748	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2029_BL_ADL_F__SRR17643040__R1__5b04e8c79c2c718520335b70fa2071d5	CN_16_RG_2029_BL_ADL_F__SRR17643040__R1__5b04e8c79c2c718520335b70fa2071d5.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22556287.0	0.0	150.0	36.0	25.386716027166127	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2029_BL_ADL_F__SRR17643040__R2__e6575d1f85390791d9489a9bee3cf71e	CN_16_RG_2029_BL_ADL_F__SRR17643040__R2__e6575d1f85390791d9489a9bee3cf71e.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22556287.0	0.0	150.0	37.0	22.64794950749273	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2029_BL_ADL_F__SRR17643125__R1__3373616e7cdb5c0fc20acb0f6cdc2648	CN_16_RG_2029_BL_ADL_F__SRR17643125__R1__3373616e7cdb5c0fc20acb0f6cdc2648.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2972753.0	0.0	150.0	35.0	49.094192670922595	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2029_BL_ADL_F__SRR17643125__R2__e50d5353df919a00284488f054b182d4	CN_16_RG_2029_BL_ADL_F__SRR17643125__R2__e50d5353df919a00284488f054b182d4.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2972753.0	0.0	150.0	37.0	42.25971222518643	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2030_BL_ADL_M__SRR17643123__R1__1d93cf920e9e243dbfe3c66e5fa1d8c3	CN_16_RG_2030_BL_ADL_M__SRR17643123__R1__1d93cf920e9e243dbfe3c66e5fa1d8c3.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2593540.0	0.0	150.0	35.0	50.439823746327264	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	fail
CN_16_RG_2030_BL_ADL_M__SRR17643123__R2__0c986039fd6929a88f2e05cfa6c2704d	CN_16_RG_2030_BL_ADL_M__SRR17643123__R2__0c986039fd6929a88f2e05cfa6c2704d.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2593540.0	0.0	150.0	37.0	43.8761767924035	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2030_BL_ADL_M__SRR17643124__R1__8588b733582e46a2271e463250c015ce	CN_16_RG_2030_BL_ADL_M__SRR17643124__R1__8588b733582e46a2271e463250c015ce.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19187406.0	0.0	150.0	36.0	26.713911630493403	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2030_BL_ADL_M__SRR17643124__R2__bf726db77a1c636b77de4d92f4b3af37	CN_16_RG_2030_BL_ADL_M__SRR17643124__R2__bf726db77a1c636b77de4d92f4b3af37.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19187406.0	0.0	150.0	37.0	23.70301961057834	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2031_BL_ADL_F__SRR17643122__R1__dbf00865c5ad84939425de73519ba521	CN_16_RG_2031_BL_ADL_F__SRR17643122__R1__dbf00865c5ad84939425de73519ba521.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19627437.0	0.0	150.0	37.0	29.304181885865177	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2031_BL_ADL_F__SRR17643122__R2__0564a15b87a0f4f7ab178f55d1f918d7	CN_16_RG_2031_BL_ADL_F__SRR17643122__R2__0564a15b87a0f4f7ab178f55d1f918d7.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19627437.0	0.0	150.0	37.0	24.25210818722419	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2033_BL_ADL_M__SRR17643119__R1__81160a9c4913df093c3dfcf887b72706	CN_16_RG_2033_BL_ADL_M__SRR17643119__R1__81160a9c4913df093c3dfcf887b72706.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3368446.0	0.0	150.0	35.0	48.43364619371485	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	fail
CN_16_RG_2033_BL_ADL_M__SRR17643119__R2__4e2c290632c297940435929f041ecc72	CN_16_RG_2033_BL_ADL_M__SRR17643119__R2__4e2c290632c297940435929f041ecc72.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3368446.0	0.0	150.0	37.0	40.90680079625146	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2033_BL_ADL_M__SRR17643120__R1__f5908ae7ad441619d5818b8704570971	CN_16_RG_2033_BL_ADL_M__SRR17643120__R1__f5908ae7ad441619d5818b8704570971.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16282553.0	0.0	150.0	36.0	28.354076101021413	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
CN_16_RG_2033_BL_ADL_M__SRR17643120__R2__72fd4c71767ce93374287f8732c3283d	CN_16_RG_2033_BL_ADL_M__SRR17643120__R2__72fd4c71767ce93374287f8732c3283d.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16282553.0	0.0	150.0	37.0	25.153008207306037	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2044_BL_ADL_F__SRR17643117__R1__018d0d4074b80258bce4ee7dba7196ac	CN_16_RG_2044_BL_ADL_F__SRR17643117__R1__018d0d4074b80258bce4ee7dba7196ac.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13142165.0	0.0	150.0	35.0	34.96056225944794	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2044_BL_ADL_F__SRR17643117__R2__b35987223db093c04fbf4bfb2db1614f	CN_16_RG_2044_BL_ADL_F__SRR17643117__R2__b35987223db093c04fbf4bfb2db1614f.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13142165.0	0.0	150.0	38.0	27.637149980102915	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2044_BL_ADL_F__SRR17643118__R1__9d60dd8a723ce0fc501c7ccfed55bb99	CN_16_RG_2044_BL_ADL_F__SRR17643118__R1__9d60dd8a723ce0fc501c7ccfed55bb99.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3444054.0	0.0	150.0	36.0	47.35952892855099	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2044_BL_ADL_F__SRR17643118__R2__2df36e428d7ef7b0ee20a2ace1ab91f1	CN_16_RG_2044_BL_ADL_F__SRR17643118__R2__2df36e428d7ef7b0ee20a2ace1ab91f1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3444054.0	0.0	150.0	38.0	41.408574790588446	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2050_BL_ADL_M__SRR17777320__R1__6cce2c1fa487d06beb473209ee6867a3	CN_16_RG_2050_BL_ADL_M__SRR17777320__R1__6cce2c1fa487d06beb473209ee6867a3.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20981965.0	0.0	150.0	36.0	31.123469446984664	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2050_BL_ADL_M__SRR17777320__R2__7abe17ac4593645588fb0620ce44463e	CN_16_RG_2050_BL_ADL_M__SRR17777320__R2__7abe17ac4593645588fb0620ce44463e.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20981965.0	0.0	150.0	37.0	24.194134508428963	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2050_BL_ADL_M__SRR17777321__R1__ac5b2cd742ab4a5b425c3fbe153f8ec3	CN_16_RG_2050_BL_ADL_M__SRR17777321__R1__ac5b2cd742ab4a5b425c3fbe153f8ec3.fq.gz	Conventional base calls	Sanger / Illumina 1.9	279823.0	0.0	150.0	36.0	74.38666206110611	150.0	pass	pass	warn	pass	fail	pass	pass	pass	pass	warn	fail
CN_16_RG_2050_BL_ADL_M__SRR17777321__R2__efddf105a248bc363b2cc4ef191f8725	CN_16_RG_2050_BL_ADL_M__SRR17777321__R2__efddf105a248bc363b2cc4ef191f8725.fq.gz	Conventional base calls	Sanger / Illumina 1.9	279823.0	0.0	150.0	37.0	70.77599526485116	150.0	pass	pass	warn	pass	fail	pass	pass	pass	pass	warn	fail
CN_16_RG_2050_BL_ADL_M__SRR17777322__R1__e468dd52640a659d9f4c1ce39666c7cc	CN_16_RG_2050_BL_ADL_M__SRR17777322__R1__e468dd52640a659d9f4c1ce39666c7cc.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1647004.0	0.0	150.0	36.0	54.69018377161722	150.0	pass	pass	fail	pass	fail	pass	pass	pass	warn	warn	fail
CN_16_RG_2050_BL_ADL_M__SRR17777322__R2__295f5fdfcfad72d9ded2c0d9243e37ae	CN_16_RG_2050_BL_ADL_M__SRR17777322__R2__295f5fdfcfad72d9ded2c0d9243e37ae.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1647004.0	0.0	150.0	37.0	50.149121681915496	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	fail
CN_16_RG_2054_BL_ADL_F__SRR17643115__R1__40ca6761181378874655bb4ffc67de56	CN_16_RG_2054_BL_ADL_F__SRR17643115__R1__40ca6761181378874655bb4ffc67de56.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19046334.0	0.0	150.0	37.0	26.375689551786508	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2054_BL_ADL_F__SRR17643115__R2__7e9b718625b3f517b91aaa02cb82c4fa	CN_16_RG_2054_BL_ADL_F__SRR17643115__R2__7e9b718625b3f517b91aaa02cb82c4fa.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19046334.0	0.0	150.0	38.0	23.589615242490115	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2054_BL_ADL_F__SRR17643116__R1__493531dcfdd77195c1286a4c2c426c7b	CN_16_RG_2054_BL_ADL_F__SRR17643116__R1__493531dcfdd77195c1286a4c2c426c7b.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3539964.0	0.0	150.0	36.0	44.84959270050853	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2054_BL_ADL_F__SRR17643116__R2__231489260b566495e241bd72ebb45e4e	CN_16_RG_2054_BL_ADL_F__SRR17643116__R2__231489260b566495e241bd72ebb45e4e.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3539964.0	0.0	150.0	38.0	39.041892652190725	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2058_BL_ADL_F__SRR17643113__R1__10e93fb99f8726b5bd21cd78029e491f	CN_16_RG_2058_BL_ADL_F__SRR17643113__R1__10e93fb99f8726b5bd21cd78029e491f.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17869404.0	0.0	150.0	37.0	27.794367531265713	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2058_BL_ADL_F__SRR17643113__R2__7c261ea80802c9e1024b59b3c3f228fa	CN_16_RG_2058_BL_ADL_F__SRR17643113__R2__7c261ea80802c9e1024b59b3c3f228fa.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17869404.0	0.0	150.0	38.0	24.339219112484695	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2058_BL_ADL_F__SRR17643114__R1__c2dc561a0c87f26d5b53620b0460ca7f	CN_16_RG_2058_BL_ADL_F__SRR17643114__R1__c2dc561a0c87f26d5b53620b0460ca7f.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3692375.0	0.0	150.0	36.0	45.803056339953315	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2058_BL_ADL_F__SRR17643114__R2__43a107cfc317232fae92ffef2cbe4e82	CN_16_RG_2058_BL_ADL_F__SRR17643114__R2__43a107cfc317232fae92ffef2cbe4e82.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3692375.0	0.0	150.0	38.0	39.39472966408298	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2059_BL_ADL_M__SRR17643111__R1__afd1352d1f92ff67c54ef554e1157ff7	CN_16_RG_2059_BL_ADL_M__SRR17643111__R1__afd1352d1f92ff67c54ef554e1157ff7.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18582127.0	0.0	150.0	37.0	27.6234216634995	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2059_BL_ADL_M__SRR17643111__R2__503c2ab5fe5a41357d7e8b0b123daf8c	CN_16_RG_2059_BL_ADL_M__SRR17643111__R2__503c2ab5fe5a41357d7e8b0b123daf8c.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18582127.0	0.0	150.0	37.0	24.68366341044728	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2059_BL_ADL_M__SRR17643112__R1__c77da0ecdef2a14add742e2a2dd03a39	CN_16_RG_2059_BL_ADL_M__SRR17643112__R1__c77da0ecdef2a14add742e2a2dd03a39.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3751722.0	0.0	150.0	36.0	45.48610523571405	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2059_BL_ADL_M__SRR17643112__R2__33ecb327db6f2c66c76812117f23c4fe	CN_16_RG_2059_BL_ADL_M__SRR17643112__R2__33ecb327db6f2c66c76812117f23c4fe.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3751722.0	0.0	150.0	37.0	39.398324406558245	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2063_BL_ADL_F__SRR17643108__R1__a536a1f093a7860d881e2b323ea5b135	CN_16_RG_2063_BL_ADL_F__SRR17643108__R1__a536a1f093a7860d881e2b323ea5b135.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16183173.0	0.0	150.0	36.0	28.399039453163226	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2063_BL_ADL_F__SRR17643108__R2__55f3caf8c2b668bb64f48a1ad5c22fcb	CN_16_RG_2063_BL_ADL_F__SRR17643108__R2__55f3caf8c2b668bb64f48a1ad5c22fcb.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16183173.0	0.0	150.0	37.0	25.71780961633175	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2063_BL_ADL_F__SRR17643109__R1__17c45d609f814a7eb1b2a053ee8397ff	CN_16_RG_2063_BL_ADL_F__SRR17643109__R1__17c45d609f814a7eb1b2a053ee8397ff.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2960650.0	0.0	150.0	36.0	48.06358554780296	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2063_BL_ADL_F__SRR17643109__R2__5901516a456643396b0e35467b47a420	CN_16_RG_2063_BL_ADL_F__SRR17643109__R2__5901516a456643396b0e35467b47a420.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2960650.0	0.0	150.0	37.0	42.71431462614408	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2066_BL_ADL_M__SRR17643107__R1__eb787feee7a53f56ad5cfc5ec2bfd413	CN_16_RG_2066_BL_ADL_M__SRR17643107__R1__eb787feee7a53f56ad5cfc5ec2bfd413.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25482445.0	0.0	150.0	36.0	26.907724009744914	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2066_BL_ADL_M__SRR17643107__R2__090965b406cc4d3bc377baa7cb46e1c6	CN_16_RG_2066_BL_ADL_M__SRR17643107__R2__090965b406cc4d3bc377baa7cb46e1c6.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25482445.0	0.0	150.0	37.0	21.844502964141096	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2068_BL_ADL_F__SRR17643105__R1__d203dba49667f97977b64705812d4f42	CN_16_RG_2068_BL_ADL_F__SRR17643105__R1__d203dba49667f97977b64705812d4f42.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24238766.0	0.0	150.0	36.0	26.048133953342244	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2068_BL_ADL_F__SRR17643105__R2__8ec12c5147b4e6b3fbfc0b62fe0c86d9	CN_16_RG_2068_BL_ADL_F__SRR17643105__R2__8ec12c5147b4e6b3fbfc0b62fe0c86d9.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24238766.0	0.0	150.0	37.0	23.65759851891606	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2068_BL_ADL_F__SRR17643106__R1__73449abaa1ad16a82e2aba4caac1eafc	CN_16_RG_2068_BL_ADL_F__SRR17643106__R1__73449abaa1ad16a82e2aba4caac1eafc.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3676837.0	0.0	150.0	36.0	46.72121073116982	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2068_BL_ADL_F__SRR17643106__R2__1be34d7f493abd80154ac4f786c09d40	CN_16_RG_2068_BL_ADL_F__SRR17643106__R2__1be34d7f493abd80154ac4f786c09d40.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3676837.0	0.0	150.0	37.0	40.791697015891145	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2069_BL_ADL_M__SRR17643104__R1__0f4bf439679adeab09b193197e7c8310	CN_16_RG_2069_BL_ADL_M__SRR17643104__R1__0f4bf439679adeab09b193197e7c8310.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19858036.0	0.0	150.0	37.0	29.020230578176015	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2069_BL_ADL_M__SRR17643104__R2__792fd53a1aebedf377f6a5384a729d49	CN_16_RG_2069_BL_ADL_M__SRR17643104__R2__792fd53a1aebedf377f6a5384a729d49.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19858036.0	0.0	150.0	38.0	24.199355758670087	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2070_BL_ADL_F__SRR17643102__R1__55b872714a635817e964db30c2e8c21c	CN_16_RG_2070_BL_ADL_F__SRR17643102__R1__55b872714a635817e964db30c2e8c21c.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20320153.0	0.0	150.0	37.0	26.90913983723368	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2070_BL_ADL_F__SRR17643102__R2__594921f086a06a6d0e83ff4b30baf02b	CN_16_RG_2070_BL_ADL_F__SRR17643102__R2__594921f086a06a6d0e83ff4b30baf02b.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20320153.0	0.0	150.0	37.0	23.952601920853674	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2070_BL_ADL_F__SRR17643103__R1__38d2c886c50c07566937d334428ec61f	CN_16_RG_2070_BL_ADL_F__SRR17643103__R1__38d2c886c50c07566937d334428ec61f.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3627001.0	0.0	150.0	36.0	45.89727226135823	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2070_BL_ADL_F__SRR17643103__R2__6df604134bcb52affd4c09794b7eb4ae	CN_16_RG_2070_BL_ADL_F__SRR17643103__R2__6df604134bcb52affd4c09794b7eb4ae.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3627001.0	0.0	150.0	38.0	40.02801726323783	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2072_BL_ADL_M__SRR17643100__R1__22e9f3bacfc0f453658f23f0b2c2d824	CN_16_RG_2072_BL_ADL_M__SRR17643100__R1__22e9f3bacfc0f453658f23f0b2c2d824.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25053961.0	0.0	150.0	37.0	25.158169142744292	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2072_BL_ADL_M__SRR17643100__R2__1bc01611deebc22adfe8e573e00d9b3c	CN_16_RG_2072_BL_ADL_M__SRR17643100__R2__1bc01611deebc22adfe8e573e00d9b3c.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25053961.0	0.0	150.0	38.0	22.273519764971763	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2072_BL_ADL_M__SRR17643101__R1__131ecfc11dae172e30354139d73fc55e	CN_16_RG_2072_BL_ADL_M__SRR17643101__R1__131ecfc11dae172e30354139d73fc55e.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3738953.0	0.0	150.0	37.0	45.4409278571967	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2072_BL_ADL_M__SRR17643101__R2__aca4791e8f0e709fecf04f27efa04267	CN_16_RG_2072_BL_ADL_M__SRR17643101__R2__aca4791e8f0e709fecf04f27efa04267.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3738953.0	0.0	150.0	38.0	38.94624373284693	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2074_BL_ADL_M__SRR17643097__R1__56db441924427b03e45a3f4f3ecc322e	CN_16_RG_2074_BL_ADL_M__SRR17643097__R1__56db441924427b03e45a3f4f3ecc322e.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4384382.0	0.0	150.0	36.0	44.25334417567727	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2074_BL_ADL_M__SRR17643097__R2__bf2d1c2f43803df3d8f956be4b06b1ae	CN_16_RG_2074_BL_ADL_M__SRR17643097__R2__bf2d1c2f43803df3d8f956be4b06b1ae.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4384382.0	0.0	150.0	37.0	37.800299071976205	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2074_BL_ADL_M__SRR17643163__R1__c7d82dcdc159b4bf3d3db18ca58dd41d	CN_16_RG_2074_BL_ADL_M__SRR17643163__R1__c7d82dcdc159b4bf3d3db18ca58dd41d.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22809995.0	0.0	150.0	36.0	26.0037007651512	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_16_RG_2074_BL_ADL_M__SRR17643163__R2__7ca3a5fdd2f04f654e9fa89507d14a2d	CN_16_RG_2074_BL_ADL_M__SRR17643163__R2__7ca3a5fdd2f04f654e9fa89507d14a2d.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22809995.0	0.0	150.0	37.0	23.26895785440781	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_1705_BL_ADL_M__SRR17643019__R1__7c8a9557482918777b20c944a452286d	CN_17_RG_1705_BL_ADL_M__SRR17643019__R1__7c8a9557482918777b20c944a452286d.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16382194.0	0.0	150.0	37.0	28.3234820582554	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
CN_17_RG_1705_BL_ADL_M__SRR17643019__R2__96189599530e6c3d245613e814e659b2	CN_17_RG_1705_BL_ADL_M__SRR17643019__R2__96189599530e6c3d245613e814e659b2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16382194.0	0.0	150.0	37.0	25.248680889534814	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
