Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
CN_16_RG_2023_BL_ADL_M__SRR17643044__R1__699d3c295b0eb76921ba61523ead2f14_val_1	CN_16_RG_2023_BL_ADL_M__SRR17643044__R1__699d3c295b0eb76921ba61523ead2f14_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21581196.0	0.0	20-150	34.0	26.09916839822743	120.5833293020461	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2023_BL_ADL_M__SRR17643044__R2__8523f23d50253e57f0521da4a0cf05bd_val_2	CN_16_RG_2023_BL_ADL_M__SRR17643044__R2__8523f23d50253e57f0521da4a0cf05bd_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21581196.0	0.0	20-148	34.0	22.85235006992554	118.83136050476536	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2023_BL_ADL_M__SRR17643045__R1__f01d3e3480bc91c04c7318057be4b926_val_1	CN_16_RG_2023_BL_ADL_M__SRR17643045__R1__f01d3e3480bc91c04c7318057be4b926_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3688448.0	0.0	20-150	33.0	45.51192630968916	120.25120402944545	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2023_BL_ADL_M__SRR17643045__R2__6da278535e94968e168024ce6cc4f81a_val_2	CN_16_RG_2023_BL_ADL_M__SRR17643045__R2__6da278535e94968e168024ce6cc4f81a_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3688448.0	0.0	20-148	34.0	38.75359513893068	118.65661953211757	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2027_BL_ADL_M__SRR17643042__R1__446eb7935d68ad7a2bec215c1af40c15_val_1	CN_16_RG_2027_BL_ADL_M__SRR17643042__R1__446eb7935d68ad7a2bec215c1af40c15_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2893466.0	0.0	20-150	33.0	48.80534688464225	119.16085967486744	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2027_BL_ADL_M__SRR17643042__R2__01046709dd866dc87a8b371a80eda810_val_2	CN_16_RG_2027_BL_ADL_M__SRR17643042__R2__01046709dd866dc87a8b371a80eda810_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2893466.0	0.0	20-148	34.0	41.429845045670646	117.4930643733156	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2027_BL_ADL_M__SRR17643043__R1__c299cfe386524cbcfa621402e2dbd9a2_val_1	CN_16_RG_2027_BL_ADL_M__SRR17643043__R1__c299cfe386524cbcfa621402e2dbd9a2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20709014.0	0.0	20-150	34.0	26.37369030769366	119.19050916668462	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2027_BL_ADL_M__SRR17643043__R2__ca5e537a7b7d24d0a01bdbbb0270b9fd_val_2	CN_16_RG_2027_BL_ADL_M__SRR17643043__R2__ca5e537a7b7d24d0a01bdbbb0270b9fd_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20709014.0	0.0	20-148	34.0	23.144840188582616	117.74138319670845	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2029_BL_ADL_F__SRR17643040__R1__5b04e8c79c2c718520335b70fa2071d5_val_1	CN_16_RG_2029_BL_ADL_F__SRR17643040__R1__5b04e8c79c2c718520335b70fa2071d5_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22497434.0	0.0	20-150	33.0	26.233590458137527	121.80360849152841	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
CN_16_RG_2029_BL_ADL_F__SRR17643040__R2__e6575d1f85390791d9489a9bee3cf71e_val_2	CN_16_RG_2029_BL_ADL_F__SRR17643040__R2__e6575d1f85390791d9489a9bee3cf71e_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22497434.0	0.0	20-148	33.0	23.038870505934277	119.93379880567713	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2029_BL_ADL_F__SRR17643125__R1__3373616e7cdb5c0fc20acb0f6cdc2648_val_1	CN_16_RG_2029_BL_ADL_F__SRR17643125__R1__3373616e7cdb5c0fc20acb0f6cdc2648_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2963783.0	0.0	20-150	33.0	50.12699922101335	122.01799625681097	pass	pass	warn	pass	fail	pass	pass	warn	warn	pass	pass
CN_16_RG_2029_BL_ADL_F__SRR17643125__R2__e50d5353df919a00284488f054b182d4_val_2	CN_16_RG_2029_BL_ADL_F__SRR17643125__R2__e50d5353df919a00284488f054b182d4_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2963783.0	0.0	20-148	33.0	42.738195224136355	119.79627590818896	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2030_BL_ADL_M__SRR17643123__R1__1d93cf920e9e243dbfe3c66e5fa1d8c3_val_1	CN_16_RG_2030_BL_ADL_M__SRR17643123__R1__1d93cf920e9e243dbfe3c66e5fa1d8c3_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2586019.0	0.0	20-150	33.0	51.24974680097771	122.21759507567423	pass	pass	warn	pass	fail	pass	pass	warn	warn	pass	pass
CN_16_RG_2030_BL_ADL_M__SRR17643123__R2__0c986039fd6929a88f2e05cfa6c2704d_val_2	CN_16_RG_2030_BL_ADL_M__SRR17643123__R2__0c986039fd6929a88f2e05cfa6c2704d_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2586019.0	0.0	20-148	33.0	44.29246858237796	120.29331880392216	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2030_BL_ADL_M__SRR17643124__R1__8588b733582e46a2271e463250c015ce_val_1	CN_16_RG_2030_BL_ADL_M__SRR17643124__R1__8588b733582e46a2271e463250c015ce_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19138322.0	0.0	20-150	33.0	27.500566777093	122.31761358179678	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2030_BL_ADL_M__SRR17643124__R2__bf726db77a1c636b77de4d92f4b3af37_val_2	CN_16_RG_2030_BL_ADL_M__SRR17643124__R2__bf726db77a1c636b77de4d92f4b3af37_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19138322.0	0.0	20-148	33.0	24.073001149034557	120.65332498847077	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2031_BL_ADL_F__SRR17643122__R1__dbf00865c5ad84939425de73519ba521_val_1	CN_16_RG_2031_BL_ADL_F__SRR17643122__R1__dbf00865c5ad84939425de73519ba521_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19572197.0	0.0	20-150	34.0	30.332421051789982	120.84291497781265	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2031_BL_ADL_F__SRR17643122__R2__0564a15b87a0f4f7ab178f55d1f918d7_val_2	CN_16_RG_2031_BL_ADL_F__SRR17643122__R2__0564a15b87a0f4f7ab178f55d1f918d7_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19572197.0	0.0	20-148	34.0	24.456717479859282	119.30316427941125	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2033_BL_ADL_M__SRR17643119__R1__81160a9c4913df093c3dfcf887b72706_val_1	CN_16_RG_2033_BL_ADL_M__SRR17643119__R1__81160a9c4913df093c3dfcf887b72706_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3358551.0	0.0	20-150	33.0	49.434425675167674	122.18959843099003	pass	pass	warn	pass	fail	pass	pass	warn	fail	pass	pass
CN_16_RG_2033_BL_ADL_M__SRR17643119__R2__4e2c290632c297940435929f041ecc72_val_2	CN_16_RG_2033_BL_ADL_M__SRR17643119__R2__4e2c290632c297940435929f041ecc72_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3358551.0	0.0	20-148	33.0	41.30628101907273	120.55685978864099	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2033_BL_ADL_M__SRR17643120__R1__f5908ae7ad441619d5818b8704570971_val_1	CN_16_RG_2033_BL_ADL_M__SRR17643120__R1__f5908ae7ad441619d5818b8704570971_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16240920.0	0.0	20-150	33.0	29.212140679861353	122.34844787117972	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
CN_16_RG_2033_BL_ADL_M__SRR17643120__R2__72fd4c71767ce93374287f8732c3283d_val_2	CN_16_RG_2033_BL_ADL_M__SRR17643120__R2__72fd4c71767ce93374287f8732c3283d_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16240920.0	0.0	20-148	33.0	25.50580934899147	120.82999362105103	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2044_BL_ADL_F__SRR17643117__R1__018d0d4074b80258bce4ee7dba7196ac_val_1	CN_16_RG_2044_BL_ADL_F__SRR17643117__R1__018d0d4074b80258bce4ee7dba7196ac_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13107437.0	0.0	20-150	33.0	35.955254316221634	121.7585622574421	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2044_BL_ADL_F__SRR17643117__R2__b35987223db093c04fbf4bfb2db1614f_val_2	CN_16_RG_2044_BL_ADL_F__SRR17643117__R2__b35987223db093c04fbf4bfb2db1614f_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13107437.0	0.0	20-148	34.0	27.822583929718782	118.06109569704589	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2044_BL_ADL_F__SRR17643118__R1__9d60dd8a723ce0fc501c7ccfed55bb99_val_1	CN_16_RG_2044_BL_ADL_F__SRR17643118__R1__9d60dd8a723ce0fc501c7ccfed55bb99_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3435450.0	0.0	20-150	33.0	48.32719576773996	119.38994804174126	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2044_BL_ADL_F__SRR17643118__R2__2df36e428d7ef7b0ee20a2ace1ab91f1_val_2	CN_16_RG_2044_BL_ADL_F__SRR17643118__R2__2df36e428d7ef7b0ee20a2ace1ab91f1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3435450.0	0.0	20-148	34.0	41.57782923360204	117.86509627559708	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2050_BL_ADL_M__SRR17777320__R1__6cce2c1fa487d06beb473209ee6867a3_val_1	CN_16_RG_2050_BL_ADL_M__SRR17777320__R1__6cce2c1fa487d06beb473209ee6867a3_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20924068.0	0.0	20-150	33.0	32.308901477562756	120.01384534785493	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2050_BL_ADL_M__SRR17777320__R2__7abe17ac4593645588fb0620ce44463e_val_2	CN_16_RG_2050_BL_ADL_M__SRR17777320__R2__7abe17ac4593645588fb0620ce44463e_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20924068.0	0.0	20-148	33.0	24.40891138378817	118.56552516460948	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2050_BL_ADL_M__SRR17777321__R1__ac5b2cd742ab4a5b425c3fbe153f8ec3_val_1	CN_16_RG_2050_BL_ADL_M__SRR17777321__R1__ac5b2cd742ab4a5b425c3fbe153f8ec3_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	279103.0	0.0	20-150	33.0	75.12104290775021	117.22329390941695	pass	pass	fail	pass	fail	pass	pass	warn	pass	warn	pass
CN_16_RG_2050_BL_ADL_M__SRR17777321__R2__efddf105a248bc363b2cc4ef191f8725_val_2	CN_16_RG_2050_BL_ADL_M__SRR17777321__R2__efddf105a248bc363b2cc4ef191f8725_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	279103.0	0.0	20-148	33.0	71.15834400916154	115.81230226833821	pass	pass	fail	pass	fail	pass	pass	warn	pass	warn	pass
CN_16_RG_2050_BL_ADL_M__SRR17777322__R1__e468dd52640a659d9f4c1ce39666c7cc_val_1	CN_16_RG_2050_BL_ADL_M__SRR17777322__R1__e468dd52640a659d9f4c1ce39666c7cc_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1643529.0	0.0	20-150	33.0	55.50594298762491	119.21758606023988	pass	pass	fail	pass	fail	pass	pass	warn	warn	warn	pass
CN_16_RG_2050_BL_ADL_M__SRR17777322__R2__295f5fdfcfad72d9ded2c0d9243e37ae_val_2	CN_16_RG_2050_BL_ADL_M__SRR17777322__R2__295f5fdfcfad72d9ded2c0d9243e37ae_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1643529.0	0.0	20-148	33.0	50.517701170562944	117.76975520358936	pass	pass	warn	pass	fail	pass	pass	warn	warn	warn	pass
CN_16_RG_2054_BL_ADL_F__SRR17643115__R1__40ca6761181378874655bb4ffc67de56_val_1	CN_16_RG_2054_BL_ADL_F__SRR17643115__R1__40ca6761181378874655bb4ffc67de56_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18998128.0	0.0	20-150	34.0	27.165975411721483	120.49475906257712	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2054_BL_ADL_F__SRR17643115__R2__7e9b718625b3f517b91aaa02cb82c4fa_val_2	CN_16_RG_2054_BL_ADL_F__SRR17643115__R2__7e9b718625b3f517b91aaa02cb82c4fa_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18998128.0	0.0	20-148	34.0	23.839041993208156	118.73752303384839	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2054_BL_ADL_F__SRR17643116__R1__493531dcfdd77195c1286a4c2c426c7b_val_1	CN_16_RG_2054_BL_ADL_F__SRR17643116__R1__493531dcfdd77195c1286a4c2c426c7b_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3531784.0	0.0	20-150	34.0	45.783012629425556	120.21778483621875	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2054_BL_ADL_F__SRR17643116__R2__231489260b566495e241bd72ebb45e4e_val_2	CN_16_RG_2054_BL_ADL_F__SRR17643116__R2__231489260b566495e241bd72ebb45e4e_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3531784.0	0.0	20-148	34.0	39.33333866806964	118.58310077853005	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2058_BL_ADL_F__SRR17643113__R1__10e93fb99f8726b5bd21cd78029e491f_val_1	CN_16_RG_2058_BL_ADL_F__SRR17643113__R1__10e93fb99f8726b5bd21cd78029e491f_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17824533.0	0.0	20-150	34.0	28.62541107245774	120.28829518282471	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2058_BL_ADL_F__SRR17643113__R2__7c261ea80802c9e1024b59b3c3f228fa_val_2	CN_16_RG_2058_BL_ADL_F__SRR17643113__R2__7c261ea80802c9e1024b59b3c3f228fa_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17824533.0	0.0	20-148	34.0	24.76968357887708	118.57609711289491	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2058_BL_ADL_F__SRR17643114__R1__c2dc561a0c87f26d5b53620b0460ca7f_val_1	CN_16_RG_2058_BL_ADL_F__SRR17643114__R1__c2dc561a0c87f26d5b53620b0460ca7f_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3683904.0	0.0	20-150	34.0	46.83271016031975	119.99979206841438	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2058_BL_ADL_F__SRR17643114__R2__43a107cfc317232fae92ffef2cbe4e82_val_2	CN_16_RG_2058_BL_ADL_F__SRR17643114__R2__43a107cfc317232fae92ffef2cbe4e82_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3683904.0	0.0	20-148	34.0	39.87088512454323	118.3981173233613	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2059_BL_ADL_M__SRR17643111__R1__afd1352d1f92ff67c54ef554e1157ff7_val_1	CN_16_RG_2059_BL_ADL_M__SRR17643111__R1__afd1352d1f92ff67c54ef554e1157ff7_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18536362.0	0.0	20-150	33.0	28.46427794478456	119.68362961405263	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2059_BL_ADL_M__SRR17643111__R2__503c2ab5fe5a41357d7e8b0b123daf8c_val_2	CN_16_RG_2059_BL_ADL_M__SRR17643111__R2__503c2ab5fe5a41357d7e8b0b123daf8c_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18536362.0	0.0	20-148	33.0	25.09255231465421	117.98430182794229	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2059_BL_ADL_M__SRR17643112__R1__c77da0ecdef2a14add742e2a2dd03a39_val_1	CN_16_RG_2059_BL_ADL_M__SRR17643112__R1__c77da0ecdef2a14add742e2a2dd03a39_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3743560.0	0.0	20-150	33.0	46.54994180984025	119.49589561807477	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2059_BL_ADL_M__SRR17643112__R2__33ecb327db6f2c66c76812117f23c4fe_val_2	CN_16_RG_2059_BL_ADL_M__SRR17643112__R2__33ecb327db6f2c66c76812117f23c4fe_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3743560.0	0.0	20-148	34.0	39.834976521650916	117.90800468003718	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2063_BL_ADL_F__SRR17643108__R1__a536a1f093a7860d881e2b323ea5b135_val_1	CN_16_RG_2063_BL_ADL_F__SRR17643108__R1__a536a1f093a7860d881e2b323ea5b135_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16138729.0	0.0	20-150	33.0	29.08571534063087	121.95683966190894	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2063_BL_ADL_F__SRR17643108__R2__55f3caf8c2b668bb64f48a1ad5c22fcb_val_2	CN_16_RG_2063_BL_ADL_F__SRR17643108__R2__55f3caf8c2b668bb64f48a1ad5c22fcb_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16138729.0	0.0	20-148	33.0	25.92137337126853	120.09293253514574	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2063_BL_ADL_F__SRR17643109__R1__17c45d609f814a7eb1b2a053ee8397ff_val_1	CN_16_RG_2063_BL_ADL_F__SRR17643109__R1__17c45d609f814a7eb1b2a053ee8397ff_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2953387.0	0.0	20-150	33.0	48.91036268086269	121.66222577670993	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2063_BL_ADL_F__SRR17643109__R2__5901516a456643396b0e35467b47a420_val_2	CN_16_RG_2063_BL_ADL_F__SRR17643109__R2__5901516a456643396b0e35467b47a420_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2953387.0	0.0	20-148	33.0	42.99784663026197	119.93660634383507	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2066_BL_ADL_M__SRR17643107__R1__eb787feee7a53f56ad5cfc5ec2bfd413_val_1	CN_16_RG_2066_BL_ADL_M__SRR17643107__R1__eb787feee7a53f56ad5cfc5ec2bfd413_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25420101.0	0.0	20-150	34.0	27.88738262275285	122.86946031410339	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2066_BL_ADL_M__SRR17643107__R2__090965b406cc4d3bc377baa7cb46e1c6_val_2	CN_16_RG_2066_BL_ADL_M__SRR17643107__R2__090965b406cc4d3bc377baa7cb46e1c6_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25420101.0	0.0	20-148	33.0	22.05260078067069	121.11269884411553	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2068_BL_ADL_F__SRR17643105__R1__d203dba49667f97977b64705812d4f42_val_1	CN_16_RG_2068_BL_ADL_F__SRR17643105__R1__d203dba49667f97977b64705812d4f42_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24173506.0	0.0	20-150	33.0	26.90552901083133	120.71318529467757	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2068_BL_ADL_F__SRR17643105__R2__8ec12c5147b4e6b3fbfc0b62fe0c86d9_val_2	CN_16_RG_2068_BL_ADL_F__SRR17643105__R2__8ec12c5147b4e6b3fbfc0b62fe0c86d9_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24173506.0	0.0	20-148	33.0	23.823148563059014	119.3390982259669	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2068_BL_ADL_F__SRR17643106__R1__73449abaa1ad16a82e2aba4caac1eafc_val_1	CN_16_RG_2068_BL_ADL_F__SRR17643106__R1__73449abaa1ad16a82e2aba4caac1eafc_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3667905.0	0.0	20-150	33.0	47.72780723914103	120.3449380504675	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2068_BL_ADL_F__SRR17643106__R2__1be34d7f493abd80154ac4f786c09d40_val_2	CN_16_RG_2068_BL_ADL_F__SRR17643106__R2__1be34d7f493abd80154ac4f786c09d40_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3667905.0	0.0	20-148	33.0	40.98719547964113	119.20089260763297	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2069_BL_ADL_M__SRR17643104__R1__0f4bf439679adeab09b193197e7c8310_val_1	CN_16_RG_2069_BL_ADL_M__SRR17643104__R1__0f4bf439679adeab09b193197e7c8310_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19800947.0	0.0	20-150	34.0	30.063281550244135	120.19553443580249	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2069_BL_ADL_M__SRR17643104__R2__792fd53a1aebedf377f6a5384a729d49_val_2	CN_16_RG_2069_BL_ADL_M__SRR17643104__R2__792fd53a1aebedf377f6a5384a729d49_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19800947.0	0.0	20-148	34.0	24.325161277455194	118.72988594939424	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2070_BL_ADL_F__SRR17643102__R1__55b872714a635817e964db30c2e8c21c_val_1	CN_16_RG_2070_BL_ADL_F__SRR17643102__R1__55b872714a635817e964db30c2e8c21c_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20269658.0	0.0	20-150	34.0	27.689102881645393	120.26239737246676	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2070_BL_ADL_F__SRR17643102__R2__594921f086a06a6d0e83ff4b30baf02b_val_2	CN_16_RG_2070_BL_ADL_F__SRR17643102__R2__594921f086a06a6d0e83ff4b30baf02b_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20269658.0	0.0	20-148	34.0	24.13409574867	118.74003379830089	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2070_BL_ADL_F__SRR17643103__R1__38d2c886c50c07566937d334428ec61f_val_1	CN_16_RG_2070_BL_ADL_F__SRR17643103__R1__38d2c886c50c07566937d334428ec61f_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3618930.0	0.0	20-150	33.0	46.874365548581906	119.9455957976529	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2070_BL_ADL_F__SRR17643103__R2__6df604134bcb52affd4c09794b7eb4ae_val_2	CN_16_RG_2070_BL_ADL_F__SRR17643103__R2__6df604134bcb52affd4c09794b7eb4ae_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3618930.0	0.0	20-148	34.0	40.13151754921018	118.62054668092503	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2072_BL_ADL_M__SRR17643100__R1__22e9f3bacfc0f453658f23f0b2c2d824_val_1	CN_16_RG_2072_BL_ADL_M__SRR17643100__R1__22e9f3bacfc0f453658f23f0b2c2d824_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24994193.0	0.0	20-150	34.0	25.99687464217923	119.7412794243847	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2072_BL_ADL_M__SRR17643100__R2__1bc01611deebc22adfe8e573e00d9b3c_val_2	CN_16_RG_2072_BL_ADL_M__SRR17643100__R2__1bc01611deebc22adfe8e573e00d9b3c_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24994193.0	0.0	20-148	34.0	22.490310502518675	118.1662020854204	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2072_BL_ADL_M__SRR17643101__R1__131ecfc11dae172e30354139d73fc55e_val_1	CN_16_RG_2072_BL_ADL_M__SRR17643101__R1__131ecfc11dae172e30354139d73fc55e_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3730904.0	0.0	20-150	34.0	46.47092005073467	119.44432019692815	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2072_BL_ADL_M__SRR17643101__R2__aca4791e8f0e709fecf04f27efa04267_val_2	CN_16_RG_2072_BL_ADL_M__SRR17643101__R2__aca4791e8f0e709fecf04f27efa04267_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3730904.0	0.0	20-148	34.0	39.20379996597169	117.99771931950005	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2074_BL_ADL_M__SRR17643097__R1__56db441924427b03e45a3f4f3ecc322e_val_1	CN_16_RG_2074_BL_ADL_M__SRR17643097__R1__56db441924427b03e45a3f4f3ecc322e_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4373564.0	0.0	20-150	33.0	45.21617836601845	121.82372019707498	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
CN_16_RG_2074_BL_ADL_M__SRR17643097__R2__bf2d1c2f43803df3d8f956be4b06b1ae_val_2	CN_16_RG_2074_BL_ADL_M__SRR17643097__R2__bf2d1c2f43803df3d8f956be4b06b1ae_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4373564.0	0.0	20-148	33.0	38.025718241369034	120.1441508572871	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
