Sample	Unique Reads	Duplicate Reads
DE_06_R_U085067_BL_ADL_F__SRR17643235__R1__05710342cf7e8b7d57e35046a899c7c4_val_1	7290930.0	19966351.0
DE_06_R_U085067_BL_ADL_F__SRR17643235__R2__703366d07da6c4f08d6b616d5fea8d0d_val_2	6026357.0	21230924.0
DE_06_R_U149791_BL_ADL_M__SRR17643234__R1__44c08baad7f4ad8d3cb6b7e6a01c8e05_val_1	7104465.0	19469197.0
DE_06_R_U149791_BL_ADL_M__SRR17643234__R2__9836c3f9a947e775f8db4a333f060c27_val_2	5780819.0	20792843.0
DE_06_R_U168348_BL_CHK_U__SRR17643231__R1__2f999eab6cd68b59d28d513c5aead658_val_1	6602187.0	18917927.0
DE_06_R_U168348_BL_CHK_U__SRR17643231__R2__3bf17458e65c6c5dc364ba36b687f853_val_2	5596290.0	19923824.0
DE_07_R_U149791_BL_ADL_M__SRR17643233__R1__940be4085e6b0d9c7f984db0a5dd2bb8_val_1	9248932.0	13704152.0
DE_07_R_U149791_BL_ADL_M__SRR17643233__R2__cdbb3a5f74c29843b0f198fcee281821_val_2	8798445.0	14154639.0
DE_07_R_U150702_BL_ADL_M__SRR17643232__R1__6dd25ba4ebba2668ad4f279698d46c9d_val_1	7584323.0	20112825.0
DE_07_R_U150702_BL_ADL_M__SRR17643232__R2__0a1143dc24a2ff8a7eb1d7da32f81e7a_val_2	6304497.0	21392651.0
DE_07_R_U170608_BL_YRL_M__SRR17643230__R1__0c0141d8d5e918972aa448cee61b4ef9_val_1	7243883.0	16123234.0
DE_07_R_U170608_BL_YRL_M__SRR17643230__R2__ff1a078e9637f887349ec6ecb52c0cc1_val_2	6177860.0	17189257.0
DE_07_R_ZD007779_BL_CHK_F__SRR17643027__R1__f11b8c27f0d28aa161cc9c80d764b434_val_1	7441515.0	19468157.0
DE_07_R_ZD007779_BL_CHK_F__SRR17643027__R2__ad0d5a74af4cb090fd1253c1c6595a49_val_2	5819167.0	21090505.0
DE_08_R_90037526_BL_CHK_U__SRR17643132__R1__55975549d33d42d135a1a18acee3dfcc_val_1	6890341.0	18028801.0
DE_08_R_90037526_BL_CHK_U__SRR17643132__R2__54a42f90cadadda50fab6b5c465d3a21_val_2	5932993.0	18986149.0
DE_08_R_90039469_BL_CHK_U__SRR17643131__R1__37c1019ab29bc6cad3d8f25bb8dbbefe_val_1	6793921.0	16846166.0
DE_08_R_90039469_BL_CHK_U__SRR17643131__R2__cbf8bb14c093e1b07ac827be8c6f84bf_val_2	5804355.0	17835732.0
DE_08_R_U170608_BL_ADL_M__SRR17643229__R1__6bf267b2c367aeafeec6ce33515606cf_val_1	6853577.0	20109601.0
DE_08_R_U170608_BL_ADL_M__SRR17643229__R2__5a329ed5dba17afb146bf5fd3fe7c55b_val_2	5803261.0	21159917.0
DE_08_R_U184095_BL_ADL_F__SRR17643228__R1__936930d54f4e0563f5763e60bf2d15fb_val_1	7307262.0	17643421.0
DE_08_R_U184095_BL_ADL_F__SRR17643228__R2__51c6cee9f87b6d8c8d65e6c5b032526e_val_2	5993304.0	18957379.0
DE_08_R_U240585_BL_YRL_F__SRR17643226__R1__d6a707af3ffcb31969287144922d8ca4_val_1	6090929.0	12431711.0
DE_08_R_U240585_BL_YRL_F__SRR17643226__R2__ae0ba94f2606de359204c6dd4878d219_val_2	4695004.0	13827636.0
DE_08_R_U240585_BL_YRL_F__SRR17643227__R1__439b8a36e4067f0457eb4f5814facd68_val_1	1840675.0	2224713.0
DE_08_R_U240585_BL_YRL_F__SRR17643227__R2__a777a288af43d834719716f046587dcd_val_2	1585023.0	2480365.0
DE_08_R_ZD007739_BL_YRL_M__SRR17643029__R1__87b4f5db97265fddc209f33b5597b539_val_1	173208001.0	316615551.0
DE_08_R_ZD007739_BL_YRL_M__SRR17643029__R2__b6edd31c238c904aa73a9767e0c0853a_val_2	147541241.0	342282311.0
DE_08_R_ZD007739_BL_YRL_M__SRR17777314__R1__ec0829e7eb76f8e01109ee90df9933ce_val_1	10483325.0	10939446.0
DE_08_R_ZD007739_BL_YRL_M__SRR17777314__R2__3868a3225369b9a45108868e83766061_val_2	6580832.0	14841939.0
DE_08_R_ZD007739_BL_YRL_M__SRR17777315__R1__4aeb8415b8ed765e1def6b9960b4e31d_val_1	1774153.0	1772090.0
DE_08_R_ZD007739_BL_YRL_M__SRR17777315__R2__f24fe1928a19c6430921c208d04a62d8_val_2	1559440.0	1986803.0
DE_08_R_ZD007739_BL_YRL_M__SRR17777316__R1__d8e26079d2384d1f0432756348475162_val_1	1660807.0	1563342.0
DE_08_R_ZD007739_BL_YRL_M__SRR17777316__R2__c55537739c710bef531a7e7399f57c21_val_2	1491619.0	1732530.0
DE_08_R_ZD007779_BL_YRL_F__SRR17643026__R1__dd023d2c4bb33c293e2039b21aee8d36_val_1	8144268.0	21064322.0
DE_08_R_ZD007779_BL_YRL_F__SRR17643026__R2__e3a74ed146facd87ae0d139a9bb0b01a_val_2	6408421.0	22800169.0
DE_09_R_U240585_BL_ADL_F__SRR17643224__R1__56b3f7ff1354199502017413cf7ec4e6_val_1	6751763.0	18320632.0
DE_09_R_U240585_BL_ADL_F__SRR17643224__R2__220025749dfe96014d76cefea3c5a4b9_val_2	5784083.0	19288312.0
DE_09_R_U241924_BL_ADL_F__SRR17643223__R1__34a7531b2ff36347512da4b5647f69db_val_1	7022285.0	19303951.0
DE_09_R_U241924_BL_ADL_F__SRR17643223__R2__ce1f1a68a890bc17ca4c791a96249580_val_2	5719377.0	20606859.0
DE_09_R_ZD007739_BL_ADL_M__SRR17643028__R1__d7286b2ea07222521de2e5264ad61c42_val_1	7208216.0	20767358.0
DE_09_R_ZD007739_BL_ADL_M__SRR17643028__R2__66439abc2f4663e739f23c816690d205_val_2	6045819.0	21929755.0
DE_19_R_19DE043_BL_ADL_M__SRR17643067__R1__1b37b6550c557cceaa9b9198f7ec7d3c_val_1	8953087.0	19997144.0
DE_19_R_19DE043_BL_ADL_M__SRR17643067__R2__cb79d3e1b308741142d6f752419dfdc4_val_2	5772616.0	23177615.0
DE_19_R_19DE044_BL_ADL_F__SRR17643066__R1__ad79a43c687e15ed02a5637394240fa3_val_1	8780064.0	19234173.0
DE_19_R_19DE044_BL_ADL_F__SRR17643066__R2__9c5108a2923922bd007f39c371130932_val_2	5829660.0	22184577.0
DE_19_R_19DE054_BL_ADL_M__SRR17643065__R1__7c1f8d71e72bc6616de60697819d555d_val_1	7584834.0	23196135.0
DE_19_R_19DE054_BL_ADL_M__SRR17643065__R2__dd7143c7cc2adc0ed9f3b3fadb9b8087_val_2	6453190.0	24327779.0
DE_19_R_19DE057_BL_ADL_F__SRR17643064__R1__8d55184eac4dd1eb376af8106b199884_val_1	6831726.0	18956075.0
DE_19_R_19DE057_BL_ADL_F__SRR17643064__R2__95674fd75844c68d21000cd665bcdfad_val_2	5789632.0	19998169.0
DE_19_R_19DE108_BL_ADL_M__SRR17643063__R1__e79f88f8d42ea42721e1b8eb873df071_val_1	8281634.0	18054792.0
DE_19_R_19DE108_BL_ADL_M__SRR17643063__R2__392bc251ecbb0b631bacfc36a452694b_val_2	5480052.0	20856374.0
DE_19_R_19DE110_BL_ADL_F__SRR17643062__R1__c4eb351aa1b150227f670c33a744575b_val_1	8781843.0	19115093.0
DE_19_R_19DE110_BL_ADL_F__SRR17643062__R2__d4c7744d21cada91afd41ef82b1bb243_val_2	5628380.0	22268556.0
DE_20_R_20DE008_BL_ADL_F__SRR17643259__R1__07cc622bdc794b70f452c5fbee9a1c16_val_1	7194565.0	20741141.0
DE_20_R_20DE008_BL_ADL_F__SRR17643259__R2__ee35f907e540af00dcee34b1f717d84f_val_2	5864389.0	22071317.0
DE_20_R_20DE071_BL_ADL_M__SRR17643258__R1__0bd8241392428447f4cdfb842353ce5c_val_1	7208028.0	21144038.0
DE_20_R_20DE071_BL_ADL_M__SRR17643258__R2__8cdac1c34c69fb3aa1652659871b353b_val_2	5954802.0	22397264.0
DE_20_R_20DE078_BL_ADL_M__SRR17643257__R1__a0d88e9fdcf96063dbc4096f783f8918_val_1	6860443.0	19638909.0
DE_20_R_20DE078_BL_ADL_M__SRR17643257__R2__dcb70333885983559618d02f438d8c55_val_2	5559587.0	20939765.0
DE_20_R_20DE139_BL_ADL_F__SRR17643256__R1__9ee71c866a868115e51f179a63560eef_val_1	6190679.0	16148175.0
DE_20_R_20DE139_BL_ADL_F__SRR17643256__R2__f5de5f4433496c965a9a348f84c83a70_val_2	5313582.0	17025272.0
DE_20_R_20DE145_BL_ADL_M__SRR17643255__R1__b1bad1738e1f532f23075c9066ee956d_val_1	8044538.0	20912580.0
DE_20_R_20DE145_BL_ADL_M__SRR17643255__R2__4a89456f29981317500676873ee0ae3e_val_2	5784602.0	23172516.0
EG_15_S_1602_BL_ADL_U__SRR17643236__R1__67b97a71436ca90c29a81b529e19df8c_val_1	4746553.0	8930207.0
EG_15_S_1602_BL_ADL_U__SRR17643236__R2__7fe74f22c87dfabced4e0237f9f4134a_val_2	3726747.0	9950013.0
EG_15_S_1602_BL_ADL_U__SRR17643247__R1__5e06e72bfec4e1523a130d0abdeee8be_val_1	1683642.0	1916808.0
EG_15_S_1602_BL_ADL_U__SRR17643247__R2__1bc84380ef4a56fb1f9d0964d19f4fbc_val_2	1456090.0	2144360.0
EG_15_S_1603_BL_ADL_U__SRR17643214__R1__890e6061321190e4d06001490ed84a97_val_1	5051942.0	10209751.0
EG_15_S_1603_BL_ADL_U__SRR17643214__R2__e018b7ba70de51bf3c67568bdcee5ebd_val_2	3835557.0	11426136.0
EG_15_S_1603_BL_ADL_U__SRR17643225__R1__a3b221ad7b1daf08e344f4206f171e3a_val_1	1371581.0	1455602.0
EG_15_S_1603_BL_ADL_U__SRR17643225__R2__4961d903a6e5709686ae178532ba5db2_val_2	1196606.0	1630577.0
EG_15_S_1605_BL_ADL_U__SRR17643203__R1__8f98d91dea712a0ee6823e5b1bf672e8_val_1	7995638.0	20154384.0
EG_15_S_1605_BL_ADL_U__SRR17643203__R2__59f33fc37f0bf4e5b4ec32c2668da7e6_val_2	6278937.0	21871085.0
EG_15_S_1608_BL_ADL_U__SRR17643086__R1__221acfabdb9c2d6eac2d9640fbfe2089_val_1	5047231.0	9837616.0
EG_15_S_1608_BL_ADL_U__SRR17643086__R2__19fd576244395a35dcb5918a7d8694aa_val_2	3865488.0	11019359.0
EG_15_S_1608_BL_ADL_U__SRR17643098__R1__68e7c8337a94a62a86470db26daf0f22_val_1	1429863.0	1516973.0
EG_15_S_1608_BL_ADL_U__SRR17643098__R2__6fffb59a28ab0d559c40667ae8c45050_val_2	1250308.0	1696528.0
EG_15_S_1609_BL_ADL_U__SRR17643075__R1__30f9a10009580faa78e87644c5e2c33e_val_1	1459070.0	1564053.0
EG_15_S_1609_BL_ADL_U__SRR17643075__R2__fa2e354ed67f7ded467e1934822a48e9_val_2	1274717.0	1748406.0
EG_15_S_1609_BL_ADL_U__SRR17643186__R1__e0eaad7ce04b69c0e2d02d8a14d2392c_val_1	4670690.0	8884980.0
EG_15_S_1609_BL_ADL_U__SRR17643186__R2__2b6f350c7e470dbd713bf585a38c7c32_val_2	3586751.0	9968919.0
EG_15_S_1610_BL_ADL_U__SRR17643164__R1__67f96fcb7b39e3fce8ff1f1d73501756_val_1	4720696.0	9250337.0
EG_15_S_1610_BL_ADL_U__SRR17643164__R2__4211c82f54392376ae6dfe0312e9b4d7_val_2	3741452.0	10229581.0
EG_15_S_1610_BL_ADL_U__SRR17643175__R1__32bae611a8b9073819c32d28c36cb1f5_val_1	1621628.0	1834443.0
EG_15_S_1610_BL_ADL_U__SRR17643175__R2__2344e2cf49c676fb6e0a74616bec7aaf_val_2	1398552.0	2057519.0
EG_15_S_1611_BL_ADL_U__SRR17643025__R1__6541511f0b44d5574a27fe54ddc85ceb_val_1	4427648.0	8214339.0
EG_15_S_1611_BL_ADL_U__SRR17643025__R2__fe4f18895a521948d75c6981c4b3579c_val_2	3466937.0	9175050.0
EG_15_S_1611_BL_ADL_U__SRR17643030__R1__b0b915f6a9fcc79e26288f21380e6142_val_1	1457259.0	1556054.0
EG_15_S_1611_BL_ADL_U__SRR17643030__R2__7011ff1a8b81672a138c05dca6d50793_val_2	1280612.0	1732701.0
EG_15_S_1612_BL_ADL_U__SRR17643023__R1__5a0e636be124b6000747341b9c481dcd_val_1	3870294.0	6585804.0
EG_15_S_1612_BL_ADL_U__SRR17643023__R2__ae26004c7ba7fe8831bba2436915658f_val_2	3073363.0	7382735.0
EG_15_S_1612_BL_ADL_U__SRR17643024__R1__bf9326dfe9811282774513c64e7d0899_val_1	1437053.0	1488184.0
EG_15_S_1612_BL_ADL_U__SRR17643024__R2__58e1f2f2c704d0d066f6b77599696cfe_val_2	1250794.0	1674443.0
FI_18_R_18FI002_BL_ADL_M__SRR17643016__R1__8ceb7d2dddb00fbf82e0e73a8ef485ec_val_1	6057849.0	15927634.0
FI_18_R_18FI002_BL_ADL_M__SRR17643016__R2__ef8355263ad0998fc00b1ee87d7b6a94_val_2	5136855.0	16848628.0
FI_18_R_18FI020_BL_ADL_F__SRR17643015__R1__5f9e56d99128b818b096e88f96237234_val_1	7263104.0	21637440.0
FI_18_R_18FI020_BL_ADL_F__SRR17643015__R2__3e55da25b09e6082e664816e7125a04f_val_2	5922737.0	22977807.0
FI_18_R_18FI082_BL_ADL_M__SRR17643014__R1__f7cae2daa17f2abeb35a884093518118_val_1	6468758.0	18319474.0
FI_18_R_18FI082_BL_ADL_M__SRR17643014__R2__25e4b45b91445b622ab7fa7fedd48121_val_2	5454311.0	19333921.0
FI_19_R_19FI037_BL_ADL_M__SRR17643061__R1__206464b003f521019877ca1103f4640e_val_1	7581295.0	22856330.0
FI_19_R_19FI037_BL_ADL_M__SRR17643061__R2__5b2f158a3487c49f4f6613a13c71b00c_val_2	6350562.0	24087063.0
FI_19_R_19FI052_BL_ADL_F__SRR17643060__R1__f019dbb227c82fd35d4f3747ce20e428_val_1	7218298.0	21461023.0
FI_19_R_19FI052_BL_ADL_F__SRR17643060__R2__261799d72819e7e6a1db70dda7f354f0_val_2	6046070.0	22633251.0
FI_19_R_19FI067_BL_ADL_M__SRR17643059__R1__159f90595c58c8d4e052e5a37b00eb77_val_1	8500778.0	22393342.0
FI_19_R_19FI067_BL_ADL_M__SRR17643059__R2__bca933cc2343c2dbd2d4748540fc6aa4_val_2	6144521.0	24749599.0
FI_19_R_19FI092_BL_ADL_M__SRR17643057__R1__96076ffa9c95e658ab83bdec0b1aa06f_val_1	8476591.0	18269922.0
FI_19_R_19FI092_BL_ADL_M__SRR17643057__R2__29b76c63ad523a8f0bd75b4ed370d7fd_val_2	5489596.0	21256917.0
FI_19_R_19FI106_BL_ADL_M__SRR17643056__R1__5bc8b3cd4f7fe631ebfd21cdfae53f56_val_1	6635603.0	18364944.0
FI_19_R_19FI106_BL_ADL_M__SRR17643056__R2__17481309fc1a6ad9c0e2abea0c4ddf7e_val_2	5675618.0	19324929.0
IL_15_TV_X242014_BL_ADL_F__SRR17643168__R1__818def9d5d145c163d3fc153d04bf16a_val_1	10084674.0	28096370.0
IL_15_TV_X242014_BL_ADL_F__SRR17643168__R2__06f90316343887828b326fa87131c62a_val_2	7383759.0	30797285.0
IL_15_TV_X242015_BL_ADL_F__SRR17643166__R1__2c62db82fefb65803e0dd0113343619a_val_1	4400656.0	7944321.0
IL_15_TV_X242015_BL_ADL_F__SRR17643166__R2__313c13f22740be5053122ef74b737bf0_val_2	3446844.0	8898133.0
IL_15_TV_X242015_BL_ADL_F__SRR17643167__R1__00a17e54da499fa20a8a94c08ff01ccc_val_1	1293948.0	1262121.0
IL_15_TV_X242015_BL_ADL_F__SRR17643167__R2__c741bfa7dc2aa23c0016d67703a1e0b8_val_2	1146398.0	1409671.0
IL_15_TV_X242018_BL_ADL_M__SRR17643165__R1__48b3779e0fb0c8d4abe59187264d13a7_val_1	7410465.0	20663336.0
IL_15_TV_X242018_BL_ADL_M__SRR17643165__R2__1f8e68cafb63acaccf8fae58f9ba098f_val_2	6285166.0	21788635.0
IL_15_TV_X242019_BL_ADL_F__SRR17643039__R1__e1be66c829d6fabd1631e7df45b6fff5_val_1	4601395.0	8813718.0
IL_15_TV_X242019_BL_ADL_F__SRR17643039__R2__b9d3296dd8c83a8570914397e409906e_val_2	3579618.0	9835495.0
IL_15_TV_X242019_BL_ADL_F__SRR17643041__R1__e276d67405e77f46da71f6c879372802_val_1	1672131.0	1966291.0
IL_15_TV_X242019_BL_ADL_F__SRR17643041__R2__ce02f592abd3e6cfb145615bfe828fe1_val_2	1440965.0	2197457.0
IL_15_TV_X242047_BL_ADL_M__SRR17643037__R1__6102478b11d4aeb870746a152c6ff50f_val_1	5303564.0	10576632.0
IL_15_TV_X242047_BL_ADL_M__SRR17643037__R2__8e8313c8a2cd47d1a958f1bcd0163cfa_val_2	4117275.0	11762921.0
IL_15_TV_X242047_BL_ADL_M__SRR17643038__R1__ef70a6dca61149fd0365207c34f92b20_val_1	1730055.0	2018641.0
IL_15_TV_X242047_BL_ADL_M__SRR17643038__R2__b8b945432dcf7ac9eb8637ab20d76e50_val_2	1499120.0	2249576.0
IL_15_TV_X242048_BL_ADL_F__SRR17643035__R1__cc87eb1ade506de31c131d8a6b6f7f94_val_1	1364677.0	1335870.0
IL_15_TV_X242048_BL_ADL_F__SRR17643035__R2__501671823293ae7ecbebc32acd323887_val_2	1167676.0	1532871.0
IL_15_TV_X242048_BL_ADL_F__SRR17643036__R1__dafb29d22104bf35ad69436c6663acf5_val_1	4286755.0	7757198.0
IL_15_TV_X242048_BL_ADL_F__SRR17643036__R2__3a37b5edf840e25f981618cb692cef1d_val_2	3304185.0	8739768.0
IL_15_TV_X242072_BL_ADL_M__SRR17643033__R1__1dbe8867019bc99328854d5fb0296790_val_1	5402483.0	10723886.0
IL_15_TV_X242072_BL_ADL_M__SRR17643033__R2__c22953623b2a0f207a41acdbc8d879dd_val_2	4172849.0	11953520.0
IL_15_TV_X242072_BL_ADL_M__SRR17643034__R1__d7f55ea1a690cf9bf823e8883ac0cf40_val_1	1741710.0	2052420.0
IL_15_TV_X242072_BL_ADL_M__SRR17643034__R2__626754d6359cc9dcb07f5384227ebd0e_val_2	1510928.0	2283202.0
IL_15_TV_X242077_BL_ADL_M__SRR17643031__R1__0c17322a0bea980bb20366ca92b0c0a4_val_1	5291903.0	10562656.0
IL_15_TV_X242077_BL_ADL_M__SRR17643031__R2__942913ddc8935b2fe8a2930e3dea9ecc_val_2	4095318.0	11759241.0
IL_15_TV_X242077_BL_ADL_M__SRR17643032__R1__5866792e5b93a77dcf84fc225922b7c7_val_1	1674715.0	1917195.0
IL_15_TV_X242077_BL_ADL_M__SRR17643032__R2__de075875466fe374cf78412030959935_val_2	1458984.0	2132926.0
RU_13_RT_VN96011_BL_ADL_F__SRR17643222__R1__10baf97304f33b1b504feaa5a5675044_val_1	5771502.0	14747097.0
RU_13_RT_VN96011_BL_ADL_F__SRR17643222__R2__08d90317e176d734ceebe674969fbb9d_val_2	4912801.0	15605798.0
RU_13_RT_VN96022_BL_ADL_M__SRR17643221__R1__ad92ff284dc52bc0cad8c50e691c27fb_val_1	7061832.0	17618200.0
RU_13_RT_VN96022_BL_ADL_M__SRR17643221__R2__3bbe34a09dbb412158d35802c886dd66_val_2	5752028.0	18928004.0
RU_13_RT_VN96023_BL_ADL_M__SRR17643220__R1__bfb6317a126f8da393c76b210d01838e_val_1	8416123.0	21408437.0
RU_13_RT_VN96023_BL_ADL_M__SRR17643220__R2__e6d2e16efbf4792bc1dd203fe8e8c10b_val_2	6553338.0	23271222.0
RU_13_RT_VN96026_BL_ADL_M__SRR17643218__R1__e27b90a47d9556b37b0f06da1d9fdf06_val_1	1528401.0	1584287.0
RU_13_RT_VN96026_BL_ADL_M__SRR17643218__R2__d92fe8473bc259b5064fc8f68994a224_val_2	1297651.0	1815037.0
RU_13_RT_VN96026_BL_ADL_M__SRR17643219__R1__e9b74ae1c40e87e5dc98c5e2ae4b8735_val_1	6042316.0	15458520.0
RU_13_RT_VN96026_BL_ADL_M__SRR17643219__R2__614c6ef57b82117d5f97fda14b1ac193_val_2	5164754.0	16336082.0
RU_13_RT_VN96034_BL_ADL_M__SRR17643217__R1__2e0dcf5b153e4200ebebf865ed1576ff_val_1	6842199.0	16975546.0
RU_13_RT_VN96034_BL_ADL_M__SRR17643217__R2__3fed0ff746039fe797068f52ececcb9a_val_2	5525716.0	18292029.0
RU_13_RT_VN96035_BL_ADL_F__SRR17643215__R1__e43fb682324ec39ad005903118540dc1_val_1	1757613.0	1929016.0
RU_13_RT_VN96035_BL_ADL_F__SRR17643215__R2__93f0b75f8dbe069cf0cab1cf975a59fd_val_2	1441275.0	2245354.0
RU_13_RT_VN96035_BL_ADL_F__SRR17643216__R1__7eb03ef2de59f51a28db5dce0e6aa75d_val_1	5886897.0	16054034.0
RU_13_RT_VN96035_BL_ADL_F__SRR17643216__R2__a630cf3012a98d2230897e9c1371e3e1_val_2	5092099.0	16848832.0
RU_13_RT_VN96037_BL_ADL_M__SRR17643212__R1__2e544e2430011b80db11c2ddd73dced3_val_1	1393945.0	1350434.0
RU_13_RT_VN96037_BL_ADL_M__SRR17643212__R2__aafeadba9c280f9f22d90159240fd142_val_2	1185815.0	1558564.0
RU_13_RT_VN96037_BL_ADL_M__SRR17643213__R1__3a9baefd0627e5bbdcbfd4e7a393f182_val_1	5073343.0	12491072.0
RU_13_RT_VN96037_BL_ADL_M__SRR17643213__R2__a61aecce7c342f0c052db6cd24e6b680_val_2	4348398.0	13216017.0
RU_13_RT_VN96053_BL_ADL_F__SRR17643210__R1__982415218d09499db1f15000d74ebd64_val_1	1555862.0	1607534.0
RU_13_RT_VN96053_BL_ADL_F__SRR17643210__R2__270d57f954abe9677bec974835e4ebfe_val_2	1327115.0	1836281.0
RU_13_RT_VN96053_BL_ADL_F__SRR17643211__R1__55e85e996824566786aac3263d077f26_val_1	6443310.0	18011743.0
RU_13_RT_VN96053_BL_ADL_F__SRR17643211__R2__bd78f02ea0d10f94abebb0fb64ceaa4a_val_2	5678812.0	18776241.0
RU_13_RT_VN96054_BL_ADL_F__SRR17643209__R1__a2d6746af03096218630b8f706e10a46_val_1	5889977.0	15143119.0
RU_13_RT_VN96054_BL_ADL_F__SRR17643209__R2__f463e422de2cb1a652f98f7582d6ebc2_val_2	4984232.0	16048864.0
RU_13_RT_VN96055_BL_ADL_F__SRR17643208__R1__38ddf0b3c58ca5ebcdf406820234a48b_val_1	6498171.0	15348865.0
RU_13_RT_VN96055_BL_ADL_F__SRR17643208__R2__e4b7ccb9349e105da7e80f40c18f8930_val_2	5250200.0	16596836.0
RU_13_RT_VN96056_BL_ADL_M__SRR17643207__R1__e64d30f188bbaa6ed94ed073adb9996b_val_1	6591489.0	17695575.0
RU_13_RT_VN96056_BL_ADL_M__SRR17643207__R2__e2577d60b7db19871304094ae1e61c7d_val_2	5552148.0	18734916.0
RU_13_RT_VN96076_BL_ADL_F__SRR17643205__R1__d315ff6339b2bfd6f156974efae11948_val_1	1538689.0	1588952.0
RU_13_RT_VN96076_BL_ADL_F__SRR17643205__R2__1d126fc9f05190ac67514a789cd2fddc_val_2	1313941.0	1813700.0
RU_13_RT_VN96076_BL_ADL_F__SRR17643206__R1__0be116acce09590781dcee0531b772aa_val_1	5285002.0	13060405.0
RU_13_RT_VN96076_BL_ADL_F__SRR17643206__R2__378a629f6e8bda22e9f447a8ae30fda7_val_2	4551397.0	13794010.0
RU_13_RT_VN96078_BL_ADL_F__SRR17643202__R1__f4cee02242983f5121a4b04dbe63c48c_val_1	1915378.0	2094486.0
RU_13_RT_VN96078_BL_ADL_F__SRR17643202__R2__dce93bcfbb2628d48d4819d30ee22a4c_val_2	1556487.0	2453377.0
RU_13_RT_VN96078_BL_ADL_F__SRR17643204__R1__5b6cc0a6fc569eb9a2d0138073682293_val_1	5724669.0	14462288.0
RU_13_RT_VN96078_BL_ADL_F__SRR17643204__R2__d65612569c73b4e59dd91bc9ef0923b1_val_2	4913872.0	15273085.0
RU_13_RT_VN96091_BL_ADL_M__SRR17643200__R1__47fe636183023ef41a0d672a15254da6_val_1	1892542.0	2344813.0
RU_13_RT_VN96091_BL_ADL_M__SRR17643200__R2__c7ebcb693d23de6a1684a622b8817b33_val_2	1541252.0	2696103.0
RU_13_RT_VN96091_BL_ADL_M__SRR17643201__R1__d19771f42d12acfbc9eb26cbe0bcadc7_val_1	7080750.0	20930495.0
RU_13_RT_VN96091_BL_ADL_M__SRR17643201__R2__2419f6d36007014e7475e28a31b4767b_val_2	5990196.0	22021049.0
RU_13_RT_VN96136_BL_ADL_M__SRR17643088__R1__2c206c6edb9b407a5490c45c938c1596_val_1	7215259.0	21680381.0
RU_13_RT_VN96136_BL_ADL_M__SRR17643088__R2__0d1bbbf5486c5512e63821316a68a87d_val_2	5942377.0	22953263.0
RU_13_RT_VN96137_BL_ADL_F__SRR17643085__R1__438c50bb2a9167fbf14eda3b320d16c8_val_1	1768973.0	1885416.0
RU_13_RT_VN96137_BL_ADL_F__SRR17643085__R2__41c1c785caadf650faaa7becaf138f6f_val_2	1492335.0	2162054.0
RU_13_RT_VN96137_BL_ADL_F__SRR17643087__R1__5749ca6140f33ff8d530ec7e25f2a9fe_val_1	5436148.0	13972867.0
RU_13_RT_VN96137_BL_ADL_F__SRR17643087__R2__4e0443fc3f0b13c30da1ccd7a4877f7d_val_2	4787199.0	14621816.0
RU_13_RT_VN96138_BL_ADL_M__SRR17643084__R1__f6eba889de27472848b1c777a49a13f9_val_1	6565746.0	18111428.0
RU_13_RT_VN96138_BL_ADL_M__SRR17643084__R2__4dbdb7448e46006ba69ed2d7acff64e3_val_2	5428309.0	19248865.0
RU_13_RT_VN96141_BL_ADL_M__SRR17643082__R1__e03dbd8a2517ace74d01f18e296c30b9_val_1	1654588.0	1740792.0
RU_13_RT_VN96141_BL_ADL_M__SRR17643082__R2__bc0e518a12efd19662e3267373832f74_val_2	1399063.0	1996317.0
RU_13_RT_VN96141_BL_ADL_M__SRR17643083__R1__6b2aca545aeb9f55d403ae24aeaa20cf_val_1	5876104.0	15178064.0
RU_13_RT_VN96141_BL_ADL_M__SRR17643083__R2__ea4ffd0845091309b5ea9eecd75aa29d_val_2	5193102.0	15861066.0
RU_13_RT_VN96144_BL_ADL_M__SRR17643081__R1__1438494c90c979ff36d426d55571dcd2_val_1	7055370.0	18269332.0
RU_13_RT_VN96144_BL_ADL_M__SRR17643081__R2__3aed3c766b1807ec457867a45e4cb576_val_2	5687537.0	19637165.0
RU_13_RT_VN96145_BL_ADL_F__SRR17643079__R1__56d15b689c91c3ed4162ce2276a484f6_val_1	1953806.0	2237189.0
RU_13_RT_VN96145_BL_ADL_F__SRR17643079__R2__957f88f288d28a5cb06d5a58b0f6c9c5_val_2	1581339.0	2609656.0
RU_13_RT_VN96145_BL_ADL_F__SRR17643080__R1__77df01f3475c8c4bbe15ef21464c5983_val_1	5527075.0	13914313.0
RU_13_RT_VN96145_BL_ADL_F__SRR17643080__R2__64ed7aeec1e223ef2db3d6aa17687b42_val_2	4748884.0	14692504.0
RU_13_RT_VN96151_BL_ADL_M__SRR17643077__R1__5b0cb968afee364297047af6e10955c0_val_1	1582272.0	1605566.0
RU_13_RT_VN96151_BL_ADL_M__SRR17643077__R2__e5b4bbf1d3de0d7c109cc673956e63ed_val_2	1345482.0	1842356.0
RU_13_RT_VN96151_BL_ADL_M__SRR17643078__R1__7e217d48a5868066b5dbbaa73762c0fd_val_1	5063239.0	12440491.0
RU_13_RT_VN96151_BL_ADL_M__SRR17643078__R2__ce19a40c241f35ffe1531ad27fe7443d_val_2	4406737.0	13096993.0
